	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201743020702	ダ	左	1500	晴	良	11:40	C3十　十一		2017-2-7	11	船橋	2			6	440	2	6.0	150	1.0	11.0	230	5.0	6-11	1250	4	6-11	470	4	6-12	630	7	11-12	1,020	14	6=>11	2500	8	6-11-12	3390	11	6=>11=>12	16160	47	116125109142783	116512911042783	116125910142873	116129510412873	7.0 - 12.8 - 13.5 - 13.1 - 12.6 - 12.5 - 13.7 - 15.3	7.0 - 19.8 - 33.3 - 46.4 - 59.0 - 71.5 - 85.2 - 100.5 (33.3-41.5)	12.0	280	6.0	5-8	560.0	3.0	5=>8	1290.0	6.0
201743020703	ダ	左	1200	晴	良	12:10	3歳五		2017-2-7	11	船橋	2	74万円以上106万円未満		2	370	1	2.0	120	1.0	5.0	130	3.0	2-5	980	4	2-5	210	1	2-6	270	2	5-6	270	3	2=>5	2050	8	2-5-6	740	1	2=>5=>6	6210	11		1256108793411.0	1256103871194.0	2156103811794.0	12.5 - 11.6 - 12.1 - 13.0 - 13.7 - 14.2	12.5 - 24.1 - 36.2 - 49.2 - 62.9 - 77.1 (36.2-40.9)	6.0	130	2.0	2-5	1090.0	5.0	2=>5	1910.0	10.0
201743020704	ダ	左	1200	晴	良	12:40	3階優売店季節限定!		2017-2-7	11	船橋	2	106万円以上163万円未満		9	190	1	9.0	130	1.0	12.0	420	7.0	9-12	1520	5	9-12	720	7	9-11	3,730	31	11-12	9,490	47	9=>12	1740	6	9-11-12	30870	68	9=>12=>11	61360	173		9,4,11,8,12,10,5,3,1,7,2-6	9,11,12,4,10,1,7,8,5,2,3=6	9,12,11,4,10,1,7,5,2,8,3=6	12.6 - 11.9 - 12.1 - 12.4 - 13.2 - 15.1	12.6 - 24.5 - 36.6 - 49.0 - 62.2 - 77.3 (36.6-40.7)	11.0	1,700	10.0	7-8	1160.0	6.0	7=>8	1790.0	9.0
201743020705	ダ	左	1700	晴	良	13:10	碧空特別 		2017-2-7	11	船橋	2	325万円以上		3	140	1	3.0	100	1.0	4.0	170	4.0	3-4	630	3	3-4	210	1	2-3	250	3	2-4	770	12	3=>4	770	3	2-3-4	1160	4	3=>4=>2	3250	6	86109517342	86109571432	(6,2),10,(8,3),5,9,(7,4),1	62310547918	6.7 - 11.7 - 12.9 - 15.0 - 13.9 - 13.1 - 12.8 - 13.3 - 15.1	6.7 - 18.4 - 31.3 - 46.3 - 60.2 - 73.3 - 86.1 - 99.4 - 114.5 (31.3-41.2)	2.0	150	2.0	3-4	650.0	3.0	3=>4	780.0	3.0
201743020706	ダ	左	1600	晴	良	13:40	久留里特別 		2017-2-7	11	船橋	2			8	290	1	8.0	140	1.0	5.0	190	5.0	5-8	1060	4	5-8	370	2	8-11	380	3	5-11	680	12	8=>5	1650	4	5-8-11	1980	6	8=>5=>11	8640	19	6810253111497	6810253111479	6810235111947	6810253111497	12.8 - 12.7 - 13.3 - 13.1 - 12.6 - 13.2 - 13.3 - 15.1	12.8 - 25.5 - 38.8 - 51.9 - 64.5 - 77.7 - 91.0 - 106.1 (38.8-41.6)	11.0	170	2.0	5-7	1210.0	7.0	7=>5	2190.0	13.0
201743020707	ダ	左	1200	晴	良	14:10	C2　選抜馬ア		2017-2-7	11	船橋	2			10	2490	8	10.0	440	8.0	1.0	550	9.0	1-10	21400	37	1-10	3,170	33	5-10	870	10	1-5	1,430	20	10=>1	35280	75	1-5-10	15530	51	10=>1=>5	162680	401		157810231149126	1,2,5,7,8,10,3,(11,12),9,6,4	157210812311694	12.4 - 11.8 - 11.7 - 12.6 - 13.2 - 14.3	12.4 - 24.2 - 35.9 - 48.5 - 61.7 - 76.0 (35.9-40.1)	5.0	160	1.0	1-7	16710.0	25.0	7=>1	33570.0	46.0
201743020708	ダ	左	1200	晴	良	14:40	違法薬物は「ダメ。ゼ		2017-2-7	11	船橋	2			4	1890	5	4.0	400	7.0	11.0	170	2.0	4-11	5560	17	4-11	1,380	16	4-5	1,280	15	5-11	490	3	4=>11	13010	35	4-5-11	6030	19	4=>11=>5	39630	119		4,11,12,10,2,5,8,9,3,6,1-7	4,12,11,5,9,2,10,(3,8),6,1=7	4,12,5,11,10,9,2,3,8,6,1=7	12.3 - 11.7 - 11.8 - 12.6 - 13.0 - 14.8	12.3 - 24.0 - 35.8 - 48.4 - 61.4 - 76.2 (35.8-40.4)	5.0	200	3.0	4-8	1470.0	6.0	4=>8	4280.0	11.0
201743020709	ダ	左	1600	晴	良	15:15	C1四　五		2017-2-7	11	船橋	2			2	260	1	2.0	120	1.0	4.0	740	8.0	2-4	3130	11	2-4	1,280	12	2-10	640	6	4-10	3,230	31	2=>4	5000	19	2-4-10	9490	27	2=>4=>10	43650	117	4218793612105111314	4216781239105131114	4,2,1,12,6,8,(3,7),9,13,5,10,11,14	4212181367910351114	12.6 - 12.4 - 13.0 - 12.9 - 12.7 - 13.1 - 13.6 - 15.2	12.6 - 25.0 - 38.0 - 50.9 - 63.6 - 76.7 - 90.3 - 105.5 (38.0-41.9)	10.0	230	5.0	2-3	2540.0	7.0	2=>3	4670.0	15.0
201743020710	ダ	左	1800	晴	良	15:50	フレンドリーレイン特 		2017-2-7	11	船橋	2	(別定)		4	380	1	4.0	170	2.0	12.0	290	6.0	4-12	2480	8	4-12	910	10	4-6	830	8	6-12	2,790	26	4=>12	4520	17	4-6-12	9450	28	4=>12=>6	38510	114	4711512328611314109	4711512328613114109	4,(7,11),(5,12),8,2,3,6,(1,14,13),9,10	4,11,7,12,5,8,6,3,2,13,14,1,9-10	12.3 - 11.9 - 13.2 - 13.5 - 12.9 - 12.4 - 12.9 - 14.0 - 14.4	12.3 - 24.2 - 37.4 - 50.9 - 63.8 - 76.2 - 89.1 - 103.1 - 117.5 (37.4-41.3)	6.0	240	5.0	3-7	700.0	3.0	3=>7	1230.0	1.0
201743020711	ダ	左	1600	晴	良	16:25	春告鳥特別 		2017-2-7	11	船橋	2			5	280	1	5.0	130	2.0	3.0	130	3.0	3-5	770	4	3-5	330	6	5-7	290	4	3-7	230	2	5=>3	1390	5	3-5-7	950	4	5=>3=>7	4860	16	589374162	583974126	5,8,3,7,4,1,9-2,6	5,3,7,8,4,1,9,2-6	13.2 - 12.7 - 13.0 - 12.7 - 12.6 - 12.6 - 12.7 - 14.0	13.2 - 25.9 - 38.9 - 51.6 - 64.2 - 76.8 - 89.5 - 103.5 (38.9-39.3)	7.0	130	1.0	3-5	780.0	4.0	5=>3	1210.0	4.0
201743020712	ダ	左	1200	晴	良	17:00	海神賞		2017-2-7	11	船橋	2			7	1220	5	7.0	250	5.0	9.0	160	3.0	7-9	2100	9	7-9	800	10	6-7	1,140	14	6-9	680	6	7=>9	5350	21	6-7-9	5060	18	7=>9=>6	36540	119		427109161112835	2,(4,10),7,9,6,11,12,1,5,3,8	421079611125318	12.2 - 11.5 - 11.5 - 12.7 - 13.5 - 14.8	12.2 - 23.7 - 35.2 - 47.9 - 61.4 - 76.2 (35.2-41.0)	6.0	210	4.0	6-7	1680.0	6.0	6=>7	4100.0	18.0
201743020901	ダ	左	1200	曇	稍重	11:10	3歳七		2017-2-9	11	船橋	4	38万円以上51万円未満		7	500	2	7.0	120	2.0	3.0	100	1.0	3-7	280	1	3-7	150	1	4-7	610	6	3-4	280	3	7=>3	1140	5	3-4-7	920	2	7=>3=>4	5300	13		8911752610341	(8,9),11,7,3,(6,10),(5,4),2,1	9118736104521	12.9 - 12.0 - 12.4 - 12.8 - 13.6 - 13.7	12.9 - 24.9 - 37.3 - 50.1 - 63.7 - 77.4 (37.3-40.1)	4.0	160	4.0	3-6	260.0	1.0	6=>3	1540.0	6.0
201743020902	ダ	左	1200	曇	稍重	11:40	3歳六		2017-2-9	11	船橋	4	51万円以上74万円未満		7	2640	7	7.0	290	5.0	6.0	180	4.0	6-7	6010	16	6-7	1,470	16	1-7	690	7	1-6	370	3	7=>6	14620	40	1-6-7	3610	11	7=>6=>1	53710	158		156910127283114	(1,5),6,9,(10,12),7,3,4,2,(8,11)	156912710342811	12.4 - 11.8 - 12.3 - 12.9 - 13.3 - 14.7	12.4 - 24.2 - 36.5 - 49.4 - 62.7 - 77.4 (36.5-40.9)	1.0	120	1.0	5-6	3280.0	12.0	6=>5	7530.0	24.0
201743020903	ダ	左	1200	小雨	稍重	12:10	C3四　五		2017-2-9	11	船橋	4			5	260	1	5.0	120	1.0	6.0	120	2.0	5-6	480	1	5-6	190	1	5-10	270	3	6-10	370	7	5=>6	920	1	5-6-10	790	2	5=>6=>10	3370	2		10253781694	10,5,2,8,7,(1,6),3,9-4	10,5,8,2,6,7,1,3,9-4	12.7 - 11.6 - 12.4 - 12.8 - 13.2 - 14.0	12.7 - 24.3 - 36.7 - 49.5 - 62.7 - 76.7 (36.7-40.0)	10.0	160	4.0	5-6	540.0	1.0	5=>6	1020.0	2.0
201743020904	ダ	左	1500	小雨	稍重	12:40	C3四　五		2017-2-9	11	船橋	4			8	300	2	8.0	120	1.0	3.0	140	3.0	3-8	440	1	3-8	230	1	4-8	260	3	3-4	290	6	8=>3	780	1	3-4-8	730	2	8=>3=>4	3060	5	987345126	987345126	(9,8),7,3,4,5,(1,2),6	987345261	7.2 - 12.9 - 13.7 - 13.8 - 13.0 - 13.1 - 13.1 - 13.7	7.2 - 20.1 - 33.8 - 47.6 - 60.6 - 73.7 - 86.8 - 100.5 (33.8-39.9)	4.0	140	4.0	3-8	460.0	1.0	8=>3	770.0	1.0
201743020905	ダ	左	1200	雨	稍重	13:10	C3　選抜馬		2017-2-9	11	船橋	4			11	760	2	11.0	390	2.0	8.0	390	4.0	8-11	2410	9	8-11	730	7	5-11	890	8	5-8	910	10	11=>8	5980	15	5-8-11	6840	26	11=>8=>5	43170	114		469812371110512	(6,9),12,8,4,(3,11),2,7,10,5,1	912681132105417	12.5 - 11.6 - 12.3 - 12.8 - 13.4 - 13.7	12.5 - 24.1 - 36.4 - 49.2 - 62.6 - 76.3 (36.4-39.9)	5.0	390	3.0	6-8	390.0	2.0	8=>6	560.0	3.0
201743020906	ダ	左	1500	雨	稍重	13:40	C2七　八		2017-2-9	11	船橋	4			7	1600	6	7.0	420	6.0	11.0	470	7.0	7-11	8680	22	7-11	2,280	21	6-7	1,670	17	6-11	1,970	19	7=>11	17880	41	6-7-11	23350	47	7=>11=>6	218730	313	9511103761824	9511107368142	(9,5),(11,10),7,(1,6),(3,8),4,2	1110597168324	7.2 - 12.6 - 13.0 - 12.7 - 12.6 - 13.1 - 13.3 - 14.0	7.2 - 19.8 - 32.8 - 45.5 - 58.1 - 71.2 - 84.5 - 98.5 (32.8-40.4)	6.0	320	4.0	6-8	800.0	3.0	6=>8	2100.0	9.0
201743020907	ダ	左	1200	雨	稍重	14:10	C2七　八		2017-2-9	11	船橋	4			7	1920	7	7.0	460	7.0	10.0	190	3.0	7-10	5040	16	7-10	1,190	16	7-9	1,210	17	9-10	340	2	7=>10	14460	45	7-9-10	3960	13	7=>10=>9	42590	155		9101114827536	9,10,(11,8),1,4,7,(2,5),6,3	9108111475236	12.6 - 11.7 - 12.0 - 12.4 - 12.8 - 14.4	12.6 - 24.3 - 36.3 - 48.7 - 61.5 - 75.9 (36.3-39.6)	9.0	160	2.0	6-8	1870.0	7.0	6=>8	5940.0	21.0
201743020908	ダ	左	1600	雨	稍重	14:40	ベストレイン特別 		2017-2-9	11	船橋	4	(別定)		14	260	1	14.0	150	1.0	13.0	190	2.0	13-14	760	1	13-14	390	1	10-14	1,420	21	10-13	2,230	34	14=>13	900	1	10-13-14	5290	15	14=>13=>10	12800	18	2147101138593114612	2141017138593114612	(2,14,9),13,10,1,7,8,(3,11),6,5,12,4	1421391017831161254	12.8 - 12.7 - 13.8 - 13.7 - 12.4 - 12.7 - 13.1 - 13.3	12.8 - 25.5 - 39.3 - 53.0 - 65.4 - 78.1 - 91.2 - 104.5 (39.3-39.1)	10.0	380	10.0	8-8	720.0	2.0	8=>8	730.0	1.0
201743020909	ダ	左	1200	小雪	稍重	15:15	スズガモ賞		2017-2-9	11	船橋	4			6	1830	7	6.0	530	7.0	3.0	390	6.0	3-6	8980	33	3-6	2,910	33	6-9	10,470	58	3-9	6,480	50	6=>3	22650	71	3-6-9	111920	124	6=>3=>9	367320	581		10417389651112.0	10143879651112.0	11043876911512.0	12.1 - 11.3 - 12.0 - 12.9 - 13.4 - 14.3	12.1 - 23.4 - 35.4 - 48.3 - 61.7 - 76.0 (35.4-40.6)	9.0	1,460	10.0	3-5	4790.0	18.0	5=>3	13690.0	37.0
201743020910	ダ	左	1600	小雪	稍重	15:50	駿光賞		2017-2-9	11	船橋	4			7	840	5	7.0	260	5.0	6.0	490	6.0	6-7	4720	15	6-7	1,340	13	7-10	4,330	35	6-10	6,140	50	7=>6	9120	28	6-7-10	73830	136	7=>6=>10	295770	560	1691213143711510824	6112139143711510824	6,(12,13),(9,14,11),(1,10),8,7,(3,5),2,4	6131210111478593241	12.7 - 12.1 - 13.0 - 13.4 - 12.9 - 13.1 - 13.6 - 14.3	12.7 - 24.8 - 37.8 - 51.2 - 64.1 - 77.2 - 90.8 - 105.1 (37.8-41.0)	10.0	1,280	11.0	4-5	3650.0	14.0	5=>4	9420.0	39.0
201743020911	ダ	左	1600	小雪	稍重	16:25	駿麗賞 		2017-2-9	11	船橋	4	(ハンデ)		1	1140	6	1.0	640	6.0	6.0	160	1.0	1-6	3370	13	1-6	610	11	1-2	770	12	2-6	240	2	1=>6	8220	26	1-2-6	2570	12	1=>6=>2	29180	92	5273614	5273614	(5,2),7,(6,4),(3,1)	7261435	12.4 - 11.6 - 12.4 - 12.8 - 12.5 - 12.8 - 13.3 - 14.0	12.4 - 24.0 - 36.4 - 49.2 - 61.7 - 74.5 - 87.8 - 101.8 (36.4-40.1)									
201743020912	ダ	左	1700	小雪	稍重	17:00	野島崎特別 		2017-2-9	11	船橋	4			9	350	1	9.0	120	1.0	12.0	580	10.0	9-12	8490	29	9-12	2,460	32	2-9	360	1	2-12	2,930	36	9=>12	13720	54	2-9-12	13020	48	9=>12=>2	82110	278	45121713931026811	45121317931026811	5,(4,12),7,13,9,1,10,3,2,8,6,11	51213971023816114	7.0 - 11.3 - 12.3 - 13.2 - 13.0 - 12.7 - 13.5 - 13.6 - 14.1	7.0 - 18.3 - 30.6 - 43.8 - 56.8 - 69.5 - 83.0 - 96.6 - 110.7 (30.6-41.2)	2.0	200	3.0	6-8	1030.0	3.0	6=>8	1950.0	4.0
201743021001	ダ	左	1200	晴	重	11:10	3歳　未受賞		2017-2-10	11	船橋	5			3	150	1	3.0	120	1.0	4.0	140	3.0	3-4	400	2	3-4	190	1	3-5	470	4	4-5	760	9	3=>4	700	2	3-4-5	1490	4	3=>4=>5	3570	7		1458113627910	(1,4),7,11,5,3,8,2,6,9,10	4711153629810	12.6 - 12.0 - 12.4 - 12.6 - 13.8 - 14.0	12.6 - 24.6 - 37.0 - 49.6 - 63.4 - 77.4 (37.0-40.4)	5.0	220	5.0	3-4	290.0	1.0	3=>4	680.0	2.0
201743021002	ダ	左	1200	晴	重	11:40	3歳八		2017-2-10	11	船橋	5	12万円以上38万円未満		6	120	1	6.0	110	1.0	3.0	140	3.0	3-6	270	1	3-6	160	1	5-6	220	3	3-5	420	6	6=>3	290	1	3-5-6	520	1	6=>3=>5	1010	1		3,6,1,7,2,4,5,9,10-8	6,3,1,(2,7),5,9,4,10-8	6-3,1,7,2,5,4,9,10-8	12.6 - 11.7 - 11.9 - 12.7 - 13.7 - 14.2	12.6 - 24.3 - 36.2 - 48.9 - 62.6 - 76.8 (36.2-40.6)	5.0	170	4.0	3-6	220.0	1.0	6=>3	330.0	1.0
201743021003	ダ	左	1500	晴	重	12:10	雨水賞		2017-2-10	11	船橋	5			8	3240	8	8.0	520	8.0	6.0	240	4.0	6-8	14500	28	6-8	3,130	27	7-8	970	13	6-7	410	3	8=>6	36070	62	6-7-8	7450	24	8=>6=>7	123090	279	59674831102	95674831102	9,5,7,(4,8),6-10,3,2,1	98476105231	7.0 - 12.6 - 12.4 - 13.0 - 13.6 - 13.7 - 14.3 - 14.6	7.0 - 19.6 - 32.0 - 45.0 - 58.6 - 72.3 - 86.6 - 101.2 (32.0-42.6)	7.0	120	1.0	6-7	1350.0	5.0	7=>6	1790.0	7.0
201743021004	ダ	左	1000	晴	重	12:40	C3　選抜馬		2017-2-10	11	船橋	5			4	340	2	4.0	130	1.0	3.0	180	4.0	3-4	700	3	3-4	300	3	4-5	800	10	3-5	1,340	18	4=>3	1110	4	3-4-5	3730	15	4=>3=>5	14180	44			4,5,10,(1,3),8,(2,11),7,6,9	4,5,10,3,8,1,7,11,2,6-9	12.6 - 12.1 - 12.4 - 12.8 - 13.0	12.6 - 24.7 - 37.1 - 49.9 - 62.9 (37.1-38.2)	5.0	410	7.0	3-4	790.0	3.0	4=>3	1250.0	4.0
201743021005	ダ	左	1500	晴	重	13:10	C3二　三ア		2017-2-10	11	船橋	5			8	410	1	8.0	170	1.0	4.0	530	9.0	4-8	4820	23	4-8	1,740	28	8-11	670	6	4-11	3,160	39	8=>4	7460	37	4-8-11	13740	57	8=>4=>11	68630	286	581023614119127	5,8,10,2,3,6,1,4,11,9,12=7	5,8,10,(3,6),(2,4,11),1,9,12=7	5,8,10,11,6,4,3,9,1,2,12=7	7.0 - 12.4 - 13.5 - 13.1 - 12.8 - 13.2 - 13.2 - 14.7	7.0 - 19.4 - 32.9 - 46.0 - 58.8 - 72.0 - 85.2 - 99.9 (32.9-41.1)	11.0	330	8.0	4-6	3530.0	17.0	6=>4	5690.0	27.0
201743021006	ダ	左	1500	晴	重	13:40	C3二　三イ		2017-2-10	11	船橋	5			12	190	1	12.0	140	2.0	4.0	330	7.0	4-12	1350	3	4-12	520	4	8-12	330	2	4-8	1,010	12	12=>4	1910	4	4-8-12	2060	3	12=>4=>8	6920	14	114712826511093	114127826105193	(11,4),12,8,(2,7),6,(5,10),(3,1),9	412811762513109	7.0 - 12.5 - 12.1 - 13.0 - 13.1 - 13.2 - 13.6 - 14.1	7.0 - 19.5 - 31.6 - 44.6 - 57.7 - 70.9 - 84.5 - 98.6 (31.6-40.9)	8.0	190	3.0	4-8	1010.0	2.0	8=>4	1420.0	3.0
201743021007	ダ	左	1600	曇	重	14:10	C3　特選一		2017-2-10	11	船橋	5			1	190	1	1.0	110	1.0	8.0	240	6.0	1-8	1050	5	1-8	430	5	1-9	300	4	8-9	780	8	1=>8	1670	6	1-8-9	1760	5	1=>8=>9	6980	14	59101628473	59101628473	(5,9),1,10,6,8,2,4,3,7	91651082347	12.8 - 12.8 - 13.4 - 13.2 - 12.7 - 13.4 - 13.9 - 14.7	12.8 - 25.6 - 39.0 - 52.2 - 64.9 - 78.3 - 92.2 - 106.9 (39.0-42.0)	9.0	170	3.0	1-7	1320.0	5.0	1=>7	2480.0	9.0
201743021008	ダ	左	1200	曇	重	14:40	C2九　十		2017-2-10	11	船橋	5			5	930	2	5.0	150	2.0	9.0	100	1.0	5-9	340	1	5-9	190	1	5-6	620	7	6-9	250	3	5=>9	2050	7	5-6-9	930	2	5=>9=>6	11960	39		24569131178	(2,4),5,9,6,(1,7),(3,8,11)	45926713811	12.6 - 11.5 - 11.9 - 12.6 - 13.2 - 14.6	12.6 - 24.1 - 36.0 - 48.6 - 61.8 - 76.4 (36.0-40.4)	6.0	170	4.0	5-7	200.0	1.0	5=>7	1350.0	5.0
201743021009	ダ	左	1500	曇	重	15:15	C2九　十		2017-2-10	11	船橋	5			6	140	1	6.0	120	1.0	11.0	250	5.0	6-11	750	4	6-11	490	6	6-8	2,230	23	8-11	8,690	48	6=>11	1010	4	6-8-11	13870	38	6=>11=>8	32050	92	682115947131012	681129547131012	6,8,11,2,9,5,4,(7,1),3,(10,12)	681192145710123	7.1 - 12.5 - 13.4 - 12.9 - 12.6 - 12.8 - 13.1 - 13.7	7.1 - 19.6 - 33.0 - 45.9 - 58.5 - 71.3 - 84.4 - 98.1 (33.0-39.6)	8.0	990	9.0	5-8	720.0	4.0	5=>8	810.0	3.0
201743021010	ダ	左	1200	曇	重	15:50	浜風スプリント 		2017-2-10	11	船橋	5	(ハンデ)		11	290	2	11.0	140	2.0	5.0	130	1.0	5-11	300	1	5-11	160	1	3-11	1,000	14	3-5	1,230	17	11=>5	800	2	3-5-11	3220	9	11=>5=>3	10320	27		711451032612918	7,11,(4,10),5,3,2,12,6,9,(1,8)	711105432126918	12.6 - 11.7 - 11.6 - 12.4 - 12.9 - 13.7	12.6 - 24.3 - 35.9 - 48.3 - 61.2 - 74.9 (35.9-39.0)	3.0	580	9.0	5-8	320.0	1.0	8=>5	760.0	2.0
201743021011	ダ	左	1600	曇	重	16:25	紅梅特別 		2017-2-10	11	船橋	5	(ハンデ)		1	150	1	1.0	120	1.0	5.0	270	6.0	1-5	1580	5	1-5	660	6	1-4	260	3	4-5	1,690	19	1=>5	2180	8	1-4-5	2880	10	1=>5=>4	10830	31	1246971051138	1249671051138	1,4,(2,9),7,(6,10),5,8,3,11	1497561028311	12.8 - 12.2 - 13.0 - 12.8 - 12.5 - 13.1 - 13.7 - 14.2	12.8 - 25.0 - 38.0 - 50.8 - 63.3 - 76.4 - 90.1 - 104.3 (38.0-41.0)	4.0	180	4.0	1-5	1500.0	5.0	1=>5	1810.0	6.0
201743021012	ダ	左	1600	曇	重	17:00	風来特別 		2017-2-10	11	船橋	5			8	1110	5	8.0	290	5.0	7.0	190	2.0	7-8	1910	6	7-8	690	5	8-10	940	10	7-10	820	9	8=>7	4360	14	7-8-10	5300	15	8=>7=>10	30810	79	1131068142541213719	1131061482125134719	(11,3,10),8,14,6,9,2,(5,12),(4,13),7,1	1038111496251271314	12.8 - 12.9 - 13.0 - 12.9 - 12.5 - 12.9 - 13.7 - 14.3	12.8 - 25.7 - 38.7 - 51.6 - 64.1 - 77.0 - 90.7 - 105.0 (38.7-40.9)	10.0	290	6.0	5-5	3120.0	18.0	5=>5	3320.0	14.0
201743031301	ダ	左	1200	曇	良	15:00	C3十		2017-3-13	12	船橋	1			7	390	2	7.0	130	2.0	9.0	210	3.0	7-9	1070	4	7-9	440	5	7-8	830	10	8-9	880	12	7=>9	1870	7	7-8-9	2940	10	7=>9=>8	11690	43		1110745183962.0	1110745189362.0	1110745819632.0	12.9 - 12.4 - 12.8 - 13.3 - 13.4 - 13.6	12.9 - 25.3 - 38.1 - 51.4 - 64.8 - 78.4 (38.1-40.3)	8.0	240	5.0	6-7	800.0	4.0	6=>7	1690.0	8.0
201743031302	ダ	左	1200	曇	良	15:30	3歳四		2017-3-13	12	船橋	1	181万円以上219.5万円未満		12	2950	8	12.0	380	6.0	11.0	200	3.0	11-12	4720	17	11-12	1,230	14	8-12	1,590	19	8-11	680	6	12=>11	14020	46	8-11-12	10100	38	12=>11=>8	87700	279		351112679121084	3,5,11,12,9,6,(7,10),8,2,1,4	351112910682714	12.8 - 11.9 - 12.4 - 12.9 - 13.1 - 13.3	12.8 - 24.7 - 37.1 - 50.0 - 63.1 - 76.4 (37.1-39.3)	8.0	240	5.0	8-8	4610.0	15.0	8=>8	5390.0	22.0
201743031303	ダ	左	1500	曇	良	16:00	3歳三		2017-3-13	12	船橋	1	219.5万円以上280万円未満		8	1540	7	8.0	260	6.0	12.0	100	1.0	8-12	1440	6	8-12	440	4	4-8	1,560	25	4-12	370	3	8=>12	4200	14	4-8-12	2580	7	8=>12=>4	29040	105	591082612134711	591028412611173	5,9,10,(8,4),2,12,(6,11),1,7,3	104958122611713	7.0 - 12.2 - 13.6 - 13.2 - 12.9 - 13.2 - 13.7 - 13.5	7.0 - 19.2 - 32.8 - 46.0 - 58.9 - 72.1 - 85.8 - 99.3 (32.8-40.4)	4.0	240	4.0	6-8	830.0	4.0	6=>8	2350.0	11.0
201743031304	ダ	左	1600	曇	良	16:30	3歳二		2017-3-13	12	船橋	1	280万円以上435万円未満		8	1810	8	8.0	290	7.0	13.0	240	4.0	8-13	3850	19	8-13	1,010	13	3-8	1,100	17	3-13	560	3	8=>13	8480	40	3-8-13	4820	16	8=>13=>3	51580	200	1,7,6,13,12,11,2,3,10,5,8,9-4	1,7,6,12,13,11,3,2,10,8,5,9-4	1,7,6,13,12,2,3,11,10,8,5,9-4	76121313281011954	12.5 - 12.2 - 13.6 - 13.2 - 13.3 - 13.2 - 13.5 - 13.5	12.5 - 24.7 - 38.3 - 51.5 - 64.8 - 78.0 - 91.5 - 105.0 (38.3-40.2)	3.0	160	1.0	6-8	880.0	4.0	6=>8	2000.0	10.0
201743031305	ダ	左	1500	曇	良	17:00	C2四		2017-3-13	12	船橋	1			2	450	2	2.0	140	2.0	10.0	100	1.0	2-10	750	1	2-10	290	1	2-4	910	10	4-10	420	3	2=>10	2050	7	2-4-10	1810	1	2=>10=>4	12540	26	125863714109211	125867341012911	125867104392111	(5,8,6),12,10,7,2,4,9,11,3,1	7.0 - 12.5 - 13.0 - 12.9 - 12.7 - 13.0 - 13.6 - 13.9	7.0 - 19.5 - 32.5 - 45.4 - 58.1 - 71.1 - 84.7 - 98.6 (32.5-40.5)	4.0	240	4.0	2-7	580.0	2.0	2=>7	1970.0	8.0
201743031306	ダ	左	1200	曇	良	17:30	C2　選抜馬ア		2017-3-13	12	船橋	1			2	160	1	2.0	120	1.0	10.0	570	8.0	2-10	2390	7	2-10	710	9	2-8	710	8	8-10	5,050	40	2=>10	3000	10	2-8-10	12010	34	2=>10=>8	32550	98		459238110671112	4,5,9,2,3,10,8,7,1,(6,11),12	(4,5,9),3,2,10,8,7,1,11,6,12	12.8 - 11.9 - 12.0 - 12.6 - 13.0 - 14.1	12.8 - 24.7 - 36.7 - 49.3 - 62.3 - 76.4 (36.7-39.7)	8.0	420	6.0	2-7	420.0	3.0	2=>7	560.0	1.0
201743031307	ダ	左	1200	曇	良	18:00	C2　選抜馬イ		2017-3-13	12	船橋	1			7	280	1	7.0	140	1.0	6.0	170	4.0	6-7	900	3	6-7	360	3	5-7	440	7	5-6	580	11	7=>6	1610	5	5-6-7	2240	8	7=>6=>5	8630	24		857312291061141.0	857123102946111.0	875122310946111.0	12.4 - 11.8 - 12.3 - 12.8 - 12.9 - 13.4	12.4 - 24.2 - 36.5 - 49.3 - 62.2 - 75.6 (36.5-39.1)	5.0	240	5.0	5-6	600.0	4.0	6=>5	890.0	3.0
201743031308	ダ	左	1500	曇	良	18:30	C2三		2017-3-13	12	船橋	1			1	1120	4	1.0	240	4.0	4.0	620	8.0	1-4	11400	27	1-4	2,060	22	1-12	710	9	4-12	1,860	20	1=>4	33130	54	1-4-12	17810	48	1=>4=>12	156570	318	245712681101193	245127681109311	245127861019311	245126810719311	7.0 - 12.0 - 12.8 - 12.7 - 12.7 - 13.3 - 13.3 - 14.0	7.0 - 19.0 - 31.8 - 44.5 - 57.2 - 70.5 - 83.8 - 97.8 (31.8-40.6)	12.0	210	3.0	1-4	12320.0	15.0	1=>4	18230.0	30.0
