	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200850040203	ダ	右	1400	晴	稍重	12:10	D6二　4歳以上		2008-4-2	1	園田	1	(馬齢)		6	230	1	6	110	2	8	130	3	6-8	470	1	6-8	170	1	5-6	240	2	5-8	390	5	6=>8	750	2	5-6-8	490	1	568122317109411	568122317109411	(5,6),8,10,(7,12),3,(1,2),4,9,11	658107123194112			5.0	100	1.0	5-6	300.0	1.0			
200850040204	ダ	右	1400	晴	稍重	12:40	D6一　4歳以上		2008-4-2	1	園田	1	(馬齢)		5	680	4	5	130	3	7	100	1	5-7	830	4	5-7	300	4	3-5	310	6	3-7	190	1	5=>7	3350	13	3-5-7	710	2	524123761108911	524312716108911	572123461108911	5,7,2,3,12,4,(1,6),10,9,11,8			3.0	110	2.0	5-6	1140.0	6.0			
200850040205	ダ	右	1400	晴	稍重	13:10	D5三　4歳以上		2008-4-2	1	園田	1	(馬齢)		1	530	2	1	140	2	7	140	3	1-7	1500	5	1-7	400	4	1-12	190	1	7-12	220	2	1=>7	2300	9	1-7-12	740	1	1,4,5,9,7,10,(6,12),(8,11),2,3	145971012611823	1,4,7,12,11,(5,6),8,10,9,3,2	1,(4,7),11,12,6,8,3,10,5,2,9			12.0	110	1.0	1-6	1600.0	7.0			
200850040301	ダ	右	1400	晴	良	10:55	F4二　3歳		2008-4-3	1	園田	2	(馬齢)		9	660	3	9	220	3	5	230	4	5-9	2370	11	5-9	470	8	9-10	230	1	5-10	320	5	9=>5	2930	15	5-9-10	1320	5	10453192678	10453912678	10,4,2,5,3,9,1,6,7-8	10,4,(2,5),9,3,6,1,7,8			10.0	120	2.0	5-8	540.0	3.0			
200850040302	ダ	右	1400	晴	良	11:20	F4一　3歳		2008-4-3	1	園田	2	(馬齢)		9	320	1	9	160	2	5	260	5	5-9	1390	7	5-9	430	4	1-9	2,840	26	1-5	4,570	37	9=>5	1830	5	1-5-9	35130	70	19511238746	19511238746	91521176348	9,5,1,(2,11),7,6,3,4,8			1.0	550	7.0	5-7	1230.0	7.0			
200850040303	ダ	右	1400	晴	良	11:50	D4四　4歳以上		2008-4-3	1	園田	2	(馬齢)		3	170	1	3	100	1	6	110	3	3-6	310	1	3-6	150	2	3-4	140	1	4-6	210	3	3=>6	520	2	3-4-6	340	1	4,6,(1,3),5,8,7,9-2	4,6,3,(1,5),8,7,9-2	4,6,3,8,5,7,(1,9)=2	4,(3,6),5,7,8,9,1=2			4.0	100	2.0	3-6	250.0	1.0			
200850040304	ダ	右	1400	晴	良	12:20	D4三　4歳以上		2008-4-3	1	園田	2	(馬齢)		2	700	4	2	170	3	8	190	4	2-8	4230	12	2-8	1,210	12	2-4	240	2	4-8	720	8	2=>8	9450	23	2-4-8	3740	11	925814367	925814367	928514376	9,(2,8),5,4,1,3,7,6			4.0	110	1.0	2-8	2140.0	6.0			
200850040305	ダ	右	1400	晴	良	12:50	D4二　4歳以上		2008-4-3	1	園田	2	(馬齢)		7	910	3	7	190	4	9	240	6	7-9	2150	10	7-9	780	11	5-7	280	3	5-9	380	6	7=>9	2520	10	5-7-9	1420	5	8,(6,9),7,1,3,2,4,5	8,(6,9),7,1,3,2,4,5	986741235	9,(4,7),(5,8),(2,3),6,1			5.0	140	2.0	7-8	1750.0	8.0			
200850040306	ダ	右	1230	晴	良	13:20	D4一　4歳以上		2008-4-3	1	園田	2	(馬齢)		1	520	4	1	120	2	3	140	4	1-3	770	4	1-3	290	4	1-5	200	1	3-5	260	3	1=>3	2140	8	1-3-5	550	1	3,5,(1,6),2,10,4,9,8,12,11,7	3,5,(1,6),2,10,4,9,8,12,11,7	356121049121187	3,1,5,6,2,10,(4,9),12,11-7,8			5.0	110	1.0	1-3	930.0	4.0			
200850040307	ダ	右	1400	晴	良	13:50	C2二　4歳以上		2008-4-3	1	園田	2	(馬齢)		8	890	5	8	220	5	9	100	1	8-9	1630	9	8-9	450	6	5-8	960	15	5-9	620	10	8=>9	3640	19	5-8-9	4540	18	89671024513	8,9,6,7,10,2,4,(1,5),3	8,9,7,(6,10),2,4,5,(1,3)	89710625413			5.0	300	6.0	7-8	250.0	1.0			
200850040308	ダ	右	1400	晴	良	14:20	C2一　4歳以上		2008-4-3	1	園田	2	(馬齢)		4	260	2	4	100	1	11	100	2	4-11	260	1	4-11	150	1	4-8	710	7	8-11	590	6	4=>11	510	2	4-8-11	1090	3	1112863594710	1112863597410	1181264359710	11,4,8,2,6,3,1,(5,7),10,9			8.0	220	5.0	4-8	220.0	1.0			
200850040309	ダ	右	1400	晴	良	14:50	B2二　4歳以上 		2008-4-3	1	園田	2	(馬齢)		1	330	2	1	140	3	11	130	2	1-11	490	2	1-11	200	2	1-3	480	8	3-11	240	3	1=>11	1360	6	1-3-11	680	2	9,10,1,11,3,5,2,7,(6,8),4	9101113526784	9111013652874	9111310625487			3.0	220	4.0	1-8	340.0	1.0	1=>11=>3	6050.0	20.0
200850040310	ダ	右	1400	晴	良	15:20	六甲山特別 		2008-4-3	1	園田	2	(馬齢)		2	150	1	2	150	2	11	170	3	2-11	520	2	2-11	240	2	1-2	860	12	1-11	1,430	17	2=>11	780	2	1-2-11	3280	11	1,11,12,10,8,5,7,(2,6),9,4,3	1,11,12,10,(7,8),5,2,6,3,(4,9)	1,11,12,10,2,6,5,(4,7),3,9,8	1,11,12,2,10,6,7,4,5,3,9=8			1.0	350	6.0	2-8	210.0	1.0	2=>11=>1	8620.0	20.0
200850040311	ダ	右	1700	晴	良	15:55	菊水賞	G	2008-4-3	1	園田	2	(馬齢)		8	1750	6	8	390	6	9	210	3	8-9	3310	13	8-9	1,750	16	5-8	7,880	38	5-9	7,170	35	8=>9	8850	29	5-8-9	62950	88	8,10,4,11,9,5,3,6,(1,12),2	81011495361122	8,10,11,4,9,(3,5),6,1,12,2	84101159361122			5.0	920	8.0	6-7	5310.0	14.0	8=>9=>5	466370.0	540.0
200850040801	ダ	右	1400	曇	不良	10:55	F3三　3歳		2008-4-8	1	園田	3	(馬齢)		2	1370	5	2	250	7	9	180	3	2-9	9890	22	2-9	1,550	15	2-8	770	8	8-9	270	2	2=>9	25890	55	2-8-9	5020	16	29110683457	29110638457	29810654137	2,8,9,10,6,5,4,(1,3),7			8.0	120	1.0	2-8	3220.0	11.0			
200850040802	ダ	右	1400	曇	不良	11:20	F3二　3歳		2008-4-8	1	園田	3	(馬齢)		4	210	1	4	100	2	7	150	4	4-7	630	2	4-7	230	3	4-9	130	1	7-9	350	6	4=>7	980	3	4-7-9	500	1	87101945236	87101439256	48731591026	4,8,7,3,1,(5,9),6,2,10			9.0	100	1.0	4-7	430.0	2.0			
200850040803	ダ	右	1400	曇	不良	11:50	F3一　3歳		2008-4-8	1	園田	3	(馬齢)		5	310	2	5	120	2	10	100	1	5-10	170	1	5-10	120	1	2-5	580	11	2-10	260	2	5=>10	650	2	2-5-10	560	2	1039111528674	1031951128764	1035121179864	1053121178649			2.0	130	3.0	5-8	140.0	1.0			
200850040804	ダ	右	1400	曇	不良	12:20	D3二　4歳以上		2008-4-8	1	園田	3	(馬齢)		12	790	3	12	130	2	5	140	3	5-12	700	2	5-12	330	4	7-12	270	3	5-7	210	1	12=>5	1430	6	5-7-12	760	1	871952124611310	8,7,1,9,5,2,12,4,(6,11),3,10	8,7,(1,12),9,(5,10),2,(4,6),11,3	8,7,12,1,5,2,10,6,(4,9),11,3			7.0	120	1.0	5-8	720.0	2.0			
200850040805	ダ	右	1400	曇	不良	12:50	D3一　4歳以上		2008-4-8	1	園田	3	(馬齢)		8	150	1	8	100	1	10	100	2	8-10	290	1	8-10	150	1	6-8	510	8	6-10	1,130	15	8=>10	370	1	6-8-10	1550	5	685111071219234	6,8,5,(10,11),7,(1,12),9,2,3,4	681011511274923	861015111274923			6.0	190	5.0	6-7	270.0	1.0			
200850040806	ダ	右	1400	曇	不良	13:20	D2三　4歳以上		2008-4-8	1	園田	3	(馬齢)		11	1420	4	11	230	3	8	510	5	8-11	9220	19	8-11	1,770	16	10-11	1,790	17	8-10	2,950	23	11=>8	22690	36	8-10-11	30920	45	8911110625437	8911110265437	8,9,11,1,10,6,2,(3,5),4,7	8,11,1,9,10,(2,6),3,4,5,7			10.0	580	6.0	7-8	4110.0	13.0			
200850040807	ダ	右	1400	曇	不良	13:50	D2二　4歳以上		2008-4-8	1	園田	3	(馬齢)		6	750	2	6	120	3	2	100	2	2-6	260	1	2-6	150	1	6-11	390	5	2-11	160	2	6=>2	1190	4	2-6-11	350	1	2671134159108	2671134159108	2,6,7,11,(3,5),1,4,9,8,10	2611753194810			11.0	100	1.0	2-6	210.0	1.0			
200850040808	ダ	右	1400	曇	不良	14:20	D2一　4歳以上		2008-4-8	1	園田	3	(馬齢)		1	500	2	1	190	2	7	3,280	10	1-7	92260	43	1-7	11,370	39	1-5	1,740	15	5-7	41,500	52	1=>7	41900	46	1-5-7	150030	102	4510863117129	4510863111729	4510183671129	4,5,1,10,3,8,7,6,2,(9,11)			5.0	880	8.0	1-6	3930.0	11.0			
200850040809	ダ	右	1400	曇	不良	14:50	C3二　4歳以上		2008-4-8	1	園田	3	(馬齢)		5	850	5	5	350	7	2	260	6	2-5	5420	22	2-5	1,280	16	4-5	530	6	2-4	1,620	19	5=>2	9330	37	2-4-5	4230	15	51092673841	51092673841	5,(2,10),6,7,8,9,3,4,1	52610879341			4.0	150	1.0	2-5	5690.0	16.0	5=>2=>4	31140.0	109.0
200850040810	ダ	右	1400	曇	不良	15:20	C3一　4歳以上		2008-4-8	1	園田	3	(馬齢)		8	260	1	8	150	2	11	270	5	8-11	2310	8	8-11	690	9	3-8	320	3	3-11	660	8	8=>11	3100	13	3-8-11	3490	9	1164103781952	1164103781952	1161048371952	1186410371952			3.0	220	4.0	7-8	370.0	1.0	8=>11=>3	18640.0	49.0
200850040811	ダ	右	1230	曇	不良	15:55	トータリゼータカップ 		2008-4-8	1	園田	3	(馬齢)		8	120	1	8	110	1	6	370	8	6-8	1410	7	6-8	730	7	8-10	350	3	6-10	1,830	18	8=>6	1710	7	6-8-10	3660	13	681110715931242	6,8,(10,11),7,5,(1,9),3,12,4,2	(6,8),11,10,7,9,3,(1,5),4,12,2	8,6,7,10,11,(1,3),9,4,5,12,2			10.0	220	4.0	5-6	490.0	2.0	8=>6=>10	10500.0	33.0
200850040901	ダ	右	1400	晴	重	10:55	F2三　3歳		2008-4-9	1	園田	4	(馬齢)		2	660	3	2	230	3	8	260	4	2-8	1450	7	2-8	730	12	2-11	620	8	8-11	370	3	2=>8	2740	11	2-8-11	2530	8	8492365710111	8423965710111	8426310511719	8,2,4,6,(10,11),5,3,1,7-9			11.0	150	2.0	2-7	1460.0	6.0			
200850040902	ダ	右	1400	晴	重	11:20	F2二　3歳		2008-4-9	1	園田	4	(馬齢)		1	140	1	1	100	1	2	260	5	1-2	1740	8	1-2	780	9	1-8	670	8	2-8	2,300	24	1=>2	2460	8	1-2-8	8830	31	1,8,10,2,4,6,7,(3,5),11,9	1,8,10,2,4,6,(5,7),3,9,11	1810245971163	1,8,2,10,(5,9),4,(7,11),3,6			8.0	270	6.0	1-2	2170.0	9.0			
200850040903	ダ	右	1400	晴	重	11:50	F2一　3歳		2008-4-9	1	園田	4	(馬齢)		10	2180	5	10	230	6	1	140	2	1-10	1850	9	1-10	540	8	2-10	530	7	1-2	160	1	10=>1	8180	21	1-2-10	940	4	1085111293674	1081151293674	10,8,(1,9,11),6,(2,5),3,7,4	10,1,(5,8),(2,9),11,6,3,7,4			2.0	100	1.0	1-8	870.0	3.0			
200850040904	ダ	右	1400	晴	重	12:20	D1四　4歳以上		2008-4-9	1	園田	4	(馬齢)		9	250	2	9	150	2	1	300	5	1-9	2020	9	1-9	600	8	9-10	190	1	1-10	270	3	9=>1	2280	9	1-9-10	920	2	10,9,(1,11),8,3,7,2,6,4,5	10,9,1,11,8,2,(3,7),6,4,5	1091117823564	10,9,1,(7,8),11,2,3,5,6,4			10.0	160	3.0	1-7	1290.0	5.0			
200850041001	ダ	右	1400	曇	不良	10:55	F1二　3歳		2008-4-10	1	園田	5	(馬齢)		7	120	1	7	100	1	1	120	2	1-7	190	1	1-7	160	1	2-7	2,210	19	1-2	2,720	24	7=>1	240	1	1-2-7	4410	11	71091568234	71091568234	71019853426	7,1,10,8,2,(3,9),4,5,6			2.0	680	8.0	1-7	140.0	1.0			
200850041002	ダ	右	1400	曇	不良	11:20	F1一　3歳		2008-4-10	1	園田	5	(馬齢)		8	100	1	8	110	1	7	250	4	7-8	310	1	7-8	180	1	3-8	790	9	3-7	6,130	34	8=>7	360	1	3-7-8	4930	16	3,9,(4,10),11,8,1,7,(2,5),6	3910114817256	3811104179265	8,3,4,10,11,7,2,(1,6),9,5			3.0	770	9.0	6-7	210.0	1.0			
200850041003	ダ	右	1400	曇	不良	11:50	C6三　4歳以上		2008-4-10	1	園田	5	(馬齢)		11	260	1	11	100	1	8	100	2	8-11	440	1	8-11	170	1	5-11	1,290	15	5-8	730	11	11=>8	640	1	5-8-11	2310	9	11,8,2,9,(1,4),5,3,6,10,12-7	11,8,2,9,5,1,4,3,6,10,12-7	118526121943107	11,8,2,5,6,1,12,3,9,(4,10),7			5.0	310	7.0	6-8	340.0	1.0			
200850041004	ダ	右	1400	曇	不良	12:20	C6二　4歳以上		2008-4-10	1	園田	5	(馬齢)		11	140	1	11	100	1	1	110	2	1-11	310	1	1-11	140	1	4-11	210	3	1-4	390	5	11=>1	380	1	1-4-11	380	1	11,4,10,8,1,12,(3,9),(5,7),2,6	114108112397526	1141812739526	1114128732596			4.0	130	3.0	1-8	310.0	1.0			
200850041501	ダ	右	1400	晴	稍重	11:10	F6二　3歳		2008-4-15	2	園田	1	(馬齢)		4	150	1	4	100	1	7	110	2	4-7	190	1	4-7	130	1	4-8	420	5	7-8	480	7	4=>7	260	1	4-7-8	700	2	749681532	7,4,9,6,8,1,(3,5),2	7,4-6,8,9,1,5,3,2	7,4-8,6,5,1,9,3,2			8.0	190	6.0	4-7	180.0	1.0			
200850041502	ダ	右	1400	晴	稍重	11:45	F6一　3歳		2008-4-15	2	園田	1	(馬齢)		1	1080	5	1	330	7	6	110	1	1-6	780	4	1-6	300	4	1-4	2,110	23	4-6	930	10	1=>6	2130	7	1-4-6	5990	22	4,9,6,1,8,(2,3),5,7	496182357	4,9,6,1,(2,8),3,5,7	461928357			4.0	370	8.0	1-6	780.0	4.0			
200850041503	ダ	右	1400	晴	稍重	12:20	D6四　4歳以上		2008-4-15	2	園田	1	(馬齢)		7	130	1	7	100	1	8	110	2	7-8	200	1	7-8	120	1	2-7	120	2	2-8	220	4	7=>8	280	1	2-7-8	250	1	8,7,1,6,(2,3),5,4	8,7,1,6,(2,3),4,5	7,8,2,(1,3,6),(4,5)	(7,8),2,1,3,6,5,4			2.0	120	4.0						
200850041504	ダ	右	1400	晴	稍重	12:55	D6三　4歳以上		2008-4-15	2	園田	1	(馬齢)		1	290	2	1	140	2	8	1,940	8	1-8	10440	17	1-8	4,580	21	1-2	600	6	2-8	4,580	21	1=>8	10570	27	1-2-8	19080	33	2,5,1,6,3,8,(4,7)	25163847	2,(1,5),6,8,4,3,7	12856437			2.0	190	4.0						
200850041505	ダ	右	1400	晴	稍重	13:30	D6二　4歳以上		2008-4-15	2	園田	1	(馬齢)		4	130	1	4	100	1	5	110	2	4-5	160	1	4-5	110	1	3-4	140	2	3-5	270	5	4=>5	200	1	3-4-5	290	1	34165827	3,4,1,(5,6),2,8,7	4,(3,5),1,6,8,7,2	45361872			3.0	110	3.0						
200850041506	ダ	右	1230	晴	稍重	14:05	D6一　4歳以上		2008-4-15	2	園田	1	(馬齢)		5	320	1	5	120	1	4	150	4	4-5	880	4	4-5	320	4	5-10	280	3	4-10	740	11	5=>4	1600	6	4-5-10	1990	8	4,9,(2,5),10,7,(1,3),8,6	4,9,2,5,10,(1,3),7,8,6	49521073816	4,5,9,2,10,7,3,(1,6),8			10.0	150	3.0	4-5	820.0	3.0			
200850041507	ダ	右	1400	晴	稍重	14:40	C1二　4歳以上		2008-4-15	2	園田	1	(馬齢)		11	760	3	11	110	2	6	100	1	6-11	300	1	6-11	180	2	8-11	530	7	6-8	210	3	11=>6	1230	5	6-8-11	620	3	11,6,(2,4),8,7,1,9,3,10,5	1162471839105	11,6,8,4,2,7,10,1,3,9-5	11,6,8,4,2,10,7,1,3,9-5			8.0	170	4.0	6-8	260.0	1.0	11=>6=>8	4370.0	11.0
200850041508	ダ	右	1400	晴	稍重	15:15	C1一　4歳以上		2008-4-15	2	園田	1	(馬齢)		9	250	1	9	120	1	2	150	3	2-9	360	1	2-9	200	2	3-9	320	4	2-3	760	7	9=>2	730	2	2-3-9	1610	3	(1,4),5,6,11,9,2,7,3-8	(1,4),5,6,11,9,7,2,3-8	9,2,6,5,4,11,1,7,3-8	9,2,6,5,7,4,(3,11)-1-8			3.0	220	4.0	2-7	450.0	2.0	9=>2=>3	5790.0	9.0
200850041509	ダ	右	1400	晴	稍重	15:55	フォレストステーショ 		2008-4-15	2	園田	1	(馬齢)		11	620	3	11	190	3	4	230	5	4-11	2850	15	4-11	800	11	11-12	370	3	4-12	350	2	11=>4	5350	24	4-11-12	2490	7	125431102796118	12,5,4,3,1,2,10,8,9,(6,7),11	125481311961027	125418116392710			12.0	140	2.0	4-8	950.0	4.0	11=>4=>12	19610.0	73.0
200850041510	ダ	右	1700	晴	稍重	16:25	B3二　4歳以上 		2008-4-15	2	園田	1	(馬齢)		1	740	4	1	1,080	9	10	320	5	1-10	13640	28	1-10	6,420	34	1-7	10,780	41	7-10	1,570	15	1=>10	29530	57	1-7-10	26690	59	17410923568	17410293568	1,7,10,2,5,4,(3,6),9,8	1,7,10,2,5,(3,4),6,9,8			7.0	160	2.0	1-8	6120.0	16.0	1=>10=>7	223560.0	361.0
200850041601	ダ	右	1400	曇	稍重	11:10	F5二　3歳		2008-4-16	2	園田	2	(馬齢)		2	1070	4	2	250	2	5	680	8	2-5	9000	24	2-5	1,720	21	2-4	1,020	11	4-5	1,380	14	2=>5	17510	43	2-4-5	16930	43	27938511064	27938510146	25739481016	2,5,3,(4,7),9,8,10,6,1			4.0	570	7.0	2-5	8220.0	18.0			
200850041602	ダ	右	1400	雨	稍重	11:40	F5一　3歳		2008-4-16	2	園田	2	(馬齢)		9	280	2	9	190	2	4	350	6	4-9	830	3	4-9	330	3	6-9	420	4	4-6	900	12	9=>4	1250	3	4-6-9	1980	5	79615384102	79165384102	7,9,6,1,(3,5),(4,8),2,10	97613452810			6.0	280	4.0	4-8	860.0	2.0			
200850041603	ダ	右	1400	雨	稍重	12:10	D5四　4歳以上		2008-4-16	2	園田	2	(馬齢)		6	110	1	6	100	1	8	140	3	6-8	460	2	6-8	210	3	4-6	190	2	4-8	900	12	6=>8	570	3	4-6-8	1070	6	8-3,5,4,6,2,1,7	8-3,5,4,6,1,2,7	86354127	(6,8),4,5,3,1,2,7			4.0	180	4.0						
200850041604	ダ	右	1400	雨	稍重	12:40	D5三　4歳以上		2008-4-16	2	園田	2	(馬齢)		7	190	1	7	130	1	6	220	4	6-7	250	1	6-7	160	1	7-9	760	11	6-9	1,300	20	7=>6	450	1	6-7-9	2180	9	691243758	691243758	679124358	6,7,9,1,(2,4),5,3,8			9.0	440	7.0	6-7	270.0	1.0			
200850041605	ダ	右	1400	曇	稍重	13:10	D5二　4歳以上		2008-4-16	2	園田	2	(馬齢)		7	190	1	7	130	2	6	240	5	6-7	1970	6	6-7	520	5	2-7	210	2	2-6	1,010	12	7=>6	2010	7	2-6-7	1850	7	528496731	528469731	526894731	526978431			2.0	190	4.0	6-7	1650.0	5.0			
200850041606	ダ	右	1400	曇	稍重	13:40	D5一　4歳以上		2008-4-16	2	園田	2	(馬齢)		5	270	2	5	140	2	2	170	3	2-5	590	3	2-5	310	4	5-7	500	5	2-7	700	12	5=>2	970	5	2-5-7	1470	5	569124387	569124387	596247831	542976831			7.0	240	5.0	2-5	500.0	3.0			
200850041607	ダ	右	1400	曇	稍重	14:10	C2二　4歳以上		2008-4-16	2	園田	2	(馬齢)		3	150	1	3	130	1	6	400	7	3-6	2030	7	3-6	720	9	2-3	230	2	2-6	820	11	3=>6	2510	9	2-3-6	2610	12	43182971056	43182971056	4,3,(1,8),6,2,9,7,10	4361287109			2.0	190	4.0	3-6	2110.0	8.0			
200850041608	ダ	右	1700	曇	稍重	14:40	B2二　4歳以上 		2008-4-16	2	園田	2	(馬齢)		5	700	3	5	140	3	9	210	4	5-9	1590	6	5-9	620	7	3-5	340	4	3-9	540	5	5=>9	2320	9	3-5-9	1840	6	123765984	123756894	231597684	523196784			3.0	100	1.0	5-8	1510.0	6.0	5=>9=>3	11730.0	37.0
200850041609	ダ	右	1400	曇	稍重	15:15	氷ノ山特別 		2008-4-16	2	園田	2	(定量)		6	570	4	6	160	3	9	120	1	6-9	950	5	6-9	320	3	3-6	380	6	3-9	310	2	6=>9	2200	10	3-6-9	1080	2	6,5,9,12,(3,11),8,4,2,1,7,10	6,5,9,12,3,11,(2,8),4,1,7,10	6,12,9,(3,5),11,8,4,(1,2),7,10	612935117428101			3.0	190	4.0	5-7	770.0	4.0	6=>9=>3	6890.0	19.0
200850041701	ダ	右	1400	雨	不良	11:10	F4二　3歳		2008-4-17	2	園田	3	(馬齢)		7	2650	8	7	460	8	9	300	6	7-9	17540	32	7-9	3,840	35	4-7	2,330	24	4-9	770	9	7=>9	29500	58	4-7-9	18450	51	73109526418	73109526418	75103942861	75941023861			4.0	160	2.0	7-8	2530.0	8.0			
200850041702	ダ	右	1400	雨	不良	11:40	F4一　3歳		2008-4-17	2	園田	3	(馬齢)		7	150	1	7	110	1	2	210	5	2-7	1580	5	2-7	630	9	1-7	190	1	1-2	380	4	7=>2	2310	10	1-2-7	1700	5	7,1,3,11,(2,9),5,6,4,10,8	7311195264108	7119152361084	7111295103648			1.0	170	3.0	2-6	1580.0	7.0			
200850041703	ダ	右	1400	雨	不良	12:10	C3二　4歳以上		2008-4-17	2	園田	3	(馬齢)		6	360	1	6	140	3	2	120	1	2-6	1240	6	2-6	350	3	6-8	410	6	2-8	420	7	6=>2	2680	13	2-6-8	1760	6	83416572	83416572	8,3,(1,4),6,5,2,7	8,6,2,1,3,(4,5),7			8.0	140	4.0						
200850041704	ダ	右	1400	曇	不良	12:40	D4四　4歳以上		2008-4-17	2	園田	3	(馬齢)		6	260	2	6	100	1	5	120	2	5-6	250	1	5-6	160	1	6-7	480	7	5-7	250	4	6=>5	570	1	5-6-7	630	3	357698142	357698142	359671842	536791842			7.0	160	4.0	5-6	220.0	1.0			
200850041705	ダ	右	1700	曇	不良	13:10	B1一　4歳以上 		2008-4-17	2	園田	3	(馬齢)		1	120	1	1	140	2	4	110	1	1-4	150	1	1-4	120	1	1-5	160	3	4-5	240	5	1=>4	200	1	1-4-5	350	2	1,4-5,6,3,2	145632	145632	145362											
200850041706	ダ	右	1400	曇	不良	13:40	D4三　4歳以上		2008-4-17	2	園田	3	(馬齢)		2	140	1	2	110	1	5	220	4	2-5	1320	4	2-5	600	6	2-7	570	5	5-7	1,860	16	2=>5	1430	5	2-5-7	2680	10	2,5,7,9,8,6,(3,4),1	257986431	2-5,7,9,4,6,3,(1,8)	2-5,(4,7),(6,9),3,1,8			7.0	260	6.0	2-5	1280.0	4.0			
200850041707	ダ	右	1400	曇	不良	14:10	D4二　4歳以上		2008-4-17	2	園田	3	(馬齢)		9	150	1	9	100	1	5	280	4	5-9	1110	6	5-9	330	6	3-9	230	3	3-5	1,320	19	9=>5	1250	9	3-5-9	2480	8	9,7,(1,4),3,5,8,6	9,7,(1,3,4),5,(6,8)	97354186	97354816			3.0	150	3.0	5-8	910.0	4.0	9=>5=>3	8410.0	29.0
200850042201	ダ	右	1400	晴	良	11:10	F3二　3歳		2008-4-22	2	園田	4	(馬齢)		6	410	3	6	120	4	5	100	1	5-6	420	3	5-6	190	2	2-6	360	5	2-5	230	4	6=>5	740	4	2-5-6	770	4	2,7,1,4,(6,8),3,5	27168435	2,6,(1,5,7),8,3,4	(2,6),(1,5),8,3,7,4			2.0	120	2.0						
200850042202	ダ	右	1400	晴	良	11:40	F3一　3歳		2008-4-22	2	園田	4	(馬齢)		8	140	1	8	120	1	1	290	5	1-8	590	3	1-8	370	3	6-8	540	7	1-6	2,470	21	8=>1	790	3	1-6-8	3470	13	861327549	8,6,1,2,(3,7),5,4,9	8,6,1,2,7,(3,4),5,9	861237459			6.0	650	8.0	1-8	580.0	3.0			
200850042203	ダ	右	1400	晴	良	12:10	D3四　4歳以上		2008-4-22	2	園田	4	(馬齢)		8	270	1	8	130	1	2	130	2	2-8	440	3	2-8	250	2	6-8	2,910	19	2-6	1,890	14	8=>2	850	5	2-6-8	6790	20	829146537	8-2,9,1,4,6,5,3,7	8-2,9,4,1,6,5,7,3	8-2,9,4,1,6,5,7,3			6.0	590	7.0	2-8	200.0	1.0			
200850042401	ダ	右	1400	雨	重	11:10	F1二　3歳		2008-4-24	2	園田	6	(馬齢)		6	130	1	6	110	1	9	110	2	6-9	220	1	6-9	130	1	4-6	180	2	4-9	300	4	6=>9	270	1	4-6-9	440	2	67941023815	6,7,9,4,(2,10),3,8,1,5	67941082513	69741028153			4.0	190	4.0	6-8	150.0	1.0			
200850042402	ダ	右	1400	雨	重	11:45	F1一　3歳		2008-4-24	2	園田	6	(馬齢)		9	180	1	9	100	1	8	120	2	8-9	180	1	8-9	110	1	3-9	280	4	3-8	510	6	9=>8	290	1	3-8-9	650	3	1169385107412	1163958107142	6,9,11,8,3,(5,7),1,10,4,2	9,6,8,(3,11),7,1,5,10,4,2			3.0	210	5.0	7-7	170.0	1.0			
200850042403	ダ	右	1400	雨	重	12:20	D1二　4歳以上		2008-4-24	2	園田	6	(馬齢)		3	230	1	3	120	1	4	200	4	3-4	1120	5	3-4	380	4	3-10	470	6	4-10	1,770	18	3=>4	1640	5	3-4-10	3720	12	51013427869	51013427689	51034127869	(3,10),4,5,1,2,8,6,9,7			10.0	390	7.0	3-4	1110.0	4.0			
200850042404	ダ	右	1400	雨	重	12:55	D1一　4歳以上		2008-4-24	2	園田	6	(馬齢)		10	130	1	10	100	1	5	180	3	5-10	350	2	5-10	240	2	6-10	290	3	5-6	570	7	10=>5	400	2	5-6-10	580	3	10,11,(1,9),6,8,(3,5),7,4	10,11,(1,9),(5,6),8,3,7,4	10,(9,11),5,6,8,1,7,(3,4)	105698111734			6.0	270	5.0	5-8	460.0	3.0			
200850042901	ダ	右	1400	晴	良	11:10	F6二　3歳		2008-4-29	3	園田	1	(馬齢)		9	790	4	9	300	5	8	130	2	8-9	980	3	8-9	390	3	7-9	750	12	7-8	250	2	9=>8	2510	9	7-8-9	1070	3	6,8,9,3,(5,7),1,4,2	689357142	(8,9),6,7,5,4,3,1,2	(8,9),6,7,5,4,(1,3),2			7.0	170	3.0	8-8	1010.0	3.0			
