	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200858050707	ダ	右	1000	晴	良	14:05	フレッシュチャレンジ		2008-5-7	1	札幌(地)	4	(規定)		5	190	1	5	110	1	4	160	4	1.0	130	3.0				4-5	580	2	5=>4	720	2	1-4-5	380	1	5=>4=>1	1810	5			1,4,(3,8),6,5,2-7	1,4,(6,8,5),3-2,7		
200858050708	ダ	右	1700	晴	良	14:40	栄町特別 		2008-5-7	1	札幌(地)	4	100万円以下	(規定)	2	220	1	2	110	1	3	140	2							2-3	350	2	2=>3	510	2	2-3-6	230	1	2=>3=>6	640	1	2,7,6,(1,3,5),4	2,7,(1,6),(3,5),4	2,(7,6),1,3,5,4	2,6,1,(7,3),4,5		
200858050709	ダ	右	1700	晴	良	15:15	3歳　条件		2008-5-7	1	札幌(地)	4	100万円以下	(規定)	3	850	5	3	220	4	9	150	2	7.0	310	6.0	3-8	660.0	4.0	3-9	1210	5	3=>9	2350	11	3-7-9	2070	8	3=>9=>7	17470	56	2,(3,6),(7,9),8,(1,5),4	2,3,6,9,7,(1,8),5,4	(3,6),2,9,7,(8,4),1,5	(3,6),9,(2,8),(7,4),5,1		
200858050710	ダ	右	1700	晴	良	15:55	赤レンガ記念〔H2〕	G	2008-5-7	1	札幌(地)	4	(別定)		5	580	3	5	120	2	6	270	5	2.0	140	3.0	5-6	1160.0	4.0	5-6	2290	7	5=>6	4130	13	2-5-6	4800	13	5=>6=>2	22140	60	4,5,(2,9),(6,8),1,7,11,3	4,2,5,9,1,(6,8),7,3,11	4-2,(5,9),1,(6,8),7,3,11	4,2,(5,9),6,(1,8),7,(3,11)		
200858050711	ダ	右	1000	晴	良	16:30	D1　ー1組		2008-5-7	1	札幌(地)	4	80万円以下	(規定)	6	550	3	6	130	2	2	120	1	7.0	280	7.0	2-6	640.0	2.0	2-6	560	2	6=>2	1240	3	2-6-7	830	2	6=>2=>7	3730	5			6,(2,5),4,8,3,(7,9),1	6,2,(5,4),3,(7,8),1,9		
200858051411	ダ	右	1700	雨	良	16:35	大樹町長杯大樹歴舟川 		2008-5-14	2	札幌(地)	1	130万円以下	(規定)	7	200	1	7	100	1	5	120	2	2.0	120	3.0	5-6	410.0	2.0	5-7	470	2	7=>5	620	2	2-5-7	510	1	7=>5=>2	1580	2	(4,8),5,10,9,7,(2,11),6,3,1	(4,8),5,10,9,2,7,11,6,3,1	8,5,2,10,(4,9),6,7,11,(1,3)	8,(2,5),10,(7,6),(11,9),(1,3),4		
200858052104	ダ	右	1000	曇	重	12:30	3歳　条件		2008-5-21	2	札幌(地)	3	100万円以下	(規定)	5	7210	7	5	880	7	11	180	3	7.0	210	4.0	5-8	10990.0	18.0	5-11	23930	27	5=>11	90930	61	5-7-11	31600	44	5=>11=>7	773870	420			(4,11),10,5,6,(7,12),8,9,2,3,1	(4,11),10,5,6,7,12,8,(2,9),3,1		
200858052105	ダ	右	1000	曇	重	13:05	フレッシュチャレンジ		2008-5-21	2	札幌(地)	3	牝(規定)		7	300	2	7	100	3	3	100	1	6.0	100	2.0	3-7	540.0	2.0	3-7	430	1	7=>3	940	3	3-6-7	320	1	7=>3=>6	1560	3			(3,6,9,7),5,1,8,4	7,(3,6,9),5,1,8,4		
200858052106	ダ	右	1000	曇	稍重	13:40	フレッシュチャレンジ		2008-5-21	2	札幌(地)	3	(規定)		3	690	3	3	150	3	7	100	1	8.0	130	2.0	3-7	390.0	2.0	3-7	990	5	3=>7	2530	10	3-7-8	730	2	3=>7=>8	4780	14			7,(8,9),3,6-(2,5),4,10,1	7,8,(9,3),6-(2,5),(4,10)-1		
200858052107	ダ	右	1700	曇	稍重	14:20	D1　ー1組		2008-5-21	2	札幌(地)	3	80万円以下	(規定)	10	240	1	10	130	2	9	120	1	5.0	740	9.0	8-8	320.0	2.0	9-10	380	2	10=>9	690	3	5-9-10	9870	23	10=>9=>5	37970	89	10,(6,9),4,(1,2,5),(3,8),7	10,9,6,4,(2,5),1,8,3,7	10952643781	10,9,5,2,(6,4,3),1,7,8		
200858052108	ダ	右	1000	曇	稍重	14:55	たきかわ菜の花まつり 		2008-5-21	2	札幌(地)	3	100万円以下	(規定)	3	170	1	3	120	1	10	230	4	9.0	260	5.0	3-7	770.0	3.0	3-10	630	2	3=>10	990	3	3-9-10	1690	6	3=>10=>9	6140	18			3,9,10,(1,13),(7,11),2,12,(4,8),6	3,9,10,(1,13),7,11,2,8,12,(4,6)		
200858052109	ダ	右	1700	曇	稍重	15:30	STVラジオ杯スーパ 		2008-5-21	2	札幌(地)	3	100万円以下	(規定)	1	790	3	1	220	3	9	160	2	12.0	670	7.0	1-7	810.0	2.0	1-9	610	2	1=>9	1690	7	1-9-12	4770	13	1=>9=>12	18230	45	(3,9),12,6,(1,7,11),2,(5,4),10=8	9,(3,12),6,(1,7,11),2,10,(5,4)-8	(9,1),(12,4),(6,10),5,(2,7),3,11,8	(9,1),12,4,(5,6),10,(2,7),11,(3,8)		
200858052110	ダ	右	1700	曇	稍重	16:10	日本軽種馬登録協会特 		2008-5-21	2	札幌(地)	3	200万円以下	(規定)	7	6230	9	7	1,010	7	12	210	3	3.0	390	5.0	5-8	6270.0	17.0	7-12	26710	32	7=>12	72020	73	3-7-12	73800	86	7=>12=>3	1091710	866	1,5,6,(3,7,10,12),13,2,(8,11),4,9	1,5,6,(3,10),12,7,2,13,11,8,4,9	(1,5),12,6,3,7,10,13,(2,11),(8,4),9	(5,12),1,(3,7),6,10,2,11,(13,4),(8,9)		
200858052111	ダ	右	1700	曇	稍重	16:50	メイショウボーラー賞 		2008-5-21	2	札幌(地)	3	(別定)		4	1110	5	4	300	5	5	150	2	6.0	810	7.0	4-5	1370.0	6.0	4-5	1150	4	4=>5	4820	14	4-5-6	10690	24	4=>5=>6	69690	115	(3,6),9,4,2,(5,8),(1,7)	6,3,9,4,(2,8),7,(1,5)	6,3,(4,9),7,5,(2,1),8	6,4,3,9,7,(1,5),2,8		
200858052210	ダ	右	1700	曇	良	16:10	新冠町長杯レ・コード 		2008-5-22	2	札幌(地)	4	450万円以下	(別定)	12	260	2	12	140	1	1	500	7	13	310	5	1-8	6190	16	1-12	7180	20	12=>1	11610	34	1-12-13	49780	92	12=>1=>13	111360	267	3,6,(10,13),4,11,2,9,(1,5),(7,12),8	3,6,(10,13),4,11,(2,9),1,(5,12),7,8	3,(6,13),(11,10,4,9,12),1,2,5,7-8	3,6,(13,9,12),4,1,10,11,5,2,7-8		
