	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200834061808	ダ	右	1000	晴	良	18:05	D2　ー1組		2008-6-18	2	旭川	3	60万円以下	(規定)	5	4340	8	5	820	8	8	200	3	5-8	11510	23	5=>8	19830	43	5-8-12	66830	100	5=>8=>12	1016500	769			8,5,1,(2,10),11,4,(6,12),(3,9),7	8,5,11,(1,10),2,(6,12),(4,9),3,7			12.0	640	7.0	5-6	3290.0	14.0
200834061809	ダ	右	1000	晴	良	18:40	レオニズ特別 		2008-6-18	2	旭川	3	100万円以下	(規定)	2	600	3	2	130	3	5	110	1	2-5	570	2	2=>5	1940	6	2-5-9	630	2	2=>5=>9	5690	16			9,5,(2,6,8),11,10,12,7,4,3,1	9,(2,5),8,7,(6,11),12,4,(10,3),1			9.0	170	4.0	2-5	460.0	3.0
200834061901	ダ	右	1500	曇	良	14:30	2歳　未勝利		2008-6-19	2	旭川	4	(規定)		8	390	2	8	100	2	12	100	1	8-12	180	1	8=>12	1010	4	6-8-12	510	2	8=>12=>6	3200	10	7,11,12,6,(1,3),10,(5,8),4-2	(7,11),(6,12),(1,3),5,(10,8),4-2	(7,11,12,8),6,5,3,1,10,4=2	(7,12),8,6,11,5-3,1,4,10=2			6.0	110	3.0	6-8	150.0	1.0
200834061902	ダ	右	1500	曇	良	14:55	3歳　条件		2008-6-19	2	旭川	4	(規定)		11	270	2	11	110	1	6	380	7	6-11	1390	5	11=>6	2100	7	6-11-12	7260	19	11=>6=>12	15050	39	2,(4,5),11,6,12,(7,8,10),9,1	(2,4),5,11,6,12,7,8,10,9,1	(4,5,11),2,6,(7,12),8,(10,1),9	11,(4,5),6,12,7,(2,8,10,1),9			12.0	350	6.0	5-8	960.0	5.0
200834061903	ダ	右	1000	曇	良	15:25	フレッシュチャレンジ		2008-6-19	2	旭川	4	牝(規定)		1	630	4	1	200	5	6	140	2	1-6	1110	7	1=>6	2780	14	1-4-6	1430	8	1=>6=>4	12000	44			1,(4,6),7,8,2,5,9,10	1,6,4,(7,8),9,2,5-10			4.0	200	4.0	1-6	1210.0	7.0
200834061904	ダ	右	1000	曇	良	15:55	ルーキーチャレンジ競		2008-6-19	2	旭川	4	(規定)		2	130	1	2	100	1	3	110	2	2-3	140	1	2=>3	200	1	2-3-5	480	2	2=>3=>5	820	2			(3,7),(2,4),(5,6),1-8	(3,7),(2,4),5,6,1,8			5.0	190	4.0			
200834061905	ダ	右	1500	曇	良	16:25	3歳　条件		2008-6-19	2	旭川	4	100万円以下	(規定)	4	110	1	4	110	1	1	160	3	1-4	700	4	4=>1	1010	5	1-4-5	1330	6	4=>1=>5	3260	15	2,4,5,(1,6),7,8,3	(2,4)-5,6,7,1,3,8	(2,4),(5,6)-1,7,3,8	4,2,5,6,1-7,(3,8)			5.0	230	5.0			
200834061906	ダ	右	1000	雨	良	17:00	フレッシュチャレンジ		2008-6-19	2	旭川	4	(規定)		6	160	1	6	110	1	8	140	2	6-8	300	1	6=>8	420	1	5-6-8	1940	7	6=>8=>5	3710	10			(5,6,8),10,3,2,4,1,7	(5,6,8),10,3,4,2,1,7			5.0	220	5.0	6-7	360.0	1.0
200834062401	ダ	右	1000	晴	良	15:15	2歳　未勝利		2008-6-24	3	旭川	1	(規定)		9	350	2	9	130	3	6	120	1	6-9	490	2	9=>6	840	3	3-6-9	410	1	9=>6=>3	1370	2			9,1,6,3,(2,8),7,4	9,(1,6),3,7,8,2,4			3.0	130	2.0	6-8	460.0	2.0
200834062402	ダ	右	1000	晴	良	15:50	3歳　条件		2008-6-24	3	旭川	1	(規定)		8	130	1	8	120	1	2	180	4	2-8	720	2	8=>2	840	2	2-8-12	6790	20	8=>2=>12	13300	35			(5,8),12,(1,2),9,6,4,7,11,3,10	(5,8),12,2,(1,7),9,6,11,4,10,3			12.0	650	8.0	2-6	840.0	3.0
200834062403	ダ	右	1000	晴	良	16:25	D2　ー1組		2008-6-24	3	旭川	1	60万円以下	(規定)	2	160	1	2	120	1	4	180	4	2-4	590	3	2=>4	830	4	2-4-5	1850	7	2=>4=>5	6060	17			2,(4,6),(5,7),8,1,3	2,4,6,5,7,(1,8),3			5.0	360	6.0			
200834062404	ダ	右	1000	晴	良	17:00	3歳　条件		2008-6-24	3	旭川	1	100万円以下	(規定)	5	140	1	5	120	1	4	180	3	4-5	150	1	5=>4	300	1	2-4-5	180	1	5=>4=>2	570	1			(4,5),(6,7),2,1,3	(4,5)-2,(6,7),1,3								
200834062405	ダ	右	1500	晴	良	17:35	D2　ー1組		2008-6-24	3	旭川	1	60万円以下	(規定)	4	2150	6	4	350	6	6	210	5	4-6	5010	14	4=>6	16790	33	4-6-8	4560	15	4=>6=>8	40940	104	2,8,5,(6,7),(1,3),4	2,8=5,(6,7),(1,3),4	2,8-4,5,(6,7),3,1	8,2,4-(5,6),7,(1,3)			8.0	120	1.0			
200834062406	ダ	右	1000	晴	良	18:10	D1　ー1組		2008-6-24	3	旭川	1	80万円以下	(規定)	2	140	1	2	100	2	6	100	1	2-6	270	1	2=>6	360	1	2-4-6	430	1	2=>6=>4	940	1			2,6,(3,7),5,1,4,8	26374158			4.0	120	3.0			
200834062407	ダ	右	1500	晴	良	18:45	天秤座特別 		2008-6-24	3	旭川	1	(別定)		8	340	1	8	130	1	1	160	4	1-8	910	5	8=>1	1670	6	1-4-8	680	1	8=>1=>4	4070	7	7,5,2,6,8,(1,4),3	7,5=2,6,(1,8),4,3	7,5-2,1,4,8,6,3	75218463			4.0	130	2.0			
200834062408	ダ	右	1000	晴	良	19:20	アグネスフライト賞		2008-6-24	3	旭川	1	(規定)		1	350	2	1	150	2	5	350	5	1-5	1700	7	1=>5	2940	9	1-2-5	400	2	1=>5=>2	5310	16			1,2,(4,6),5,3	1,2,(4,6),5,3								
200834062409	ダ	右	1600	晴	良	20:00	ザッツザプレンティ賞 		2008-6-24	3	旭川	1	130万円以下	(規定)	2	950	4	2	210	3	8	170	2	2-8	1990	7	2=>8	3660	9	2-8-10	54690	110	2=>8=>10	301700	529	5,3,6,1,4,13,14,8,9,2,7,12,(10,11)	5,3,6,1,4,14,13,8,9,2,(7,12),11,10	(5,3),6,(13,1),14,8,4,9,2,11,(7,12),10	3,5,13,(6,1),8,2,(4,14),9,11,7,12,10			10.0	1,660	12.0	2-5	2100.0	9.0
200834062501	ダ	右	1500	晴	良	14:40	2歳　未勝利		2008-6-25	3	旭川	2	(規定)		5	1030	5	5	460	4	2	190	3	2-5	3620	9	5=>2	5030	16	2-5-8	1720	6	5=>2=>8	21180	59	(2,5,6),8,1,(4,7)	(2,5,6),8,1,(4,7)	5,(2,6,8),(1,4),7	5,8,2,(6,4),1,7								
200834062502	ダ	右	1000	晴	良	15:10	D3　ー2組		2008-6-25	3	旭川	2	40万円以下	(規定)	5	160	1	5	170	2	6	330	4	5-6	880	5	5=>6	910	3	5-6-7	2410	10	5=>6=>7	5330	24			5714362	(5,7),1,4,(3,6)-2								
200834062503	ダ	右	1500	晴	良	15:40	D3　ー2組		2008-6-25	3	旭川	2	40万円以下	(規定)	2	180	1	2	100	1	1	100	2	1-2	140	1	2=>1	260	1	1-2-7	220	1	2=>1=>7	600	1	1,7,3,(2,5),6	1,7,(2,3),5-6	1,7,5,2,3-6	1,5,7,2,3-6								
200834062504	ダ	右	1000	晴	良	16:15	フレッシュチャレンジ		2008-6-25	3	旭川	2	(規定)		5	110	1	5	100	1	8	120	2	5-8	170	1	5=>8	220	1	1-5-8	290	1	5=>8=>1	540	1			5,8,2,3-(4,6),1	5,8,2,3-(4,6),1								
200834062505	ダ	右	1500	晴	良	16:50	ルーキーチャレンジ競		2008-6-25	3	旭川	2	(規定)		7	300	2	7	120	1	8	550	7	7-8	3260	10	7=>8	3570	11	3-7-8	9820	28	7=>8=>3	37400	106	2,3,4,6,(7,9,10),1,8-5	2,3,(4,6),(7,10),9,1,8-5	3,8,(6,10),7,2,1,9,(4,5)	3,(7,8),6,10,1,5,2,9,4			3.0	300	4.0	7-7	3170.0	11.0
200834062506	ダ	右	1000	晴	良	17:25	3歳　条件		2008-6-25	3	旭川	2	100万円以下	(規定)	2	900	5	2	550	5	3	290	2	2-3	1070	5	2=>3	3370	15	2-3-6	5010	19	2=>3=>6	40920	105			2,(1,4),(7,8),3,6	2481376								
200834062507	ダ	右	1500	晴	良	18:00	ウィナーズチャレンジ 		2008-6-25	3	旭川	2	(規定)		1	410	2	1	210	4	4	170	2	1-4	350	1	1=>4	1080	2	1-4-8	970	5	1=>4=>8	3190	6	2,3,5,(4,8),7,1	2,3,5,(4,8),7,1	(2,3),5,8,4,7,1	(2,3),1,(5,8),(4,7)								
200834062508	ダ	右	1500	晴	良	18:35	キタルファ特別 		2008-6-25	3	旭川	2	100万円以下	(規定)	9	280	1	9	120	2	6	100	1	6-9	310	1	9=>6	530	1	6-8-9	440	1	9=>6=>8	1810	1	3,(6,8),5,9,(1,7),4,2	(3,6),8,5,9,1,7,4,2	(3,6,8),(5,9),1,7-4,2	8,(3,6),9,5,(1,7),4,2			8.0	150	4.0	6-8	200.0	1.0
200834062509	ダ	右	1000	晴	良	19:10	スピカ特別 		2008-6-25	3	旭川	2	150万円以下	(馬齢)	9	120	1	9	100	1	4	160	3	4-9	450	2	9=>4	780	3	4-5-9	450	1	9=>4=>5	2010	4			(5,6,9),(1,4,7),8,2,3	(5,6,9),(1,4),7,2,8,3			5.0	110	2.0	4-8	590.0	2.0
200834062510	ダ	右	1600	晴	良	19:50	胆振軽種馬農業協同組 		2008-6-25	3	旭川	2	160万円以下	(規定)	2	780	4	2	140	3	3	120	1	2-3	780	3	2=>3	2150	9	2-3-5	1930	5	2=>3=>5	12750	31	7,9,11,2,5,6,(1,10),3,8,4	7,9,11,2,(5,6),(1,10),3,8,4	9,(5,11),2,(7,6,3),1,8,4,10	(5,2),3,(9,1,11),4,(8,6),10,7			5.0	150	4.0	2-3	840.0	3.0
200834062511	ダ	右	1000	晴	良	20:30	丘のまちびえい特別 		2008-6-25	3	旭川	2	130万円以下	(規定)	5	710	3	5	160	4	3	130	2	3-5	1030	3	5=>3	2850	11	3-5-9	510	1	5=>3=>9	6730	19			5,(2,9),10,3,1,6,4,7-8	52910314678			9.0	120	1.0	3-5	1000.0	4.0
200834062601	ダ	右	1000	晴	良	14:30	3歳　条件		2008-6-26	3	旭川	3	(規定)		2	280	2	2	170	4	3	110	1	2-3	810	3	2=>3	2540	6	2-3-5	2360	5	2=>3=>5	16630	33			(3,6),5,7,4,2,8,1	(3,6),5,2,7,4,1,8			5.0	310	5.0			
200834062602	ダ	右	1000	晴	良	15:00	D3　ー1組		2008-6-26	3	旭川	3	40万円以下	(規定)	6	190	1	6	120	1	5	160	3	5-6	280	1	6=>5	430	1	5-6-8	1630	7	6=>5=>8	4690	14			6,(5,9),(2,8),4,(3,7)-1	6,9,5,(2,8),4,3,7,1			8.0	540	7.0	5-6	240.0	1.0
200834062603	ダ	右	1500	晴	良	15:30	D3　ー1組		2008-6-26	3	旭川	3	40万円以下	(規定)	6	310	2	6	120	2	2	220	5	2-6	700	4	6=>2	1990	7	2-3-6	1180	4	6=>2=>3	5910	17	2,(1,3),6,8,(4,7)	2136874	2,1,(3,6),8,(7,4)	(2,6),3,1,8,4,7			3.0	110	1.0			
200834062604	ダ	右	1000	晴	良	16:00	フレッシュチャレンジ		2008-6-26	3	旭川	3	(規定)		7	100	1	7	110	1	8	130	2	7-8	300	2	7=>8	360	2	4-7-8	770	4	7=>8=>4	1790	8			7,5,8-4,3=1	7,8,5,4,3=1								
200834062605	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2008-6-26	3	旭川	3	牝(規定)		8	120	1	8	120	1	5	450	5	5-8	1990	6	8=>5	1890	6	5-7-8	9550	24	8=>5=>7	23420	52			(3,6,8),2,7,4,5,1	8,(3,6),7,(2,4),5,1			7.0	840	8.0			
200834062606	ダ	右	1000	晴	良	17:00	アタックチャレンジ競		2008-6-26	3	旭川	3	牝(規定)		1	130	1	1	100	1	8	110	2	1-8	180	1	1=>8	250	1	1-6-8	360	1	1=>8=>6	940	1			1,6,8,(3,7),5,4,2	1,6,8,(3,7),4,5,2			6.0	140	3.0			
200834062607	ダ	右	1000	晴	良	17:35	アタックチャレンジ競		2008-6-26	3	旭川	3	(規定)		5	280	1	5	120	1	4	750	8	4-5	5860	17	5=>4	7740	28	4-5-7	22930	43	5=>4=>7	88140	174			5,(7,8),1,3,4,2,6	5,(1,7,8),(4,3),6,2			7.0	190	4.0			
200834062608	ダ	右	1000	晴	良	18:10	ルーキーチャレンジ競		2008-6-26	3	旭川	3	(規定)		5	120	1	5	100	1	3	110	2	3-5	430	2	5=>3	520	2	3-4-5	440	1	5=>3=>4	1390	5			5,6,2,8,(4,7),1,3	5,6,(2,4,8),1,3,7			4.0	120	3.0			
200834062609	ダ	右	1000	晴	良	18:45	ルーキーチャレンジ競		2008-6-26	3	旭川	3	(規定)		8	660	2	8	130	2	2	100	1	2-8	230	1	8=>2	920	4	2-4-8	1510	5	8=>2=>4	9840	29			2,5,8,(4,3,7),6,1,9	(2,8),(4,7),5,(3,6),(1,9)			4.0	540	9.0	2-8	210.0	1.0
200834062610	ダ	右	1600	晴	良	19:20	スウェプトオーヴァー 		2008-6-26	3	旭川	3	200万円以下	(規定)	4	430	2	4	140	2	11	160	3	4-11	960	3	4=>11	1730	5	4-5-11	3420	13	4=>11=>5	11990	36	11,10,8,7,9,2,5,(1,4,6)-3	11,10,8,7,(2,9),5,6,4,1-3	11,(10,8,7,5),2,(4,9),6,1-3	11,(10,5),(8,7),(4,2),9,6,1-3			5.0	360	6.0	4-8	660.0	3.0
200834070101	ダ	右	1000	晴	良	15:45	2歳　未勝利		2008-7-1	3	旭川	4	(規定)		6	160	1	6	110	2	2	130	3	2-6	450	2	6=>2	510	3	2-4-6	260	1	6=>2=>4	870	2			2,6,8,(3,4),5,7,1	2,6,4,(3,8),5,7,1			4.0	110	1.0			
200834070102	ダ	右	1000	晴	良	16:20	3歳　条件		2008-7-1	3	旭川	4	(規定)		6	120	1	6	140	1	4	240	4	4-6	1000	3	6=>4	1590	4	1-4-6	2040	5	6=>4=>1	6830	18			6,(3,4),1,(2,7,5)	6,(3,4),5,1,(2,7)								
200834070103	ダ	右	1000	晴	良	16:55	3歳　条件		2008-7-1	3	旭川	4	(規定)		2	170	1	2	100	1	3	670	6	2-3	1510	5	2=>3	1780	7	2-3-4	860	3	2=>3=>4	2980	8			2,3,7,4,(5,6)-1	2,3,(5,4,7),6-1								
200834070104	ダ	右	1000	晴	良	17:30	フレッシュチャレンジ		2008-7-1	3	旭川	4	(規定)		8	170	1	8	110	2	1	110	1	1-8	380	1	8=>1	600	2	1-5-8	1580	7	8=>1=>5	6090	19			8,7,(6,5),1,9,3,2	87561932			5.0	280	6.0	1-8	380.0	1.0
200834070105	ダ	右	1000	晴	良	18:05	D2　ー1組		2008-7-1	3	旭川	4	60万円以下	(規定)	7	2060	4	7	240	4	1	110	1	1-7	1740	5	7=>1	7030	16	1-5-7	2110	9	7=>1=>5	28410	72			1,7,8,5,9,10,2,(6,4),3	1,7,8,5,9,4,(2,10),6,3			5.0	140	3.0	1-7	340.0	1.0
200834070106	ダ	右	1000	晴	良	18:40	D1　ー1組		2008-7-1	3	旭川	4	80万円以下	(規定)	7	920	4	7	190	4	2	140	2	2-7	2460	8	7=>2	4020	11	2-3-7	9110	26	7=>2=>3	39200	110			4,1,(2,5),6,3,7	(4,1),2,5,6,3,7			3.0	180	3.0			
200834070107	ダ	右	1500	晴	良	19:15	D1　ー1組		2008-7-1	3	旭川	4	80万円以下	(規定)	2	170	1	2	100	1	7	110	2	2-7	550	2	2=>7	770	2	2-7-8	430	1	2=>7=>8	1420	2	7,8,10,2,(1,6),3,5,4,9	(7,8),10,6,2,1,3,5,4,9	7,8,(2,10),(1,6),3,5,4,9	(7,8),2,10,1,3,6,5,4,9			8.0	110	3.0	2-7	200.0	1.0
200834070301	ダ	右	1000	曇	良	14:40	2歳　未勝利		2008-7-3	3	旭川	6	(規定)		2	480	2	2	120	2	1	100	1	1-2	150	1	2=>1	490	2	1-2-5	260	1	2=>1=>5	1160	4			2,(1,7),8,(4,6),5,3	2,(1,7),8,5,4,6,3			5.0	140	4.0			
200834070302	ダ	右	1000	曇	良	15:10	2歳　未勝利		2008-7-3	3	旭川	6	(規定)		4	130	1	4	100	2	6	100	1	4-6	210	1	4=>6	220	1	2-4-6	360	1	4=>6=>2	630	1			(4,6),(2,8),5,3,7,1	4,6,2,8,5,(3,1),7			2.0	200	5.0			
200834070303	ダ	右	1500	曇	良	15:45	3歳　条件		2008-7-3	3	旭川	6	(規定)		3	460	3	3	230	4	7	740	7	3-7	6240	14	3=>7	8540	24	3-7-10	105890	109	3=>7=>10	204670	332	113485612172910	3,11,(4,8),5,6,12,(1,7),2,(9,10)	3,4,11,5,(12,7),6,8,9,10,2,1	3,4,7,(11,5),12,(6,9,10),2,1,8			10.0	740	7.0	3-6	2100.0	11.0
200834070304	ダ	右	1000	曇	良	16:20	フレッシュチャレンジ		2008-7-3	3	旭川	6	(規定)		6	1180	4	6	180	4	4	110	1	4-6	820	3	6=>4	5770	14	1-4-6	1010	4	6=>4=>1	11950	35			(8,6),7,4,3,2,1-5	6,7,8,4,1,3,2-5			1.0	130	3.0			
200834070305	ダ	右	1500	曇	良	16:55	フレッシュチャレンジ		2008-7-3	3	旭川	6	(規定)		1	1930	4	1	250	5	3	120	1	1-3	2730	8	1=>3	6790	22	1-3-9	1440	3	1=>3=>9	16550	47	8,9,(2,3,5),1,10,4,6	(8,9,5),3,2,10,1,4,6	8,5,(3,1),9,2,6,(4,10)	8,(3,1),5,(4,9),6,2,10			9.0	130	3.0	1-3	2920.0	9.0
200834070306	ダ	右	1000	曇	良	17:30	ルーキーチャレンジ競		2008-7-3	3	旭川	6	(規定)		3	320	2	3	100	1	7	110	2	3-7	420	2	3=>7	1180	4	3-5-7	2050	8	3=>7=>5	9700	29			8,7,3,9,(2,5),1,10,(4,6)	(8,7),3,2,5,9,4,1,10,6			5.0	290	6.0	3-7	260.0	1.0
200834070307	ダ	右	1500	曇	良	18:05	3歳　条件		2008-7-3	3	旭川	6	100万円以下	(規定)	4	400	2	4	150	2	9	580	7	4-9	7650	18	4=>9	8780	30	4-8-9	12190	34	4=>9=>8	79980	193	9,2,(3,6),7,1,(5,8),4	9,2,3,6,(1,7,5),8-4	9,2,3,5,(1,7),(6,8),4	9,1,(2,5),8,3,(7,6,4)			8.0	210	4.0	4-8	970.0	5.0
200834070308	ダ	右	1000	曇	良	18:40	アタックチャレンジ競		2008-7-3	3	旭川	6	(規定)		8	160	1	8	100	1	3	100	3	3-8	230	1	8=>3	300	1	3-7-8	360	1	8=>3=>7	870	1			86735241	8,(7,6),3,5,4,2-1			7.0	100	2.0			
200834070801	ダ	右	1000	晴	良	15:15	2歳　未勝利		2008-7-8	4	旭川	1	(規定)		1	390	2	1	180	2	5	570	6	1-5	2040	7	1=>5	2420	10	1-5-6	3740	12	1=>5=>6	20210	62			1,(4,5),3,6-2,7	1,(4,5),3,6-7,2								
200834070802	ダ	右	1000	晴	良	15:50	3歳　条件		2008-7-8	4	旭川	1	(規定)		7	490	3	7	140	3	3	120	1	3-7	330	2	7=>3	890	5	3-6-7	180	1	7=>3=>6	1480	5			7,(3,6),1-2,(4,5)	(7,3,6),1-2,(4,5)								
200834070803	ダ	右	1000	晴	良	16:25	D3　ー2組		2008-7-8	4	旭川	1	40万円以下	(規定)	7	130	1	7	100	1	4	150	3	4-7	240	1	7=>4	340	1	1-4-7	1060	4	7=>4=>1	2040	7			7,(2,6),1,5,4,3	7,(2,6),1,4,5,3								
200834070804	ダ	右	1000	晴	良	17:00	D3　ー2組		2008-7-8	4	旭川	1	40万円以下	(規定)	5	410	2	5	190	3	7	100	1	5-7	290	1	5=>7	1360	5	2-5-7	610	3	5=>7=>2	5360	17			7,5,(2,6),3,1,4	7,5,(2,6),3,1,4								
200834070805	ダ	右	1000	晴	良	17:35	D2　ー1組		2008-7-8	4	旭川	1	60万円以下	(規定)	3	250	2	3	140	2	6	190	3	3-6	1490	3	3=>6	2130	4	3-5-6	3160	7	3=>6=>5	12550	25			32678145	3,2,6,5,(1,4,7),8			5.0	370	5.0			
200834070806	ダ	右	1500	晴	良	18:10	D1　ー1組		2008-7-8	4	旭川	1	80万円以下	(規定)	3	1920	4	3	220	5	7	110	2	3-7	920	2	3=>7	2790	10	3-6-7	520	3	3=>7=>6	6410	19	(3,8),4,1,7,5,(2,6)	(3,8)-4,1,7,5,2,6	38746512	(3,7),4,6,8,5,(1,2)			6.0	100	1.0			
200834070901	ダ	右	1500	曇	良	14:40	2歳　未勝利		2008-7-9	4	旭川	2	(規定)		4	200	1	4	100	1	1	130	2	1-4	230	1	4=>1	410	1	1-3-4	440	1	4=>1=>3	810	1	1,8,4,(2,6),7,3,5	1,(4,8),(2,6),7,3,5	1,4,(6,5),7,8,3,2	(1,4)-(6,5,7),3,8-2			3.0	130	3.0			
200834070902	ダ	右	1000	曇	良	15:10	フレッシュチャレンジ		2008-7-9	4	旭川	2	(規定)		7	160	1	7	120	1	8	190	4	7-8	2410	7	7=>8	2540	8	1-7-8	6080	16	7=>8=>1	30270	72			1,5,(7,8),(2,9),4,6,3	1,(7,8),5,(2,9),6,4,3			1.0	310	6.0	7-8	410.0	2.0
200834070903	ダ	右	1000	曇	良	15:40	ルーキーチャレンジ競		2008-7-9	4	旭川	2	(規定)		5	560	4	5	260	5	4	480	6	4-5	2900	12	5=>4	7760	24	4-5-7	7530	20	5=>4=>7	64130	126			(5,6),(7,8),1,4,(2,3)	(5,6),(7,8),1,4,2,3			7.0	200	3.0			
200834070904	ダ	右	1000	曇	良	16:15	ルーキーチャレンジ競		2008-7-9	4	旭川	2	(規定)		7	210	1	7	120	1	3	240	4	3-7	960	3	7=>3	1180	4	3-4-7	1700	7	7=>3=>4	5240	20			(2,4),7,3,1-6,5	(2,4),7,3,1-(5,6)								
200834070905	ダ	右	1500	曇	良	16:50	D2　ー1組		2008-7-9	4	旭川	2	60万円以下	(規定)	5	2110	4	5	510	5	7	150	2	5-7	2290	8	5=>7	7460	19	4-5-7	15660	27	5=>7=>4	175060	157	3,1,5,2,(4,7),6	3,1,(2,5),4,7,6	3,1,5,(2,4,7),6	3,1,7,(5,6),(2,4)								
200834070906	ダ	右	1000	曇	良	17:25	D3　ー1組		2008-7-9	4	旭川	2	40万円以下	(規定)	4	290	2	4	130	2	1	300	5	1-4	4750	11	4=>1	6040	13	1-4-8	1310	4	4=>1=>8	13200	35			3,4,5,8,1,2,9,(7,6),10	4,3,5,(1,8),2,9,(7,6),10			8.0	110	1.0	1-4	4550.0	12.0
200834070907	ダ	右	1000	曇	良	18:00	3歳　条件		2008-7-9	4	旭川	2	100万円以下	(規定)	1	120	1	1	100	1	2	100	2	1-2	150	1	1=>2	160	1	1-2-4	240	1	1=>2=>4	440	1			1,2,5,6,(3,4),7	1254637								
200834070908	ダ	右	1000	曇	良	18:35	2歳　オープン		2008-7-9	4	旭川	2	(規定)		5	140	1	5	100	1	2	280	4	2-5	660	3	5=>2	810	5	2-4-5	620	3	5=>2=>4	2140	9			(2,5),7,4,1	(2,5),7,4,1								
200834070909	ダ	右	1500	曇	良	19:10	射手座特別 		2008-7-9	4	旭川	2	(別定)		6	130	1	6	100	1	8	290	7	6-8	1000	4	6=>8	1300	4	6-7-8	1960	9	6=>8=>7	6430	21	8,(1,7),5,(2,6),3,4	(8,1),7,5,(2,6),3,4	8,7,1,5,6,(2,3),4	8,7,6,1,4,(3,5),2			7.0	170	4.0			
200834070910	ダ	右	1600	曇	良	19:50	ソメスサドル特別 		2008-7-9	4	旭川	2	130万円以下	(規定)	9	200	1	9	140	2	2	320	5	2-9	1730	6	9=>2	2480	9	2-9-11	17370	42	9=>2=>11	79600	187	11,3,1,4,7,(5,9),10,6,8,2	11,3,(1,4),7,5,(9,10),2,(6,8)	3,11,(1,4,7,9),(10,8),(5,2,6)	(11,3),(1,4,7,9),(5,2,10),8,6			11.0	330	6.0	2-7	1400.0	6.0
200834071001	ダ	右	1000	曇	良	14:40	2歳　未勝利		2008-7-10	4	旭川	3	(規定)		2	390	3	2	190	2	6	300	4	2-6	1170	6	2=>6	1380	7	2-3-6	930	4	2=>6=>3	4510	18			6234751	(2,6),3,4,7,5,1								
200834071002	ダ	右	1000	曇	良	15:15	2歳　未勝利		2008-7-10	4	旭川	3	(規定)		7	160	1	7	110	1	6	160	2	6-7	250	1	7=>6	360	1	4-6-7	2860	12	7=>6=>4	5820	20			(6,7),5,2,1,3,4	(6,7)-5,2,1,3,4								
200834071003	ダ	右	1000	曇	良	15:50	3歳　条件		2008-7-10	4	旭川	3	(規定)		6	140	1	6	100	1	7	130	2	6-7	330	1	6=>7	320	1	1-6-7	1110	5	6=>7=>1	2600	7			1,6,7,(3,5),2,4	1,6,7,(3,5),2,4								
200834071004	ダ	右	1000	曇	良	16:25	フレッシュチャレンジ		2008-7-10	4	旭川	3	牝(規定)		7	120	1	7	100	1	3	150	2	3-7	340	1	7=>3	410	1	3-7-8	530	2	7=>3=>8	1090	2			(2,7),3,(5,8),6-1	(2,7),(3,8),5,6,1								
200834071005	ダ	右	1000	曇	良	17:00	アタックチャレンジ競		2008-7-10	4	旭川	3	(規定)		8	740	3	8	140	3	2	110	1	2-8	850	3	8=>2	3800	11	2-4-8	230	1	8=>2=>4	5120	14			8,4,(2,6),7,(1,3)-5	8,(2,4),6,7,(1,3),5			4.0	110	2.0			
200834071006	ダ	右	1500	曇	良	17:35	ルーキーチャレンジ競		2008-7-10	4	旭川	3	(規定)		7	2100	5	7	160	4	6	100	1	6-7	460	3	7=>6	2630	9	1-6-7	960	5	7=>6=>1	9660	29	1685731029	1,6,8,(5,3),7,10,(2,9)	1,(6,8,7),5,3,10,9,2	(1,6),7,8,5,10,(9,3),2			1.0	140	2.0	6-7	290.0	1.0
200834071007	ダ	右	1500	曇	良	18:10	3歳　条件		2008-7-10	4	旭川	3	100万円以下	(規定)	7	270	2	7	170	1	1	370	7	1-7	6600	22	7=>1	6860	28	1-3-7	6940	24	7=>1=>3	45850	157	1,3,6,7,(5,12),8,2,(4,10),9,11	1,3,6,7,5,12,8,2,(4,10),9,11	1,3,6,7,5,12,2,8,(4,10),11,9	1,(3,6,7),5,(2,8),12,4,11,10,9			3.0	180	3.0	1-6	4570.0	15.0
200834071008	ダ	右	1000	曇	良	18:45	シグナス特別 		2008-7-10	4	旭川	3	100万円以下	(規定)	7	550	2	7	160	2	1	630	6	1-7	12830	16	7=>1	23690	29	1-6-7	4820	11	7=>1=>6	46870	78			(1,3,6),7,2,4-5	(1,3,6,7),4,2,5								
200834071009	ダ	右	1600	曇	良	19:20	楽天競馬特別 		2008-7-10	4	旭川	3	160万円以下	(規定)	2	160	1	2	110	1	6	120	2	2-6	230	1	2=>6	300	1	2-6-11	1310	3	2=>6=>11	3120	5	12,13,11,10,4,7,6,1,2,3,8,(5,9)	12,(13,11),10,4,6,7,1,2,3,8,9,5	(12,11),13,6,10,(4,7,2),(1,3),8-9,5	(12,11),6,2,13,3,10,(7,1),(4,8),9,5			11.0	150	3.0	2-5	200.0	1.0
