	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気
200203020409	芝	右	2000	晴	良	14:10	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	(混)[指](馬齢)	16	1900	5	16	770	9	7	820	10	11	260	3	4-8	17790	32	7-16	58550.0	85.0	7-16	14,880	98.0	11-16	2,810	27.0	7-11	3,990	35.0	7-11-16	116790	223	16-11(5,1)(7,12)-(4,6,9)15,10(2,8,14)-13-3	16-11(5,1)(7,12)(4,6,9)(8,10,15)(2,14)-13,3	16,11(7,1,12)5,9(4,6)(10,15,14)(2,8)-(3,13)	16(7,11)(1,12)(5,9)-(4,6)(2,10,15,14)-(8,3)13	12.7 - 12.0 - 11.8 - 12.9 - 12.9 - 12.5 - 11.9 - 11.6 - 11.9 - 12.5	12.7 - 24.7 - 36.5 - 49.4 - 62.3 - 74.8 - 86.7 - 98.3 - 110.2 - 122.7 (36.5-36.0)	16=>7	119400.0	160.0
200203020410	芝	右	2600	晴	良	14:45	桑折特別 		2002-10-13	2	福島	4	3歳以上500万下	(混)[指](別定)	15	410	1	15	200	1	1	390	7	12	310	6	1-8	2720	12	1-15	5240.0	19.0	1-15	2,040	23.0	12-15	840	9.0	1-12	2,780	31.0	1-12-15	16610	53	(*14,7)(12,16)8,13(2,15)-(1,4)(3,9,6,5)-(10,11)	14(12,7)(16,8)15(2,13)(1,9)(3,6,4)5-10,11	14(7,8,9)(12,16,15)(3,1,6)(2,13)-(11,4)(5,10)	14(12,8,9,15)1(3,7,6)16-11(2,13,10)4,5	13.2 - 11.1 - 12.0 - 12.9 - 13.2 - 12.1 - 12.7 - 12.5 - 12.6 - 12.0 - 11.9 - 12.1 - 12.6	13.2 - 24.3 - 36.3 - 49.2 - 62.4 - 74.5 - 87.2 - 99.7 - 112.3 - 124.3 - 136.2 - 148.3 - 160.9 (36.3-36.6)	15=>1	7560.0	33.0
200203020411	芝	右	1200	晴	良	15:25	ラジオ福島賞 		2002-10-13	2	福島	4	3歳以上1000万下	(混)(特指)(別定)	12	1030	5	12	300	5	15	240	3	8	1,650	14	6-8	1750	10	12-15	2730.0	9.0	12-15	1,180	10.0	8-12	12,000	82.0	8-15	8,190	74.0	8-12-15	111340	230			(1,3,*6)(4,15)(2,16)12(5,8,14)11(10,7,13)9	(1,*3,6)4(15,16)(2,12)(5,8)(10,7,11,14,13)9	12.1 - 10.6 - 10.8 - 11.2 - 11.9 - 12.4	12.1 - 22.7 - 33.5 - 44.7 - 56.6 - 69.0 (33.5-35.5)	12=>15	5910.0	23.0
200203020412	芝	右	1700	晴	良	16:10	秋保特別 		2002-10-13	2	福島	4	3歳以上500万下	[指](別定)	13	2610	11	13	570	11	14	410	7	8	400	6	8-8	11360	30	13-14	10960.0	41.0	13-14	3,310	40.0	8-13	4,520	58.0	8-14	4,210	54.0	8-13-14	79200	209	14(13,8,10)(2,11)(4,6)(9,12)(1,5)(3,7)	14,10,13(8,11)(2,6)(4,9,12)-(1,5)(3,7)	14(10,11)(13,8)(9,6)(2,12)(4,7)(1,5)-3	14(10,11)(13,8)9,6(2,4)(1,7)(5,12,3)	7.1 - 11.0 - 12.1 - 12.2 - 12.1 - 11.7 - 11.6 - 12.2 - 12.8	7.1 - 18.1 - 30.2 - 42.4 - 54.5 - 66.2 - 77.8 - 90.0 - 102.8 (30.2-36.6)	13=>14	25950.0	93.0
200203020501	ダ	右	1000	曇	良	09:55	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(馬齢)	6	640	3	6	240	4	3	750	9	1	110	1	3-5	7010	16	3-6	13770.0	34.0	3-6	3,890	36.0	1-6	410	4.0	1-3	1,660	19.0	1-3-6	9870	35			(*6,10)(3,5,12)(8,9)(1,2,4)7-11	(*6,10)(3,12)5(8,9)1(2,4)7-11	12.6 - 11.1 - 11.7 - 12.3 - 12.7	12.6 - 23.7 - 35.4 - 47.7 - 60.4 (35.4-36.7)	6=>3	33340.0	68.0
200203020502	ダ	右	1700	曇	良	10:20	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(馬齢)	2	3970	10	2	1,470	11	1	1,400	10	11	450	7	1-2	21540	32	1-2	60150.0	66.0	1-2	10,910	64.0	2-11	9,620	61.0	1-11	10,420	62.0	1-2-11	274700	255	11(4,13)-(2,12,9)10(1,6,7)5,8,3	11,4,13(2,12)(1,10,9)7-6,5(3,8)	11(2,4,13,9,7)(1,10,12,3)-(6,5)8	11(2,9)(4,7)(1,10)3-13,6(5,12,8)	6.8 - 11.4 - 11.8 - 12.7 - 13.3 - 12.5 - 12.8 - 12.8 - 13.2	6.8 - 18.2 - 30.0 - 42.7 - 56.0 - 68.5 - 81.3 - 94.1 - 107.3 (30.0-38.8)	2=>1	93700.0	128.0
200203020503	芝	右	1200	曇	良	10:45	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	牝(馬齢)	9	320	1	9	130	1	16	230	4	5	210	3	5-8	450	1	9-16	1560.0	4.0	9-16	550	4.0	5-9	480	3.0	5-16	1,300	13.0	5-9-16	3650	7			16(7,10)(3,5,12)(13,15)(9,14)-(4,8)(1,11)2-6	16(7,10)(3,5)(9,14,12)13,15-(4,8,11)1,2,6	12.2 - 10.7 - 11.3 - 11.4 - 11.8 - 12.8	12.2 - 22.9 - 34.2 - 45.6 - 57.4 - 70.2 (34.2-36.0)	9=>16	2450.0	5.0
200203020504	ダ	右	1000	曇	良	11:15	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(混)(馬齢)	10	390	2	10	150	2	11	130	1	5	420	8	7-8	520	2	10-11	710.0	1.0	10-11	350	2.0	5-10	1,060	15.0	5-11	2,010	29.0	5-10-11	6680	20			11-(10,8)4,7,5,12(1,6)-9-(3,2)	11-10-8,4(5,7)(1,12)6-9,2-3	12.3 - 10.7 - 11.6 - 12.3 - 13.0	12.3 - 23.0 - 34.6 - 46.9 - 59.9 (34.6-36.9)	10=>11	1320.0	2.0
200203020505	芝	右	1800	晴	良	11:45	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	牝(馬齢)	12	440	2	12	150	2	15	140	1	4	220	4	6-8	680	2	12-15	810.0	1.0	12-15	300	1.0	4-12	580	4.0	4-15	690	8.0	4-12-15	2490	3	3(4,5,15,16)(1,8,12)(9,10)(2,6)13(11,7,14)	(*3,5,16)-(4,8,15)(1,12,10)(2,6,9)13,11(7,14)	16(3,5,15)(8,12)(4,10)(1,6,9)(11,2,13)(7,14)	16(5,15,12)(3,8,6)(4,10)(1,2,9)(11,13,14)7	12.5 - 10.8 - 12.6 - 12.3 - 12.6 - 12.2 - 12.1 - 12.2 - 12.2	12.5 - 23.3 - 35.9 - 48.2 - 60.8 - 73.0 - 85.1 - 97.3 - 109.5 (35.9-36.5)	12=>15	1630.0	1.0
200203020506	芝	右	1200	晴	良	12:45	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(馬齢)	3	190	1	3	120	1	7	160	3	4	360	6	2-4	450	1	3-7	550.0	1.0	3-7	260	1.0	3-4	710	8.0	4-7	1,120	13.0	3-4-7	2600	6			(2,*3,8,15)(4,5)(6,7)-(12,13,16)(10,14)11-(1,9)	(2,*3)4,8(15,7)(12,5)-(10,6)13(11,16)(1,9,14)	12.4 - 10.6 - 11.0 - 11.4 - 11.8 - 13.1	12.4 - 23.0 - 34.0 - 45.4 - 57.2 - 70.3 (34.0-36.3)	3=>7	860.0	1.0
200203020507	芝	右	1800	晴	良	13:15	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(混)(馬齢)	6	410	1	6	170	1	2	240	4	11	580	8	1-3	780	2	2-6	1420.0	5.0	2-6	610	5.0	6-11	2,230	26.0	2-11	4,660	50.0	2-6-11	14420	50	(2,*3)(7,8,12)(5,15,16)(6,9)(10,14)(4,13)11,1	(*2,3)(5,7,8)(12,16)6,15,9(4,14)(10,13)11,1	(2,*3)12(5,8,16)-(6,7)(4,15)(10,11,9,14,13)1	(*2,3)(5,12)6(8,16)(10,7)(11,4,15,13)-9,14-1	12.7 - 11.0 - 11.9 - 12.3 - 12.1 - 12.0 - 12.0 - 12.4 - 12.9	12.7 - 23.7 - 35.6 - 47.9 - 60.0 - 72.0 - 84.0 - 96.4 - 109.3 (35.6-37.3)	6=>2	2720.0	7.0
200203020508	ダ	右	1700	晴	良	13:45	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(馬齢)	3	820	3	3	300	5	10	130	1	2	420	8	3-7	1070	4	3-10	1030.0	4.0	3-10	630	6.0	2-3	1,460	20.0	2-10	600	5.0	2-3-10	3430	10	3(5,9,11)(8,10)2(13,12)6(4,1,7)	3,9(5,11)(8,10)(2,13)(6,12)(4,1,7)	3,9(5,11,10)(8,13,12)2,4(6,7)1	3-(9,10)5(2,11,13)(4,12)8-(6,7)-1	7.0 - 11.4 - 12.2 - 13.0 - 13.0 - 12.3 - 12.4 - 12.9 - 13.8	7.0 - 18.4 - 30.6 - 43.6 - 56.6 - 68.9 - 81.3 - 94.2 - 108.0 (30.6-39.1)	3=>10	3440.0	10.0
200203020509	芝	右	2000	晴	良	14:20	3歳未勝利		2002-10-19	2	福島	5	3歳未勝利	(馬齢)	1	3840	13	1	1,410	14	8	1,080	11	11	480	6	1-4	3990	18	1-8	67470.0	107.0	1-8	13,850	111.0	1-11	6,680	74.0	8-11	4,800	54.0	1-8-11	142280	345	5(7,9)=(2,10)14(8,15)1(4,13)16=12-(6,11) 3	5-7,9-(2,10)(8,14)(1,15)(4,13)16-(11,12)-6 3	5-7-(2,10)(1,14)(8,13)(4,15)(11,16,12)-6=9 3	(*5,7)(1,2)(4,8,10)(11,14)(15,13)(6,16,12)=9 3	12.6 - 10.8 - 11.1 - 12.3 - 12.5 - 12.9 - 12.7 - 12.8 - 13.0 - 13.2	12.6 - 23.4 - 34.5 - 46.8 - 59.3 - 72.2 - 84.9 - 97.7 - 110.7 - 123.9 (34.5-39.0)	1=>8	114360.0	210.0
200203020510	芝	右	1800	曇	良	14:55	勿来特別 		2002-10-19	2	福島	5	3歳以上500万下	(別定)	4	2220	10	4	730	10	1	300	5	2	250	4	1-2	980	4	1-4	5780.0	21.0	1-4	1,980	24.0	2-4	1,990	25.0	1-2	880	10.0	1-2-4	12150	37	1(2,9,10)(6,14,15)(4,8,16)(11,12)3,7(5,13)	1,2(6,9,10,15)(8,14,16)(4,11,12)(3,7)5,13	(*1,2)(6,15)(9,16)(4,10,14,12)8(3,11,7)5-13	(*1,2)6(4,15)(9,16,12)3(14,8)(10,11,7)5,13	12.6 - 11.5 - 12.1 - 12.3 - 12.0 - 11.8 - 11.6 - 12.1 - 12.5	12.6 - 24.1 - 36.2 - 48.5 - 60.5 - 72.3 - 83.9 - 96.0 - 108.5 (36.2-36.2)	4=>1	11960.0	46.0
200203020511	ダ	右	1700	曇	良	15:30	飯坂特別 		2002-10-19	2	福島	5	3歳以上1000万下	(混)(ハンデ)	6	450	2	6	200	3	7	210	4	10	310	6	5-5	1720	9	6-7	1610.0	7.0	6-7	580	6.0	6-10	1,320	17.0	7-10	1,480	22.0	6-7-10	7370	27	(*6,2)(1,3,13)(9,7)(8,11)4(5,10,12)	6,2(1,3,13)(9,7,8)11(4,10,12)5	6,2(7,3,13)(1,9,11,8)(4,10)-5,12	6-(7,2)3(13,8)(1,11,10)(9,4)-5,12	7.0 - 11.4 - 12.1 - 12.4 - 12.4 - 12.1 - 12.0 - 12.4 - 13.7	7.0 - 18.4 - 30.5 - 42.9 - 55.3 - 67.4 - 79.4 - 91.8 - 105.5 (30.5-38.1)	6=>7	3210.0	12.0
200203020512	芝	右	1200	曇	良	16:10	喜多方特別 		2002-10-19	2	福島	5	3歳以上500万下	(混)(別定)	1	250	1	1	140	1	12	270	5	2	730	11	1-6	710	2	1-12	1540.0	5.0	1-12	600	4.0	1-2	1,630	18.0	2-12	4,010	42.0	1-2-12	18120	62			(*3,4)(12,14)(2,15)(1,7,9,16)(5,11)(6,8,13)-10	3(4,12)(2,14)(1,7)(5,9,15)(6,11)(8,16)13,10	12.2 - 10.5 - 10.8 - 11.3 - 12.3 - 12.8	12.2 - 22.7 - 33.5 - 44.8 - 57.1 - 69.9 (33.5-36.4)	1=>12	2180.0	5.0
200203020601	ダ	右	1700	曇	稍重	09:55	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	牝[指](馬齢)	2	360	1	2	180	2	1	620	9	5	320	5	1-2	5410	20	1-2	5550.0	25.0	1-2	1,740	25.0	2-5	630	5.0	1-5	5,180	51.0	1-2-5	18190	68	(*2,12)(4,10)-(5,8,11)-(3,7,13)-6(1,9)	(*2,12)-(4,10)(5,11)8(3,7,13)-(1,6)-9	(*2,12)-(10,5,11)-4-(6,13)8(3,1)(9,7)	2-(12,5)-11-10-(4,6,13)-1-9(3,8)7	6.9 - 11.1 - 11.4 - 12.2 - 12.6 - 12.6 - 12.7 - 13.0 - 13.6	6.9 - 18.0 - 29.4 - 41.6 - 54.2 - 66.8 - 79.5 - 92.5 - 106.1 (29.4-39.3)	2=>1	8290.0	34.0
200203020602	芝	右	2000	曇	良	10:20	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	(父)[指](馬齢)	16	590	2	16	230	2	1	1,130	12	2	300	5	1-8	1350	5	1-16	26340.0	60.0	1-16	6,940	62.0	2-16	1,020	12.0	1-2	3,790	40.0	1-2-16	56180	144	14,16-9(1,5)(10,12)(3,6)(13,11)(2,4,8)(15,7)	(*14,16)(1,9,10,12)(5,11)(2,3,6,8)(15,13)(4,7)	(*14,16)-(1,9,11)(10,8)(2,5,15,12,3,6)(4,7)13	(*14,16)-1(2,5)15(4,9)(11,8)(13,3,6)(10,7)12	12.8 - 11.4 - 11.7 - 13.0 - 13.0 - 12.8 - 12.2 - 11.9 - 12.5 - 13.6	12.8 - 24.2 - 35.9 - 48.9 - 61.9 - 74.7 - 86.9 - 98.8 - 111.3 - 124.9 (35.9-38.0)	16=>1	45760.0	110.0
200203020603	ダ	右	1000	曇	稍重	10:50	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	[指](馬齢)	4	240	1	4	120	1	2	180	4	3	230	5	2-4	550	2	2-4	610.0	2.0	2-4	270	2.0	3-4	430	5.0	2-3	880	12.0	2-3-4	1840	4			(1,2,*4,10)6(3,7,8)11,12=5-9	(1,2,*4)-(3,10)(7,6)(12,8)11-5=9	12.4 - 10.7 - 11.5 - 12.2 - 13.1	12.4 - 23.1 - 34.6 - 46.8 - 59.9 (34.6-36.8)	4=>2	800.0	2.0
200203020604	芝	右	1200	曇	良	11:15	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	[指](馬齢)	7	490	3	7	180	3	12	120	1	3	290	5	4-6	810	2	7-12	820.0	2.0	7-12	340	1.0	3-7	1,070	14.0	3-12	860	11.0	3-7-12	3480	8			(3,*4,11)(1,6,12,13)15(5,7,10)16(2,9)-(8,14)	(*3,4)(1,6,12,15)(7,11)5(2,10)16(13,9,14)8	12.4 - 10.7 - 11.3 - 11.6 - 12.4 - 12.7	12.4 - 23.1 - 34.4 - 46.0 - 58.4 - 71.1 (34.4-36.7)	7=>12	1850.0	5.0
200203020605	芝	右	1000	曇	良	11:40	2歳新馬		2002-10-20	2	福島	6	2歳新馬	[指](馬齢)	2	290	1	2	110	1	1	150	4	4	120	2	1-2	500	1													1-2-4	590	1			1(3,4)(2,5)-8=7 6	1(2,3,4)5,8=7 6	12.7 - 10.9 - 11.3 - 11.9 - 12.7	12.7 - 23.6 - 34.9 - 46.8 - 59.5 (34.9-35.9)	2=>1	960.0	1.0
200203020606	芝	右	1800	曇	良	12:35	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	[指](馬齢)	10	2220	8	10	430	7	12	170	2	6	250	4	5-6	4150	19	10-12	5320.0	19.0	10-12	1,500	17.0	6-10	2,700	30.0	6-12	750	7.0	6-10-12	14070	46	8(9,15,16)-(3,6,10)-(12,14)(5,11,13)-(2,1,4)-7	8(9,15)16,3,6,10(5,12)(11,14)13-(2,1,4)-7	(*8,16)(3,15,6,10)(5,11,12,14)-(13,4)1(2,9,7)	(*8,16)(3,6,10)(5,12)-(13,11,14)(15,4)(1,2)7=9	12.7 - 11.1 - 12.0 - 12.4 - 12.7 - 12.3 - 12.3 - 12.5 - 13.1	12.7 - 23.8 - 35.8 - 48.2 - 60.9 - 73.2 - 85.5 - 98.0 - 111.1 (35.8-37.9)	10=>12	16340.0	50.0
200203020607	ダ	右	1700	曇	稍重	13:05	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	(混)[指](馬齢)	2	970	3	2	290	4	3	280	3	10	450	7	2-3	3450	11	2-3	2980.0	8.0	2-3	710	7.0	2-10	1,160	13.0	3-10	1,580	22.0	2-3-10	7410	22	(*6,10,11,12)(7,8)-(1,9)(2,4,5)(3,13)	(*6,10)(11,12)(7,8)-1-9(2,4,5)(3,13)	6(10,11,12)7-(1,8)(9,2)3-(4,5)13	(*6,11)(7,10,12)(1,2)(9,8,3)-4,13-5	7.0 - 11.4 - 11.9 - 12.4 - 12.6 - 12.3 - 12.9 - 13.1 - 13.7	7.0 - 18.4 - 30.3 - 42.7 - 55.3 - 67.6 - 80.5 - 93.6 - 107.3 (30.3-39.7)	2=>3	6280.0	16.0
200203020608	芝	右	1200	曇	良	13:35	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	(混)[指](馬齢)	7	1130	5	7	320	7	10	300	4	11	190	2	4-6	1370	6	7-10	6120.0	25.0	7-10	1,320	15.0	7-11	740	5.0	10-11	840	7.0	7-10-11	7030	19			(*2,8)(3,11)(1,9,15)14(12,13,7)(4,5,6,10)	(*2,8)11(3,9)(1,15)(12,14,7)(4,13,10)(5,6)	12.4 - 10.8 - 11.2 - 11.5 - 12.4 - 13.2	12.4 - 23.2 - 34.4 - 45.9 - 58.3 - 71.5 (34.4-37.1)	7=>10	11690.0	48.0
200203020609	芝	右	2000	曇	良	14:10	3歳未勝利		2002-10-20	2	福島	6	3歳未勝利	(混)[指](馬齢)	7	910	5	7	310	6	5	150	1	10	1,170	12	3-4	620	2	5-7	1340.0	3.0	5-7	630	4.0	7-10	9,650	85.0	5-10	4,490	52.0	5-7-10	62300	170	3,4(2,6)(5,8)(7,11)(1,9,16,15)(10,12,13)14	3,4(2,6,11)(5,8)7(16,15)(1,9)(10,12,13)-14	3(5,4)(6,8)(7,11,15)(2,9)(1,13)(10,16,12)14	(*3,5)7(2,9,4)6(1,8,15)(10,13)-12(16,11,14)	12.7 - 11.6 - 11.9 - 13.1 - 12.8 - 12.4 - 12.2 - 12.3 - 12.6 - 12.8	12.7 - 24.3 - 36.2 - 49.3 - 62.1 - 74.5 - 86.7 - 99.0 - 111.6 - 124.4 (36.2-37.7)	7=>5	3760.0	11.0
200203020610	芝	右	1700	曇	良	14:45	きんもくせい特別 		2002-10-20	2	福島	6	2歳500万下	(混)(特指)(馬齢)	9	480	3	9	220	3	1	150	2	7	310	6	1-8	680	2	1-9	830.0	2.0	1-9	380	3.0	7-9	960	16.0	1-7	700	10.0	1-7-9	2120	6	(*1,7)9,2(3,6)(4,5,8)10	1(9,7)2(3,6)(5,8)4-10	(*1,7)(9,2,6)(3,4,5,8)-10	(*1,7)(9,2,6)(3,4,8)5,10	7.2 - 11.1 - 12.5 - 12.9 - 12.8 - 12.3 - 11.8 - 12.1 - 12.3	7.2 - 18.3 - 30.8 - 43.7 - 56.5 - 68.8 - 80.6 - 92.7 - 105.0 (30.8-36.2)	9=>1	1950.0	6.0
200203020611	芝	右	1800	小雨	良	15:25	カブトヤマ記念	G3	2002-10-20	2	福島	6	3歳以上オープン	(父)(特指)(ハンデ)	9	1090	6	9	410	7	12	1,210	14	14	660	10	6-7	3350	16	9-12	33580.0	80.0	9-12	7,240	78.0	9-14	3,510	52.0	12-14	9,430	84.0	9-12-14	172300	318	(*3,8)11(1,4,12,14)(5,7)(2,6,10)(9,13)	3(8,11)(1,12)(4,14)(2,5)(7,10)(6,13)9	(*3,8,11)(1,12)(4,14)(2,9,13,5)(6,7,10)	(*3,8)(1,11,12)(9,4)(2,13)(5,14)(6,10)7	12.9 - 11.2 - 12.2 - 12.2 - 12.2 - 11.8 - 11.8 - 12.2 - 12.8	12.9 - 24.1 - 36.3 - 48.5 - 60.7 - 72.5 - 84.3 - 96.5 - 109.3 (36.3-36.8)	9=>12	62010.0	156.0
200203020612	ダ	右	1700	小雨	稍重	16:10	飯盛山特別 		2002-10-20	2	福島	6	3歳以上500万下	[指](別定)	13	1370	6	13	250	5	9	140	2	1	180	3	6-8	920	2	9-13	1500.0	6.0	9-13	580	6.0	1-13	1,050	13.0	1-9	460	4.0	1-9-13	3160	8	(*3,5)(1,7,8)9(2,4,12)(6,10)11,13	(*3,5)1,7(8,9)(2,4)12,10,6-11,13	(3,*5,9)10(1,7)(2,4)(6,12)(8,13)-11	(3,5,*9,10)(1,4)(2,7)(6,13)12-8,11	7.0 - 11.1 - 11.4 - 12.2 - 12.7 - 12.6 - 12.4 - 12.8 - 12.9	7.0 - 18.1 - 29.5 - 41.7 - 54.4 - 67.0 - 79.4 - 92.2 - 105.1 (29.5-38.1)	13=>9	4060.0	15.0
200203020701	芝	右	1200	晴	良	09:55	2歳未勝利		2002-10-26	2	福島	7	2歳未勝利	[指](馬齢)	11	1510	6	11	610	6	9	210	2	3	820	10	5-6	570	2	9-11	2980.0	10.0	9-11	960	8.0	3-11	4,680	48.0	3-9	1,470	14.0	3-9-11	27300	85			9,11,3(4,16)(7,12,14)(15,13)(1,10)(2,5,8)=6	(*9,11)(3,4)(7,16)(12,14)(1,10)13,15-(2,8)(5,6)	12.2 - 10.5 - 11.2 - 11.7 - 12.3 - 12.8	12.2 - 22.7 - 33.9 - 45.6 - 57.9 - 70.7 (33.9-36.8)	11=>9	10140.0	29.0
200203020702	ダ	右	1000	曇	良	10:20	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	牝[指](馬齢)	2	740	4	2	200	4	1	250	5	4	160	1	1-2	2320	14	1-2	2020.0	7.0	1-2	680	7.0	2-4	430	2.0	1-4	1,150	18.0	1-2-4	3140	7			(*2,5)(1,7)9(6,12)-(3,4,10,11)-8	2-(1,5)7(6,9)(3,12)-(4,10)(8,11)	12.3 - 10.8 - 11.5 - 12.0 - 12.9	12.3 - 23.1 - 34.6 - 46.6 - 59.5 (34.6-36.4)	2=>1	4070.0	15.0
200203020703	ダ	右	1700	曇	良	10:45	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	[指](馬齢)	8	530	2	8	120	2	13	100	1	2	250	5	6-8	220	1	8-13	270.0	1.0	8-13	130	1.0	2-8	630	9.0	2-13	390	5.0	2-8-13	800	1	8(6,13)(2,7)(3,4,11,12)-1-9(5,10)	8(6,13)(2,7)(3,11)4(1,12)-9-10,5	8,13-2-(6,7)(3,11)-(1,4)9(12,10)5	8,13=2-(6,7)3,11(1,4)9,10-(12,5)	7.0 - 11.4 - 11.7 - 12.4 - 12.8 - 12.6 - 12.4 - 12.5 - 13.5	7.0 - 18.4 - 30.1 - 42.5 - 55.3 - 67.9 - 80.3 - 92.8 - 106.3 (30.1-38.4)	8=>13	930.0	2.0
200203020704	芝	右	1200	曇	良	11:15	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	牝[指](馬齢)	4	990	5	4	390	7	3	190	3	8	170	2	2-2	3350	14	3-4	3420.0	15.0	3-4	1,370	18.0	4-8	1,170	16.0	3-8	630	5.0	3-4-8	4400	10			7,16-6,8,3(4,9,11)(14,15)(1,2,5,12)(10,13)	7,16-(6,8)(4,3)1(10,2,9)13,5(11,15)(12,14)	12.2 - 10.6 - 11.1 - 11.4 - 12.3 - 12.8	12.2 - 22.8 - 33.9 - 45.3 - 57.6 - 70.4 (33.9-36.5)	4=>3	7320.0	31.0
200203020705	ダ	右	1700	曇	良	11:45	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	[指](馬齢)	3	800	5	3	240	4	4	410	7	2	150	1	3-4	5130	22	3-4	5710.0	23.0	3-4	1,410	18.0	2-3	420	4.0	2-4	890	11.0	2-3-4	4650	16	(*5,12)-(4,8)(11,9)(3,13)(7,6)1,2-10	5,12-8(4,11)(3,9)(7,6)13(1,2)-10	5(8,11,2)(4,3,9,13)-(7,6)10-12,1	5-8,2(4,11)3,7(13,10)(6,9)-1=12	7.1 - 11.2 - 11.4 - 12.5 - 13.4 - 12.7 - 12.7 - 13.1 - 13.8	7.1 - 18.3 - 29.7 - 42.2 - 55.6 - 68.3 - 81.0 - 94.1 - 107.9 (29.7-39.6)	3=>4	11340.0	41.0
200203020706	ダ	右	1000	曇	良	12:45	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	[指](馬齢)	2	280	1	2	150	2	4	290	6	3	140	1	2-4	2810	12	2-4	1940.0	7.0	2-4	610	6.0	2-3	290	1.0	3-4	620	7.0	2-3-4	2700	3			(*3,4)(2,11)(6,12)(1,7)(5,10,9)8	3,4(2,11)(6,12)1(5,7)(8,9)10	12.6 - 11.0 - 11.8 - 12.0 - 12.6	12.6 - 23.6 - 35.4 - 47.4 - 60.0 (35.4-36.4)	2=>4	3480.0	10.0
200203020707	芝	右	1800	曇	良	13:15	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	(混)[指](馬齢)	9	660	2	9	170	2	4	100	1	14	490	10	2-5	390	1	4-9	480.0	1.0	4-9	200	1.0	9-14	1,030	11.0	4-14	630	7.0	4-9-14	2360	5	(*9,11,14)(1,16)(2,7)8(3,6,12)10(15,13)4-5	(*9,11)(1,14)16(2,7)(3,6,8)12(4,10)13-(5,15)	(*9,11,14)16(1,7)(3,8)(6,12)(2,4)13(5,10)-15	9(11,14)16(1,7,4)(3,8)(2,6,12)(13,5)=10=15	12.7 - 11.2 - 12.5 - 13.3 - 12.9 - 12.3 - 11.6 - 12.0 - 12.0	12.7 - 23.9 - 36.4 - 49.7 - 62.6 - 74.9 - 86.5 - 98.5 - 110.5 (36.4-35.6)	9=>4	1530.0	3.0
200203020708	ダ	右	1700	曇	良	13:45	3歳未勝利		2002-10-26	2	福島	7	3歳未勝利	[指](馬齢)	6	660	2	6	220	3	12	170	1	5	260	6	5-8	730	2	6-12	1210.0	2.0	6-12	460	2.0	5-6	1,120	13.0	5-12	600	5.0	5-6-12	3230	6	(*6,9,3)-11(2,8,10)(4,7,12)1-5-13	6(9,3)-(11,8,10)(2,1,12)7,4,5-13	(*6,12)3(11,10)(9,1)(5,8)(2,7)-13,4	(*6,12)-11-10(9,3,5)1(2,8)(4,7)13	7.0 - 11.2 - 11.3 - 12.6 - 13.0 - 12.4 - 12.4 - 13.0 - 14.0	7.0 - 18.2 - 29.5 - 42.1 - 55.1 - 67.5 - 79.9 - 92.9 - 106.9 (29.5-39.4)	6=>12	2850.0	7.0
