	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204020802	ダ	左	1800	晴	良	10:25	3歳未勝利		2002-8-4	2	新潟	8	3歳未勝利	(混)[指](馬齢)	2	650	4	2	150	4	5	130	3	12.0	120	1.0	2-4	860	4	2-5	770.0	3.0	2-5	260	3.0	2-12	280	4.0	5-12	200	1.0	(11,*14)(4,13)(2,3,12)(5,6,7,10)(1,8)9	14(11,4)13(2,3,12)(5,6)10(1,8,7)=9	14(11,5,4)(2,13,12)-(3,10)8(1,6)7=9	(*14,5)11(4,12)2,13-10,3-8,1-6,7=9	13.0 - 11.6 - 12.7 - 13.1 - 13.1 - 12.8 - 13.2 - 13.4 - 13.9	13.0 - 24.6 - 37.3 - 50.4 - 63.5 - 76.3 - 89.5 - 102.9 - 116.8 (37.3-40.5)	2=>5	1780.0	8.0	2-5-12	760.0	2.0
200204020803	芝	左	1200	晴	良	10:50	3歳未勝利		2002-8-4	2	新潟	8	3歳未勝利	[指](馬齢)	9	380	2	9	150	1	14	170	2	10.0	230	5.0	5-7	650	2	9-14	1200.0	3.0	9-14	480	4.0	9-10	530	5.0	10-14	700	8.0			1,14,10,12(7,11)(6,9,13)-16(8,2)15-4-3-5	1,14(10,12)(7,11)(6,9,13)16-(8,2,15)-4,3=5	11.8 - 10.2 - 11.0 - 11.7 - 12.1 - 12.4	11.8 - 22.0 - 33.0 - 44.7 - 56.8 - 69.2 (33.0-36.2)	9=>14	2260.0	5.0	9-10-14	3120.0	8.0
200204020804	芝	左	2000	晴	良	11:20	3歳未勝利		2002-8-4	2	新潟	8	3歳未勝利	(混)[指](馬齢)	8	610	3	8	210	4	13	140	2	12.0	320	6.0	5-7	790	4	8-13	1010.0	4.0	8-13	450	4.0	8-12	1,390	15.0	12-13	690	8.0	(1,*13)(5,7)9,6(2,12)4(8,15)(3,10,11)-14	1(5,13)(7,9)(6,12)(2,4)(8,15)(3,10,11)14	(*1,13)9,5,12,7(4,15)(6,8,11)(2,10)(3,14)	(*1,13)(5,9)12-(7,4,15)11(6,8)10,2,14,3	12.3 - 11.4 - 12.1 - 13.0 - 13.2 - 12.7 - 12.4 - 11.7 - 12.0 - 12.1	12.3 - 23.7 - 35.8 - 48.8 - 62.0 - 74.7 - 87.1 - 98.8 - 110.8 - 122.9 (35.8-35.8)	8=>13	2560.0	11.0	8-12-13	3720.0	12.0
200204020805	芝	左	1600	晴	良	11:50	3歳未勝利		2002-8-4	2	新潟	8	3歳未勝利	[指](馬齢)	11	220	1	11	120	1	15	320	5	7.0	210	4.0	6-8	1080	4	11-15	1170.0	4.0	11-15	530	4.0	7-11	390	3.0	7-15	1,530	17.0			3,12,13(1,2)(9,14)(5,8)7(11,15)-(6,16)(4,10)	3,12(1,13)2(5,14)8(11,9,7,15)(6,16,10)4	12.4 - 10.9 - 11.8 - 12.3 - 12.3 - 11.9 - 11.2 - 12.3	12.4 - 23.3 - 35.1 - 47.4 - 59.7 - 71.6 - 82.8 - 95.1 (35.1-35.4)	11=>15	1740.0	5.0	7-11-15	3650.0	7.0
200204020806	芝	左	1400	晴	良	12:50	2歳新馬		2002-8-4	2	新潟	8	2歳新馬	(混)[指](馬齢)	5	600	4	5	200	4	12	170	2	13.0	170	3.0	4-7	540	2	5-12	1290.0	5.0	5-12	450	5.0	5-13	520	7.0	12-13	390	4.0			5,12(9,13)14(2,11)10(7,6)8,4-3,1	(*5,12)13(9,14,11)2(7,10)8,6-4-3,1	12.6 - 10.6 - 11.1 - 12.2 - 11.8 - 12.1 - 12.2	12.6 - 23.2 - 34.3 - 46.5 - 58.3 - 70.4 - 82.6 (34.3-36.1)	5=>12	2860.0	11.0	5-12-13	1880.0	4.0
200204020807	ダ	左	1200	晴	良	13:20	3歳以上500万下		2002-8-4	2	新潟	8	3歳以上500万下	[指](別定)	4	270	1	4	130	1	13	190	3	10.0	160	2.0	3-8	440	1	4-13	1140.0	3.0	4-13	430	3.0	4-10	270	1.0	10-13	590	5.0			14(13,12)(4,8)9,2(1,10)(7,5)11-3-6	14(13,12)-(4,8)(2,9)(1,10)7,11(3,5)-6	12.1 - 11.2 - 11.3 - 12.2 - 12.6 - 13.3	12.1 - 23.3 - 34.6 - 46.8 - 59.4 - 72.7 (34.6-38.1)	4=>13	1690.0	3.0	4-10-13	1600.0	1.0
200204020808	ダ	左	1800	晴	良	13:50	3歳以上500万下		2002-8-4	2	新潟	8	3歳以上500万下	[指](別定)	10	620	2	10	180	2	4	110	1	8.0	600	10.0	3-6	460	1	4-10	680.0	2.0	4-10	300	2.0	8-10	2,550	31.0	4-8	890	8.0	3,10(4,8,9)(2,7,14)6-(5,13)-(1,12)-11	3(4,10)(8,9)(2,14)7,6(5,13)-1,12-11	(*3,10)(4,8,9)(2,7,6,14)(1,5,13)-12,11	(3,*10)(4,8,9)(2,7,6,14)(1,5,13)12-11	13.0 - 11.6 - 12.7 - 13.6 - 13.0 - 13.0 - 13.1 - 12.0 - 12.5	13.0 - 24.6 - 37.3 - 50.9 - 63.9 - 76.9 - 90.0 - 102.0 - 114.5 (37.3-37.6)	10=>4	1910.0	5.0	4-8-10	4540.0	15.0
200204020809	芝	左	2000	晴	良	14:25	信濃川特別 		2002-8-4	2	新潟	8	3歳以上1000万下	(混)(特指)(別定)	5	200	1	5	110	1	2	140	2	7.0	820	8.0	2-5	340	1	2-5	350.0	1.0	2-5	190	1.0	5-7	2,200	20.0	2-7	2,610	25.0			2,8,9(1,3,5,6)4-7	2(8,9)(1,3,5,6,4)-7	13.2 - 11.1 - 11.7 - 12.1 - 12.1 - 12.5 - 11.7 - 11.1 - 11.3 - 12.4	13.2 - 24.3 - 36.0 - 48.1 - 60.2 - 72.7 - 84.4 - 95.5 - 106.8 - 119.2 (36.0-34.8)	5=>2	640.0	1.0	2-5-7	7170.0	21.0
200204020810	芝	左	1600	晴	良	15:00	相川特別 		2002-8-4	2	新潟	8	3歳以上500万下	(混)(特指)(別定)	9	190	1	9	110	1	5	220	4	14.0	370	5.0	3-5	740	3	5-9	830.0	3.0	5-9	380	3.0	9-14	730	7.0	5-14	2,030	23.0			13,16(1,7)-(5,8,14)(9,10)12(6,4,11)-2,15-3	(*13,16)(1,7)-5,8(9,14)-10,12,11=4,2,3,15 6	12.5 - 10.4 - 11.5 - 12.0 - 11.9 - 11.6 - 11.2 - 12.1	12.5 - 22.9 - 34.4 - 46.4 - 58.3 - 69.9 - 81.1 - 93.2 (34.4-34.9)	9=>5	1180.0	3.0	5-9-14	4660.0	14.0
200204020811	ダ	左	1800	晴	良	15:35	関越ステークス 		2002-8-4	2	新潟	8	3歳以上オープン	(混)[指](ハンデ)	5	1150	8	5	250	5	7	380	8	13.0	200	2.0	4-5	1600	8	5-7	4510.0	25.0	5-7	1,640	26.0	5-13	950	12.0	7-13	1,530	23.0	6,9(3,5,13)(7,10)(4,11)(8,12)(2,1)	6-9(3,5,13)(4,10)(8,7,11)12(2,1)	6-9(3,13)(4,5)10(8,12,11)(2,1)-7	6(3,9,13)(4,5)-(8,10)(12,11)(2,1)-7	12.8 - 11.1 - 12.1 - 12.5 - 12.3 - 12.2 - 12.8 - 12.7 - 13.2	12.8 - 23.9 - 36.0 - 48.5 - 60.8 - 73.0 - 85.8 - 98.5 - 111.7 (36.0-38.7)	5=>7	10390.0	55.0	5-7-13	12420.0	53.0
200204020812	芝	直	1000	晴	良	16:15	3歳以上500万下		2002-8-4	2	新潟	8	3歳以上500万下	(混)[指](別定)	15	690	3	15	180	3	6	110	1	2.0	340	6.0	3-8	530	2	6-15	610.0	2.0	6-15	300	2.0	2-15	1,310	14.0	2-6	640	6.0					12.1 - 10.2 - 10.5 - 10.7 - 12.0	12.1 - 22.3 - 32.8 - 43.5 - 55.5 (32.8-33.2)	15=>6	1990.0	7.0	2-6-15	2950.0	6.0
200204030101	ダ	左	1800	晴	良	10:00	3歳未勝利		2002-8-10	3	新潟	1	3歳未勝利	牝[指](馬齢)	3	12160	13	3	2,380	13	14	200	2	10.0	1,210	9.0	3-8	2500	7	3-14	22300.0	36.0	3-14	3,810	30.0	3-10	26,280	79.0	10-14	3,130	23.0	11(14,12)(1,2,13)8(3,5,9,7,10)(4,6)	11(14,12)(1,2,13)(3,5,7,8)9(4,10)-6	(*11,14)(12,10)(1,7)(2,13)3,5,8(4,9)-6	(*11,14)10(7,12)1(3,2,13)5(4,9)8-6	12.9 - 11.7 - 12.8 - 13.2 - 13.1 - 13.0 - 12.8 - 13.4 - 13.8	12.9 - 24.6 - 37.4 - 50.6 - 63.7 - 76.7 - 89.5 - 102.9 - 116.7 (37.4-40.0)	3=>14	93990.0	97.0	3-10-14	111980.0	146.0
200204030102	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-8-10	3	新潟	1	3歳未勝利	[指](馬齢)	1	1700	6	1	440	6	10	270	4	8.0	3,020	12.0	1-6	4960	13	1-10	3790.0	15.0	1-10	1,340	14.0	1-8	23,310	66.0	8-10	14,250	57.0			6(1,4,7)(11,12)(2,10)14(3,13)-8(5,9)	(*6,4)(1,7,12)11(2,10)-(3,13,14)-8(5,9)	12.3 - 11.0 - 11.4 - 12.3 - 12.8 - 13.7	12.3 - 23.3 - 34.7 - 47.0 - 59.8 - 73.5 (34.7-38.8)	1=>10	10050.0	34.0	1-8-10	161170.0	168.0
200204030103	芝	左	1600	晴	良	10:50	3歳未勝利		2002-8-10	3	新潟	1	3歳未勝利	[指](馬齢)	5	210	1	5	120	1	6	220	4	10.0	140	2.0	3-3	1490	7	5-6	1440.0	4.0	5-6	500	4.0	5-10	190	1.0	6-10	680	6.0			(9,*8)(3,10)(1,4,12,13)(2,15,16)(5,14)11(7,6)	(9,*8)(3,10)(4,12,13)(1,15,16)(2,5,14)11(7,6)	12.6 - 11.0 - 11.8 - 12.0 - 12.1 - 11.8 - 11.3 - 12.3	12.6 - 23.6 - 35.4 - 47.4 - 59.5 - 71.3 - 82.6 - 94.9 (35.4-35.4)	5=>6	1950.0	5.0	5-6-10	1620.0	2.0
200204030104	芝	左	1200	晴	良	11:20	3歳未勝利		2002-8-10	3	新潟	1	3歳未勝利	(混)[指](馬齢)	7	230	1	7	140	2	5	230	5	16.0	580	7.0	3-4	1040	4	5-7	1090.0	5.0	5-7	530	5.0	7-16	1,180	12.0	5-16	3,390	24.0			(*7,10)14(2,13)(5,11)(1,3,9)(16,15)(6,8)12-4	(*7,10)14(2,13,11)5(1,3,9)-(16,15)(6,8,12)-4	12.2 - 10.7 - 11.2 - 11.6 - 11.8 - 11.8	12.2 - 22.9 - 34.1 - 45.7 - 57.5 - 69.3 (34.1-35.2)	7=>5	1590.0	5.0	5-7-16	9030.0	26.0
200204030105	芝	左	1200	晴	良	11:50	2歳新馬		2002-8-10	3	新潟	1	2歳新馬	牝[指](馬齢)	16	440	1	16	170	1	5	390	8	3.0	190	3.0	3-8	2220	11	5-16	3580.0	18.0	5-16	1,200	14.0	3-16	550	4.0	3-5	1,440	22.0			3-6(2,14,15)11(8,5)(4,16)-12,1-9,13(7,10)	3-(2,14)11(8,5,16,15)(4,6)-12-1-9(7,13)10	12.2 - 10.6 - 11.2 - 12.0 - 12.1 - 12.2	12.2 - 22.8 - 34.0 - 46.0 - 58.1 - 70.3 (34.0-36.3)	16=>5	5830.0	25.0	3-5-16	6310.0	22.0
200204030106	芝	直	1000	晴	良	12:50	2歳新馬		2002-8-10	3	新潟	1	2歳新馬	[指](馬齢)	7	2720	8	7	740	8	11	620	7	10.0	170	2.0	5-7	2640	9	7-11	22340.0	49.0	7-11	6,940	55.0	7-10	1,780	19.0	10-11	1,670	17.0					12.8 - 10.7 - 10.9 - 11.3 - 11.9	12.8 - 23.5 - 34.4 - 45.7 - 57.6 (34.4-34.1)	7=>11	43380.0	87.0	7-10-11	25230.0	73.0
200204030107	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-8-10	3	新潟	1	3歳以上500万下	[指](別定)	4	240	1	4	110	1	2	230	5	1.0	140	2.0	2-3	1340	6	2-4	1150.0	4.0	2-4	440	4.0	1-4	230	1.0	1-2	620	8.0	11,6=1(2,4)(7,9)(3,5,12)(8,10)(13,14)	11=6-(1,2)(4,7)(3,5,9)(8,12)-(13,10,14)	11(6,2)(1,4,7)(3,5)(9,14)12,8,13-10	11,2(6,4,7)1(5,9,14)-(3,12)(8,13)-10	12.9 - 10.9 - 12.1 - 12.9 - 13.4 - 13.3 - 13.2 - 13.0 - 13.5	12.9 - 23.8 - 35.9 - 48.8 - 62.2 - 75.5 - 88.7 - 101.7 - 115.2 (35.9-39.7)	4=>2	2030.0	5.0	1-2-4	1770.0	3.0
200204030108	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-8-10	3	新潟	1	3歳以上500万下	(混)[指](別定)	4	210	1	4	130	1	7	580	7	6.0	600	8.0	3-5	410	1	4-7	3790.0	13.0	4-7	1,450	13.0	4-6	1,160	11.0	6-7	10,990	54.0			(*14,4)(3,7)(8,11)(6,10)-1(2,9,13)12,5	(14,*4)(3,7)11(6,8)10,1-2(9,13)(5,12)	12.1 - 10.7 - 11.4 - 12.4 - 12.3 - 13.0	12.1 - 22.8 - 34.2 - 46.6 - 58.9 - 71.9 (34.2-37.7)	4=>7	4870.0	14.0	4-6-7	30890.0	77.0
200204030109	芝	左	1400	晴	良	14:30	ダリア賞 		2002-8-10	3	新潟	1	2歳オープン	(混)(特指)(別定)	8	540	3	8	130	3	7	100	1	2.0	100	2.0	7-8	400	2	7-8	480.0	2.0	7-8	180	2.0	2-8	210	3.0	2-7	130	1.0			7(5,9)2(3,8)(1,6)-4	(*7,9)(2,8)(3,5)6,1-4	12.3 - 10.6 - 11.2 - 11.7 - 11.6 - 11.9 - 12.3	12.3 - 22.9 - 34.1 - 45.8 - 57.4 - 69.3 - 81.6 (34.1-35.8)	8=>7	1150.0	5.0	2-7-8	360.0	1.0
200204030110	芝	左	2000	晴	良	15:05	瓢湖特別 		2002-8-10	3	新潟	1	3歳以上500万下	(混)[指](別定)	1	450	2	1	220	2	10	550	9	6.0	370	5.0	1-6	2830	15	1-10	5270.0	21.0	1-10	2,040	24.0	1-6	820	6.0	6-10	2,790	35.0			8=6,1(4,7)10(11,2,13)-(5,12,14)(3,9)15	8=6,1(4,7)10(11,2,13)(5,12)14(3,9)15	12.7 - 10.8 - 11.6 - 12.0 - 12.1 - 11.9 - 12.0 - 12.3 - 11.6 - 12.2	12.7 - 23.5 - 35.1 - 47.1 - 59.2 - 71.1 - 83.1 - 95.4 - 107.0 - 119.2 (35.1-36.1)	1=>10	10570.0	40.0	1-6-10	16580.0	54.0
200204030111	ダ	左	1200	晴	良	15:40	苗場特別 		2002-8-10	3	新潟	1	3歳以上1000万下	(混)[指](ハンデ)	9	690	4	9	220	4	5	160	2	6.0	1,240	10.0	4-6	1180	5	5-9	1210.0	4.0	5-9	460	4.0	6-9	6,140	50.0	5-6	5,050	44.0			5,8(1,11,13)(3,14)(6,4)9,12(7,10)2	(*5,8)(1,11,13)(6,3,14)4,9,12(7,10)2	12.1 - 10.7 - 11.1 - 12.4 - 12.3 - 13.0	12.1 - 22.8 - 33.9 - 46.3 - 58.6 - 71.6 (33.9-37.7)	9=>5	2390.0	9.0	5-6-9	31830.0	82.0
200204030201	ダ	左	1200	晴	良	10:00	2歳未勝利		2002-8-11	3	新潟	2	2歳未勝利	[指](馬齢)	1	1070	6	1	290	6	11	170	3	12.0	130	1.0	1-7	3690	16	1-11	3150.0	14.0	1-11	810	9.0	1-12	700	6.0	11-12	350	2.0			1,2,12,4,11,9-(7,13)(5,3)6-10-8	1(2,12)-(4,11)-9-(7,13)(5,3)6-10-8	12.2 - 10.7 - 11.8 - 12.6 - 12.2 - 13.3	12.2 - 22.9 - 34.7 - 47.3 - 59.5 - 72.8 (34.7-38.1)	1=>11	6350.0	27.0	1-11-12	3300.0	9.0
200204030202	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-8-11	3	新潟	2	3歳未勝利	(混)[指](馬齢)	2	1620	6	2	330	7	14	150	2	4.0	120	1.0	2-8	1390	7	2-14	2090.0	9.0	2-14	790	9.0	2-4	600	8.0	4-14	260	1.0			(9,*14)(2,4,7)(1,8,12)(3,5,13)(6,10)=11	(9,*14)7(2,4)(1,8,12)13(3,10)(6,5)=11	12.4 - 11.1 - 11.8 - 12.5 - 12.9 - 13.0	12.4 - 23.5 - 35.3 - 47.8 - 60.7 - 73.7 (35.3-38.4)	2=>14	5680.0	21.0	2-4-14	2100.0	4.0
200204030203	芝	左	2000	曇	良	10:50	3歳未勝利		2002-8-11	3	新潟	2	3歳未勝利	(混)[指](馬齢)	7	240	1	7	120	1	3	230	4	13.0	390	6.0	2-4	480	2	3-7	850.0	3.0	3-7	370	3.0	7-13	730	7.0	3-13	1,200	15.0	3(6,9)(12,14)(7,11,16)(1,8)(13,10)-(4,15)5-2	3-(6,9)(12,14)(7,16)(11,8)(1,13)-(10,15)4(2,5)	3,9(6,12,14)(7,11,16,8)(1,13)-(10,15)5-4,2	3(6,9)(7,12,14)(16,8)(11,1,13)-(10,15,5)-4,2	12.5 - 11.3 - 12.2 - 12.6 - 12.8 - 13.0 - 12.5 - 12.2 - 12.4 - 12.2	12.5 - 23.8 - 36.0 - 48.6 - 61.4 - 74.4 - 86.9 - 99.1 - 111.5 - 123.7 (36.0-36.8)	7=>3	1310.0	3.0	3-7-13	3730.0	9.0
200204030204	ダ	左	1800	曇	良	11:20	3歳未勝利		2002-8-11	3	新潟	2	3歳未勝利	[指](馬齢)	7	640	3	7	170	3	10	230	4	8.0	100	1.0	5-6	650	3	7-10	3040.0	10.0	7-10	840	10.0	7-8	240	2.0	8-10	340	3.0	(6,*10)(8,9,13)(7,2)(5,4,12,14)3(1,11)	10(6,8)(7,9,13)(2,12)5(3,4,14)(1,11)	10(8,13)(6,7)12,2(5,9,14)(3,4,11)1	10(8,13)(7,6,12)-2(14,11)5(9,4)(3,1)	12.9 - 12.0 - 13.3 - 13.8 - 13.1 - 12.7 - 12.9 - 12.7 - 13.4	12.9 - 24.9 - 38.2 - 52.0 - 65.1 - 77.8 - 90.7 - 103.4 - 116.8 (38.2-39.0)	7=>10	5230.0	16.0	7-8-10	1480.0	3.0
200204030205	障		2890	曇	良	11:50	障害3歳以上未勝利		2002-8-11	3	新潟	2	障害3歳以上未勝利	(混)(馬齢)	3	330	1	3	130	1	6	840	8	10.0	180	3.0	3-5	1570	9	3-6	7490.0	21.0	3-6	1,880	21.0	3-10	330	2.0	6-10	2,510	28.0	13=(5,11)7,3(9,12,4,8)6-10-1-2	13=(5,11)(3,7)-(12,4)(6,8)-9,10=1=2	(*13,3,4)=6(5,7)10,12-11-8=9=1=2	(*3,4)=13,6(7,10)-5,12-(11,8)=9=1,2			3=>6	9790.0	33.0	3-6-10	10360.0	32.0
200204030206	ダ	左	1200	曇	良	12:50	2歳新馬		2002-8-11	3	新潟	2	2歳新馬	(混)[指](馬齢)	11	590	3	11	190	3	8	140	1	1.0	190	4.0	5-7	550	2	8-11	1380.0	6.0	8-11	500	5.0	1-11	760	11.0	1-8	690	8.0			1(6,8)(3,5)(7,11)(10,12,13,14)(4,9)=2	1(6,8)3(5,11)(7,12,13,14)10(4,9)=2	12.5 - 11.1 - 11.5 - 12.8 - 13.0 - 13.0	12.5 - 23.6 - 35.1 - 47.9 - 60.9 - 73.9 (35.1-38.8)	11=>8	2740.0	11.0	1-8-11	3350.0	14.0
200204030207	芝	左	1600	曇	良	13:20	2歳新馬		2002-8-11	3	新潟	2	2歳新馬	(混)[指](馬齢)	7	510	3	7	160	3	8	120	2	1.0	110	1.0	5-5	1380	6	7-8	1230.0	5.0	7-8	420	4.0	1-7	310	2.0	1-8	230	1.0			(*8,6)-(1,7)(2,5,13)10,11-(4,14)-12-(3,9)	(8,*6)(1,7,5)13(2,10)11-(4,14)-(12,3)9	13.0 - 12.0 - 12.8 - 12.4 - 12.3 - 11.9 - 11.1 - 12.4	13.0 - 25.0 - 37.8 - 50.2 - 62.5 - 74.4 - 85.5 - 97.9 (37.8-35.4)	7=>8	2550.0	8.0	1-7-8	900.0	1.0
200204030208	芝	左	1800	曇	良	13:50	3歳以上500万下		2002-8-11	3	新潟	2	3歳以上500万下	牝[指](別定)	9	640	3	9	230	2	13	660	8	11.0	320	6.0	5-7	8140	21	9-13	7160.0	24.0	9-13	2,000	24.0	9-11	1,110	13.0	11-13	3,030	36.0			3-13-9,11(10,14)(5,6,12)4,7(2,16)1-(8,15)	3-13-(9,11)(10,14)(5,6,12)4(1,7)(2,16)(8,15)	12.5 - 10.8 - 11.3 - 12.1 - 12.2 - 12.0 - 12.0 - 11.1 - 12.2	12.5 - 23.3 - 34.6 - 46.7 - 58.9 - 70.9 - 82.9 - 94.0 - 106.2 (34.6-35.3)	9=>13	13590.0	46.0	9-11-13	28730.0	91.0
200204030209	芝	直	1000	曇	良	14:25	稲妻特別 		2002-8-11	3	新潟	2	3歳以上500万下	(混)(特指)(別定)	1	200	1	1	140	1	11	210	4	4.0	230	5.0	1-6	450	1	1-11	1140.0	4.0	1-11	420	3.0	1-4	380	1.0	4-11	1,220	17.0					12.1 - 10.3 - 10.6 - 10.7 - 12.1	12.1 - 22.4 - 33.0 - 43.7 - 55.8 (33.0-33.4)	1=>11	1480.0	3.0	1-4-11	3280.0	7.0
200204030210	芝	左	1800	曇	良	15:00	三面川特別 		2002-8-11	3	新潟	2	3歳以上1000万下	(混)	1	130	1	1	100	1	6	270	5	4.0	120	2.0	1-6	790	4	1-6	810.0	4.0	1-6	410	4.0	1-4	160	1.0	4-6	570	9.0			6=(4,5)8,1,7,3-(2,9)10	6=(4,5)8,1,7,3-2,9,10	12.7 - 11.6 - 11.4 - 11.9 - 12.0 - 12.1 - 11.8 - 11.0 - 12.1	12.7 - 24.3 - 35.7 - 47.6 - 59.6 - 71.7 - 83.5 - 94.5 - 106.6 (35.7-34.9)	1=>6	1120.0	4.0	1-4-6	1090.0	3.0
200204030211	芝	左	1600	曇	良	15:35	朱鷺ステークス 		2002-8-11	3	新潟	2	3歳以上1600万下	(混)(特指)(別定)	12	1970	8	12	480	8	10	170	1	4.0	240	5.0	7-8	3190	15	10-12	4940.0	22.0	10-12	1,370	21.0	4-12	1,650	25.0	4-10	560	4.0			4(3,9)7(1,12)2,6(10,11)8,5	4-3,9,7(1,12)(2,6,10)-(8,11)5	12.7 - 11.0 - 11.1 - 11.4 - 11.4 - 11.6 - 11.1 - 12.3	12.7 - 23.7 - 34.8 - 46.2 - 57.6 - 69.2 - 80.3 - 92.6 (34.8-35.0)	12=>10	14180.0	49.0	4-10-12	10400.0	42.0
200204030212	ダ	左	1800	曇	良	16:15	3歳以上500万下		2002-8-11	3	新潟	2	3歳以上500万下	[指](別定)	4	1450	6	4	390	6	10	200	2	11.0	790	9.0	3-6	580	3	4-10	3610.0	14.0	4-10	1,280	15.0	4-11	4,090	37.0	10-11	3,380	31.0	(*4,6,13)7-(5,12)(2,10)(3,8,14)9-11-1	(*4,6)13,7,5,12(2,10,14)3,8,9-11-1	(*4,6)-13,7(5,12)(10,14)-(3,9)-11(2,8)=1	(*4,6)-13,7(5,10,12)14(3,9)11,8-2=1	12.9 - 11.1 - 12.5 - 12.7 - 12.4 - 12.4 - 13.0 - 13.3 - 14.1	12.9 - 24.0 - 36.5 - 49.2 - 61.6 - 74.0 - 87.0 - 100.3 - 114.4 (36.5-40.4)	4=>10	8390.0	32.0	4-10-11	35750.0	91.0
200204030301	芝	左	1200	曇	良	10:00	2歳未勝利		2002-8-17	3	新潟	3	2歳未勝利	牝[指](馬齢)	8	890	5	8	270	5	7	200	3	3.0	140	2.0	6-6	3230	13	7-8	3190.0	13.0	7-8	930	13.0	3-8	550	7.0	3-7	450	4.0			8,1(7,3,11)(2,4,9)-5,6-10-12	8,1,3(7,11)(4,9)2(6,5)-10-12	12.2 - 10.4 - 11.4 - 11.7 - 11.8 - 12.0	12.2 - 22.6 - 34.0 - 45.7 - 57.5 - 69.5 (34.0-35.5)	8=>7	6330.0	25.0	3-7-8	3220.0	11.0
200204030302	ダ	左	1800	曇	良	10:25	3歳未勝利		2002-8-17	3	新潟	3	3歳未勝利	[指](馬齢)	3	3070	7	3	450	7	12	110	1	8.0	340	5.0	3-7	330	1	3-12	1380.0	5.0	3-12	680	7.0	3-8	2,630	24.0	8-12	510	4.0	13-(2,6,8)(4,7,9)(3,14)10-(1,12)11,5	13-(2,6,8)(4,7,9)3,14(1,10,12)-5,11	(*6,8)(2,9,12)(4,7,14,3)(13,1,10,11)-5	(6,*8,12)(2,9)3,4,14(7,11)(1,10)-(13,5)	12.4 - 11.4 - 12.1 - 13.3 - 13.6 - 13.2 - 13.3 - 13.2 - 13.2	12.4 - 23.8 - 35.9 - 49.2 - 62.8 - 76.0 - 89.3 - 102.5 - 115.7 (35.9-39.7)	3=>12	4920.0	15.0	3-8-12	5350.0	18.0
200204030303	ダ	左	1200	曇	良	10:50	3歳未勝利		2002-8-17	3	新潟	3	3歳未勝利	[指](馬齢)	4	920	4	4	190	4	10	140	2	13.0	120	1.0	3-6	1590	8	4-10	1850.0	7.0	4-10	570	7.0	4-13	420	4.0	10-13	210	1.0			(*1,12)4,6(10,14)(8,13)(2,9,7)(5,11)-3	(*1,12)4(10,6)8,14(2,13)(5,9)(7,11)-3	12.6 - 11.1 - 12.2 - 12.7 - 12.6 - 13.0	12.6 - 23.7 - 35.9 - 48.6 - 61.2 - 74.2 (35.9-38.3)	4=>10	3970.0	16.0	4-10-13	1630.0	2.0
200204030304	芝	左	1800	曇	良	11:20	3歳未勝利		2002-8-17	3	新潟	3	3歳未勝利	(混)[指](馬齢)	6	260	1	6	150	1	10	300	6	1.0	400	8.0	3-5	1350	6	6-10	1570.0	4.0	6-10	730	5.0	1-6	1,030	12.0	1-10	1,990	26.0			6(1,7)(4,8)(2,16)(5,14)(9,12,15,17,18)(10,11,13)-3	6(1,7)(4,8)(2,16)(5,14)(9,12,15,17,18)(10,11,13)3	13.1 - 11.5 - 11.9 - 12.8 - 12.3 - 12.1 - 11.3 - 10.8 - 12.0	13.1 - 24.6 - 36.5 - 49.3 - 61.6 - 73.7 - 85.0 - 95.8 - 107.8 (36.5-34.1)	6=>10	2410.0	5.0	1-6-10	8540.0	27.0
200204030305	芝	直	1000	曇	良	11:50	3歳未勝利		2002-8-17	3	新潟	3	3歳未勝利	(混)[指](馬齢)	8	200	1	8	120	1	3	270	5	15.0	890	9.0	2-4	950	5	3-8	950.0	3.0	3-8	470	4.0	8-15	1,100	11.0	3-15	4,390	39.0					12.1 - 10.2 - 10.6 - 10.5 - 12.1	12.1 - 22.3 - 32.9 - 43.4 - 55.5 (32.9-33.2)	8=>3	1400.0	6.0	3-8-15	8810.0	26.0
