	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204020411	芝	左	2000	晴	稍重	15:35	天の川ステークス 		2002-7-21	2	新潟	4	3歳以上1600万下	(混)[指](ハンデ)	10	400	2	10	180	3	4	160	2	2.0	220	5.0	4-7	1040	3	4-10	1180.0	4.0	4-10	490	3.0	2-10	640	9.0	2-4	560	7.0			1-11-7(4,5,6)-2-(3,10)-9=8,12	1-11-(4,7)(2,5,6)(3,10)-9-8-12	12.6 - 10.6 - 10.7 - 11.1 - 12.0 - 11.9 - 11.9 - 12.0 - 11.2 - 12.8	12.6 - 23.2 - 33.9 - 45.0 - 57.0 - 68.9 - 80.8 - 92.8 - 104.0 - 116.8 (33.9-36.0)	10=>4	2240.0	5.0	2-4-10	2640.0	8.0
200204020412	芝	直	1000	晴	稍重	16:15	3歳以上500万下		2002-7-21	2	新潟	4	3歳以上500万下	[指](別定)	16	140	1	16	120	1	3	700	10	4.0	430	7.0	2-8	1140	5	3-16	2850.0	10.0	3-16	1,180	11.0	4-16	740	6.0	3-4	7,260	63.0					12.0 - 10.2 - 10.6 - 10.0 - 12.8	12.0 - 22.2 - 32.8 - 42.8 - 55.6 (32.8-33.4)	16=>3	3610.0	12.0	3-4-16	25500.0	73.0
200204020501	ダ	左	1200	曇	良	10:00	3歳未勝利		2002-7-27	2	新潟	5	3歳未勝利	(混)[指](馬齢)	14	830	4	14	290	6	3	160	2	13.0	260	4.0	3-8	720	5	3-14	2080.0	10.0	3-14	820	11.0	13-14	830	12.0	3-13	700	8.0			(*10,13)(3,14)-(1,5,6)(9,4,11)-12,2-8-7	(*10,13)(3,14)-11(1,5)6,9,4-12,2,8-7	12.2 - 11.1 - 11.9 - 12.7 - 12.5 - 13.4	12.2 - 23.3 - 35.2 - 47.9 - 60.4 - 73.8 (35.2-38.6)	14=>3	4850.0	22.0	3-13-14	4300.0	17.0
200204020502	芝	左	1800	曇	良	10:25	3歳未勝利		2002-7-27	2	新潟	5	3歳未勝利	[指](馬齢)	3	280	1	3	160	1	11	250	5	16.0	330	6.0	2-6	1400	7	3-11	1660.0	6.0	3-11	710	7.0	3-16	670	6.0	11-16	1,290	15.0			1,16,13(8,17)(15,18)(12,4,6)2(10,11,14)3(5,7)9	1(13,16)(8,17)(12,15,18)(3,2,4,6,14)(10,11)(5,7)-9	12.8 - 11.0 - 11.5 - 12.9 - 13.2 - 13.0 - 11.8 - 10.5 - 12.0	12.8 - 23.8 - 35.3 - 48.2 - 61.4 - 74.4 - 86.2 - 96.7 - 108.7 (35.3-34.3)	3=>11	2670.0	7.0	3-11-16	4040.0	12.0
200204020503	芝	左	1600	曇	良	10:50	3歳未勝利		2002-7-27	2	新潟	5	3歳未勝利	(混)[指](馬齢)	1	1930	7	1	770	9	16	1,020	10	18.0	1,140	12.0	1-8	9640	25	1-16	13600.0	41.0	1-16	4,800	50.0	1-18	7,430	63.0	16-18	8,100	65.0			18-7,9,10,1,13(8,11,17)(5,6,14,12)(3,2,16)-15,4	18-7,9(1,10)-(8,11)(13,17)(5,14,12)16(3,6,2)-15,4	12.4 - 11.0 - 11.3 - 11.9 - 11.9 - 11.4 - 11.4 - 13.0	12.4 - 23.4 - 34.7 - 46.6 - 58.5 - 69.9 - 81.3 - 94.3 (34.7-35.8)	1=>16	86240.0	132.0	1-16-18	254780.0	316.0
200204020504	ダ	左	1800	曇	良	11:20	3歳未勝利		2002-7-27	2	新潟	5	3歳未勝利	牝[指](馬齢)	10	270	1	10	120	1	9	210	4	3.0	270	5.0	7-8	1140	4	9-10	1520.0	5.0	9-10	510	4.0	3-10	570	5.0	3-9	1,670	18.0	(*8,9)3,6(2,11)(4,10)-7,5,1	8(3,9)(6,11)(4,2,10)-7(5,1)	(*9,10)(8,11,6,2)3(4,7,1)-5	(*9,10)(6,2)(8,11,3)4(7,1)-5	12.5 - 11.5 - 12.9 - 13.9 - 13.0 - 12.9 - 13.0 - 12.5 - 13.8	12.5 - 24.0 - 36.9 - 50.8 - 63.8 - 76.7 - 89.7 - 102.2 - 116.0 (36.9-39.3)	10=>9	2210.0	7.0	3-9-10	4250.0	15.0
200204020505	障		2850	曇	良	11:50	障害3歳以上オープン		2002-7-27	2	新潟	5	障害3歳以上オープン	(混)(別定)	5	920	5	5	280	5	8	240	4	3.0	380	6.0	4-5	2390	11	5-8	4670.0	15.0	5-8	1,390	15.0	3-5	1,940	22.0	3-8	1,350	14.0	11=5=4-13(3,6,12,8)1,10-9(7,2)=14	5,11=13(12,8)-3(1,6)(10,4)-9,7,2=14	5=8(13,11)-3-1=2,6=(7,9)14 12,10,4	5=8-13-11,3,1=2=6=(7,9)14 12,10,4			5=>8	10810.0	38.0	3-5-8	14890.0	47.0
200204020506	ダ	左	1200	晴	良	12:50	2歳新馬		2002-7-27	2	新潟	5	2歳新馬	(混)[指](馬齢)	5	520	3	5	210	3	10	340	7	9.0	170	2.0	4-6	480	1	5-10	3650.0	16.0	5-10	1,150	15.0	5-9	810	9.0	9-10	990	12.0			(*9,10)-(5,13)(4,11)14-(2,6)(1,8)-3-7-12	(*9,10)(5,13)-11(4,14)(2,6,8)1-3=(7,12)	12.2 - 11.2 - 11.7 - 12.7 - 12.8 - 13.9	12.2 - 23.4 - 35.1 - 47.8 - 60.6 - 74.5 (35.1-39.4)	5=>10	6340.0	27.0	5-9-10	7170.0	26.0
200204020507	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-7-27	2	新潟	5	3歳以上500万下	(父)[指](別定)	2	930	5	2	200	3	3	150	2	10.0	130	1.0	2-3	1580	8	2-3	1810.0	8.0	2-3	630	7.0	2-10	620	6.0	3-10	300	1.0	9,12(10,11)(2,8,13)5,3,4(6,14)1,7	9-(2,12)(10,11)(5,8,13)3,4(6,14)(1,7)	9,12(2,11)(10,13)(8,4)(3,6,14)5-(1,7)	(*9,12)(2,11)(10,13)4(3,6,14)8,5=(1,7)	12.6 - 11.5 - 12.5 - 13.2 - 12.7 - 12.5 - 12.8 - 12.6 - 13.5	12.6 - 24.1 - 36.6 - 49.8 - 62.5 - 75.0 - 87.8 - 100.4 - 113.9 (36.6-38.9)	2=>3	3950.0	16.0	2-3-10	2320.0	3.0
200204020508	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-7-27	2	新潟	5	3歳以上500万下	[指](別定)	3	150	1	3	100	1	6	140	3	13.0	110	2.0	3-4	340	2	3-6	570.0	2.0	3-6	250	2.0	3-13	150	1.0	6-13	380	4.0			(3,*6,13)5(7,14)(1,9,10)(12,8,11)-4,2	6(3,13)-5(1,9)14(10,8,11)(4,7,12)2	12.3 - 11.1 - 11.6 - 12.2 - 12.0 - 13.1	12.3 - 23.4 - 35.0 - 47.2 - 59.2 - 72.3 (35.0-37.3)	3=>6	710.0	2.0	3-6-13	720.0	1.0
200204020509	芝	左	2200	晴	良	14:30	万代特別 		2002-7-27	2	新潟	5	3歳以上500万下	(混)(特指)(別定)	10	270	1	10	130	1	16	150	2	3.0	650	9.0	5-8	390	1	10-16	670.0	2.0	10-16	300	2.0	3-10	1,510	16.0	3-16	1,990	24.0	9,12,5(10,13)(6,7,17)(2,8,16)(15,18)-3=(1,14,11) 4	9(5,12)13(10,17)(6,7)16(2,8)18,15-3-(1,14,11) 4	9-(5,12,13)10(7,17)6,16(8,18)(2,3)15-(1,14)11 4	9-(5,12,13)7(6,10)16,17(8,18)3-(2,15)-14(1,11) 4	12.3 - 10.3 - 11.7 - 12.4 - 13.3 - 12.7 - 12.4 - 12.2 - 11.6 - 11.6 - 11.7	12.3 - 22.6 - 34.3 - 46.7 - 60.0 - 72.7 - 85.1 - 97.3 - 108.9 - 120.5 - 132.2 (34.3-34.9)	10=>16	1160.0	2.0	3-10-16	6580.0	19.0
200204020510	芝	左	1400	晴	良	15:05	飯豊特別 		2002-7-27	2	新潟	5	3歳以上1000万下	(混)(特指)(別定)	5	450	3	5	190	3	15	170	2	7.0	370	6.0	3-7	840	4	5-15	1240.0	5.0	5-15	590	6.0	5-7	1,000	11.0	7-15	1,350	13.0			2,5(1,10)(4,11)(6,17)(7,12)(13,16)(3,8,15)18,14,9	2,5(1,10)11(4,6)17(7,13,12,16)(3,15)(8,14)18,9	12.7 - 10.8 - 11.1 - 11.5 - 11.6 - 11.2 - 12.0	12.7 - 23.5 - 34.6 - 46.1 - 57.7 - 68.9 - 80.9 (34.6-34.8)	5=>15	2890.0	11.0	5-7-15	5600.0	16.0
200204020511	芝	直	1000	晴	良	15:40	新潟日報賞 		2002-7-27	2	新潟	5	3歳以上1600万下	(混)(特指)(別定)	10	6170	11	10	1,060	11	3	270	3	12.0	160	2.0	3-7	6840	16	3-10	24780.0	42.0	3-10	4,950	43.0	10-12	2,030	22.0	3-12	680	5.0					12.1 - 10.1 - 10.3 - 10.5 - 11.6	12.1 - 22.2 - 32.5 - 43.0 - 54.6 (32.5-32.4)	10=>3	71140.0	94.0	3-10-12	24870.0	73.0
200204020512	芝	左	1200	晴	良	16:15	3歳以上500万下		2002-7-27	2	新潟	5	3歳以上500万下	(混)[指](別定)	16	360	2	16	170	2	8	260	3	7.0	350	5.0	4-8	950	4	8-16	2160.0	6.0	8-16	670	5.0	7-16	820	7.0	7-8	1,200	11.0			16,14,7,15(2,11,6)12(3,18)10(1,17)5(8,9,4)-13	16(14,7)(2,11,15)6(3,12,18)(10,17)1(8,5,4)9,13	12.0 - 10.7 - 11.1 - 11.0 - 11.4 - 12.0	12.0 - 22.7 - 33.8 - 44.8 - 56.2 - 68.2 (33.8-34.4)	16=>8	4020.0	12.0	7-8-16	5500.0	12.0
200204020601	芝	左	1200	晴	良	10:00	3歳未勝利		2002-7-28	2	新潟	6	3歳未勝利	牝[指](馬齢)	6	290	2	6	130	1	4	1,690	13	17.0	3,280	17.0	2-3	670	3	4-6	7510.0	21.0	4-6	3,130	27.0	6-17	4,350	34.0	4-17	65,400	140.0			17(6,11,10)5,4(16,15)1,8(3,14)(9,13,12)-7-(2,18)	(17,*10)(6,11,5)4(16,15)1-8(3,14)(9,13,12)-7(2,18)	12.4 - 10.6 - 11.3 - 11.2 - 11.6 - 12.5	12.4 - 23.0 - 34.3 - 45.5 - 57.1 - 69.6 (34.3-35.3)	6=>4	12950.0	38.0	4-6-17	270560.0	341.0
200204020602	ダ	左	1800	晴	良	10:25	3歳未勝利		2002-7-28	2	新潟	6	3歳未勝利	[指](馬齢)	7	610	2	7	190	4	8	160	2	6.0	110	1.0	5-6	390	1	7-8	2110.0	7.0	7-8	560	7.0	6-7	220	2.0	6-8	200	1.0	8(9,13)-2,7-10,6,3(5,11)-12-4-1	8(9,13)-2,7-(6,10)(3,11)5-12,4-1	8,13=7(2,9)6,11,10,3-(4,5)=12-1	8,13=7-(2,6)11-(10,4)9(3,5)=12,1	12.8 - 11.4 - 12.6 - 13.4 - 12.9 - 12.9 - 13.1 - 13.0 - 13.8	12.8 - 24.2 - 36.8 - 50.2 - 63.1 - 76.0 - 89.1 - 102.1 - 115.9 (36.8-39.9)	7=>8	4030.0	12.0	6-7-8	1040.0	1.0
200204020603	ダ	左	1200	晴	良	10:50	3歳未勝利		2002-7-28	2	新潟	6	3歳未勝利	[指](馬齢)	4	680	3	4	270	4	14	520	9	6.0	160	2.0	3-8	1260	5	4-14	8170.0	30.0	4-14	2,040	29.0	4-6	640	6.0	6-14	1,330	17.0			(*6,11)2,3(7,14)10(4,8)12,9(5,13)-1	(*6,11)-2,3,14,7(4,10)-(9,8)(5,12,13)-1	12.4 - 11.3 - 12.0 - 12.4 - 12.6 - 13.2	12.4 - 23.7 - 35.7 - 48.1 - 60.7 - 73.9 (35.7-38.2)	4=>14	12860.0	52.0	4-6-14	10310.0	44.0
200204020604	ダ	左	1800	晴	良	11:20	3歳未勝利		2002-7-28	2	新潟	6	3歳未勝利	[指](馬齢)	9	820	4	9	260	4	10	240	3	12.0	1,800	9.0	7-7	2310	7	9-10	2330.0	10.0	9-10	800	7.0	9-12	6,040	38.0	10-12	6,340	40.0	2(9,11)(5,12)8,10-6(3,7)-(1,4)	2(5,9)12,8,10,7(3,6)4,1 11	4-12(9,10)2(5,8)7,3-1,6 11	(*4,12)(9,10)(5,8,7)(2,3)-1-6 11	12.9 - 11.0 - 13.2 - 14.2 - 14.0 - 12.7 - 13.9 - 12.9 - 13.0	12.9 - 23.9 - 37.1 - 51.3 - 65.3 - 78.0 - 91.9 - 104.8 - 117.8 (37.1-39.8)	9=>10	4950.0	18.0	9-10-12	46350.0	83.0
200204020605	芝	左	2200	晴	良	11:50	3歳未勝利		2002-7-28	2	新潟	6	3歳未勝利	(混)[指](馬齢)	1	2510	8	1	700	8	14	3,000	15	8.0	320	5.0	1-7	7790	25	1-14	95830.0	99.0	1-14	18,860	105.0	1-8	2,410	27.0	8-14	9,550	77.0	9(3,13)11,4(5,8)6,14,17(2,7,16)-(1,12)-10-15	9,13(3,11)4(5,8)(6,14,17)(2,7,16)1,12-10-15	9(13,11)(17,16)(3,4,8)(6,5,14)-(7,12)(2,1)15,10	9(13,11)(8,17,16)(3,4,14)(6,5,12,1)7(2,15)10	12.2 - 10.7 - 11.7 - 12.0 - 13.4 - 12.9 - 12.7 - 12.4 - 11.9 - 12.2 - 12.3	12.2 - 22.9 - 34.6 - 46.6 - 60.0 - 72.9 - 85.6 - 98.0 - 109.9 - 122.1 - 134.4 (34.6-36.4)	1=>14	142120.0	183.0	1-8-14	160240.0	294.0
200204020606	芝	直	1000	晴	良	12:50	2歳新馬		2002-7-28	2	新潟	6	2歳新馬	[指](馬齢)	10	250	1	10	120	1	5	140	3	6.0	140	4.0	5-8	580	2	5-10	760.0	4.0	5-10	300	3.0	6-10	340	5.0	5-6	350	6.0					12.4 - 10.3 - 10.5 - 10.4 - 12.4	12.4 - 22.7 - 33.2 - 43.6 - 56.0 (33.2-33.3)	10=>5	1370.0	5.0	5-6-10	1130.0	4.0
200204020607	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-7-28	2	新潟	6	3歳以上500万下	(特指)(別定)	9	230	1	9	120	1	12	580	7	6.0	150	2.0	6-7	2460	9	9-12	4320.0	15.0	9-12	1,270	15.0	6-9	270	1.0	6-12	1,970	20.0	14,12,8,11(3,10)(5,9)13,6,2,7(4,1)	14,12,8-(3,10)11,9(5,13)6,2-7(4,1)	14,12(8,9)(10,11)(3,13)-6(5,2)-7,1,4	14,12(8,9)(3,10,13)(6,11)5,2(7,1)-4	12.6 - 11.4 - 12.6 - 13.2 - 12.8 - 12.8 - 13.1 - 12.4 - 13.0	12.6 - 24.0 - 36.6 - 49.8 - 62.6 - 75.4 - 88.5 - 100.9 - 113.9 (36.6-38.5)	9=>12	5370.0	20.0	6-9-12	5870.0	17.0
200204020608	芝	左	1800	晴	良	13:50	3歳以上500万下		2002-7-28	2	新潟	6	3歳以上500万下	牝[指](別定)	14	580	3	14	180	2	9	180	1	13.0	210	4.0	5-7	640	2	9-14	1490.0	2.0	9-14	580	2.0	13-14	790	8.0	9-13	690	3.0			5-11,12(14,17)13-(18,4)10(6,9)(7,8,15)3(2,1) 16	5-(11,12,17)-(14,13)4-10,18(6,9)(7,8,15)(3,1)2 16	12.8 - 11.4 - 12.0 - 12.7 - 12.4 - 11.9 - 11.2 - 11.0 - 12.3	12.8 - 24.2 - 36.2 - 48.9 - 61.3 - 73.2 - 84.4 - 95.4 - 107.7 (36.2-34.5)	14=>9	3200.0	4.0	9-13-14	3690.0	6.0
200204020609	ダ	左	1200	晴	良	14:25	出雲崎特別 		2002-7-28	2	新潟	6	3歳以上500万下	(混)[指](別定)	13	130	1	13	100	1	12	350	7	4.0	850	10.0	7-8	450	2	12-13	960.0	5.0	12-13	510	5.0	4-13	1,400	12.0	4-12	6,780	48.0			14,12,13(2,6)(4,10)(3,9,5)(8,11)-7,1	14(12,13)(2,4,6)10(3,5)(9,8,11)-7-1	12.0 - 11.0 - 11.7 - 12.4 - 12.0 - 12.7	12.0 - 23.0 - 34.7 - 47.1 - 59.1 - 71.8 (34.7-37.1)	13=>12	1220.0	5.0	4-12-13	15090.0	48.0
200204020610	芝	左	1800	晴	良	15:00	弥彦特別 		2002-7-28	2	新潟	6	3歳以上1000万下	(混)[指](ハンデ)	4	350	1	4	160	1	15	220	4	14.0	800	12.0	3-8	780	3	4-15	1100.0	3.0	4-15	510	3.0	4-14	2,070	26.0	14-15	3,330	42.0			(1,*6)2(8,13,11)=(3,9)(4,10)(12,14)-15-7=5	1(2,6)(13,11)8-9(3,4,10)(12,14)-15-7=5	12.4 - 10.7 - 10.8 - 11.8 - 12.3 - 12.1 - 11.4 - 11.3 - 12.3	12.4 - 23.1 - 33.9 - 45.7 - 58.0 - 70.1 - 81.5 - 92.8 - 105.1 (33.9-35.0)	4=>15	1860.0	4.0	4-14-15	20360.0	69.0
200204020611	芝	左	1600	晴	良	15:35	関屋記念	G3	2002-7-28	2	新潟	6	3歳以上オープン	(混)(特指)(別定)	8	190	1	8	130	1	7	840	11	4.0	200	3.0	5-5	3630	16	7-8	3530.0	11.0	7-8	1,290	15.0	4-8	320	2.0	4-7	2,480	27.0			7(3,6,8)(4,12)(2,10,11)(5,14)-1-13,9	(*7,8)(3,6,12)(2,4,11)(1,5,10,14)-(13,9)	12.5 - 10.6 - 11.3 - 12.0 - 11.6 - 11.1 - 11.0 - 11.7	12.5 - 23.1 - 34.4 - 46.4 - 58.0 - 69.1 - 80.1 - 91.8 (34.4-33.8)	8=>7	4600.0	16.0	4-7-8	6810.0	20.0
200204020612	芝	左	1600	晴	良	16:15	3歳以上500万下		2002-7-28	2	新潟	6	3歳以上500万下	(混)[指](別定)	6	230	1	6	120	1	1	140	2	4.0	700	11.0	1-3	330	1	1-6	340.0	1.0	1-6	170	1.0	4-6	1,930	19.0	1-4	2,210	24.0			18-(15,17)-(2,9)6,10(1,7,13)14(4,11,12)8,3-(5,16)	18-(15,17)(2,9)6(1,10)(7,13)(4,14,11,12)(3,8)-(5,16)	12.8 - 10.6 - 11.3 - 12.0 - 11.8 - 11.6 - 11.3 - 12.0	12.8 - 23.4 - 34.7 - 46.7 - 58.5 - 70.1 - 81.4 - 93.4 (34.7-34.9)	6=>1	570.0	1.0	1-4-6	4260.0	7.0
200204020701	芝	左	1600	晴	良	10:00	2歳未勝利		2002-8-3	2	新潟	7	2歳未勝利	(混)(馬齢)	4	290	1	4	130	1	13	340	6	10.0	1,600	11.0	2-7	930	5	4-13	1420.0	4.0	4-13	610	6.0	4-10	2,970	29.0	10-13	7,000	50.0			10(13,11)5(4,14,16)(3,7)15,2(1,12)8,9-6	(*10,13)(5,11)(4,14)(3,7,16)(2,15)(1,12)(9,8)-6	12.7 - 11.4 - 12.5 - 12.4 - 12.3 - 11.8 - 11.2 - 12.4	12.7 - 24.1 - 36.6 - 49.0 - 61.3 - 73.1 - 84.3 - 96.7 (36.6-35.4)	4=>13	2060.0	4.0	4-10-13	25530.0	68.0
200204020702	芝	左	1800	晴	良	10:25	3歳未勝利		2002-8-3	2	新潟	7	3歳未勝利	(父)(馬齢)	10	640	3	10	150	2	13	100	1	5.0	170	4.0	5-7	500	2	10-13	580.0	2.0	10-13	220	2.0	5-10	410	5.0	5-13	190	1.0			4(2,5,14)10(11,15)(3,13)(7,12)8(6,9)1,16	4,14,5(2,10)(11,15)13,3,12(7,8)(1,9)6,16	12.7 - 11.6 - 11.9 - 12.5 - 12.1 - 12.0 - 11.6 - 11.2 - 12.2	12.7 - 24.3 - 36.2 - 48.7 - 60.8 - 72.8 - 84.4 - 95.6 - 107.8 (36.2-35.0)	10=>13	1470.0	6.0	5-10-13	890.0	1.0
200204020703	ダ	左	1200	晴	良	10:50	3歳未勝利		2002-8-3	2	新潟	7	3歳未勝利	(馬齢)	5	1490	6	5	370	7	7	120	1	14.0	350	6.0	4-5	360	1	5-7	1260.0	5.0	5-7	550	6.0	5-14	3,200	31.0	7-14	530	5.0			11(1,6,13)-7,14(3,10)5-4,8-9,12=2	11,13(1,6)7(3,10,14)-5-4-8(9,12)=2	12.0 - 11.0 - 11.5 - 12.5 - 13.0 - 13.6	12.0 - 23.0 - 34.5 - 47.0 - 60.0 - 73.6 (34.5-39.1)	5=>7	4140.0	12.0	5-7-14	7360.0	24.0
200204020704	ダ	左	1800	晴	良	11:20	3歳未勝利		2002-8-3	2	新潟	7	3歳未勝利	(馬齢)	13	1580	5	13	350	5	11	450	6	9.0	350	4.0	7-8	10270	23	11-13	9390.0	25.0	11-13	2,380	29.0	9-13	2,060	25.0	9-11	2,140	26.0	5,12(9,14)(6,7,10,13)8,4,11(3,2)=1	5,12(9,14)(7,13)(6,10)(11,8)4(3,2)=1	(5,*8)12(9,11,14,13,3)2(6,10)(7,4)=1	(*5,8)(12,3)(9,11,14,13)2-(6,10,4)-7=1	12.9 - 11.7 - 13.4 - 14.0 - 13.5 - 12.3 - 12.8 - 13.4 - 13.6	12.9 - 24.6 - 38.0 - 52.0 - 65.5 - 77.8 - 90.6 - 104.0 - 117.6 (38.0-39.8)	13=>11	22040.0	52.0	9-11-13	18630.0	59.0
200204020705	障		2890	晴	良	11:50	障害3歳以上未勝利		2002-8-3	2	新潟	7	障害3歳以上未勝利	(馬齢)	7	140	1	7	110	1	12	150	2	4.0	150	3.0	5-7	460	1	7-12	510.0	2.0	7-12	250	3.0	4-7	210	1.0	4-12	500	7.0	11(12,7)(10,3,13)(8,4,14)2,9,1=6,5	(*11,7)12(10,13)3(8,4,14)2-9-1-6,5	7(11,12,13)4,3,14(8,10,2)=9=6-1-5	7,12,13-4,11,3,2,8(10,14)=9=6-(1,5)			7=>12	700.0	3.0	4-7-12	1030.0	3.0
200204020706	芝	左	1600	晴	良	12:50	2歳新馬		2002-8-3	2	新潟	7	2歳新馬	(馬齢)	13	340	2	13	150	2	10	130	1	4.0	860	8.0	5-7	580	1	10-13	630.0	1.0	10-13	310	1.0	4-13	2,250	22.0	4-10	2,610	27.0			(*12,13)(10,16)15(3,7)(5,11)(4,6)(8,9)14,2,1	(*12,13)16(10,15)(3,7,5,11)(4,6,8)(14,9)(1,2)	12.7 - 11.1 - 12.4 - 12.6 - 12.7 - 11.4 - 11.2 - 12.0	12.7 - 23.8 - 36.2 - 48.8 - 61.5 - 72.9 - 84.1 - 96.1 (36.2-34.6)	13=>10	1240.0	1.0	4-10-13	10170.0	23.0
200204020707	芝	直	1000	晴	良	13:20	3歳未勝利		2002-8-3	2	新潟	7	3歳未勝利	(混)(馬齢)	6	1390	6	6	370	5	9	210	4	12.0	190	2.0	3-5	660	2	6-9	4150.0	17.0	6-9	1,460	17.0	6-12	800	9.0	9-12	530	4.0					12.2 - 10.4 - 10.8 - 10.6 - 12.1	12.2 - 22.6 - 33.4 - 44.0 - 56.1 (33.4-33.5)	6=>9	10240.0	36.0	6-9-12	5580.0	17.0
200204020708	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-8-3	2	新潟	7	3歳以上500万下	牝(別定)	7	510	4	7	190	4	6	160	3	14.0	400	7.0	4-5	510	2	6-7	1050.0	4.0	6-7	450	4.0	7-14	1,420	19.0	6-14	1,120	14.0			(*11,7)(4,14)8(10,12)2,13(1,5)(6,3)-9	(*11,7)(4,14)8(10,12)(2,13)(1,5,3)6-9	12.1 - 11.3 - 11.6 - 11.8 - 12.0 - 12.9	12.1 - 23.4 - 35.0 - 46.8 - 58.8 - 71.7 (35.0-36.7)	7=>6	2260.0	8.0	6-7-14	6500.0	22.0
200204020709	芝	左	1800	晴	良	14:30	鳥屋野特別 		2002-8-3	2	新潟	7	3歳以上500万下	(混)(別定)	11	380	2	11	130	1	3	170	3	14.0	130	2.0	2-6	970	5	3-11	1200.0	3.0	3-11	510	3.0	11-14	280	1.0	3-14	450	2.0			14(9,16)15-1(11,12)5(2,6)(10,13)(4,7,8)3	14,16(9,15)-1(11,12)(2,6)(5,4,10,13)(7,8)3	12.7 - 11.0 - 11.6 - 12.3 - 12.1 - 11.9 - 11.5 - 11.0 - 12.2	12.7 - 23.7 - 35.3 - 47.6 - 59.7 - 71.6 - 83.1 - 94.1 - 106.3 (35.3-34.7)	11=>3	2420.0	5.0	3-11-14	1600.0	1.0
200204020710	ダ	左	1800	晴	良	15:05	麒麟山特別 		2002-8-3	2	新潟	7	3歳以上1000万下	(混)(別定)	1	390	2	1	150	2	7	840	9	13.0	140	1.0	1-5	7910	24	1-7	9490.0	31.0	1-7	2,330	29.0	1-13	270	1.0	7-13	2,540	31.0	14-(5,8)(3,4,6,9)(1,12)-(11,13)7(2,10)	14,5(8,6)(3,9)4(1,12)(7,11,13)2-10	(*14,5)(1,6)(3,9)(7,8,12)4(11,2,13)-10	(*14,5)(1,6)9(7,3)12(11,8,13)2,4-10	12.7 - 11.3 - 12.9 - 13.9 - 12.6 - 12.6 - 12.6 - 12.6 - 12.4	12.7 - 24.0 - 36.9 - 50.8 - 63.4 - 76.0 - 88.6 - 101.2 - 113.6 (36.9-37.6)	1=>7	14800.0	51.0	1-7-13	9530.0	34.0
200204020711	芝	左	1200	晴	良	15:40	栃尾特別 		2002-8-3	2	新潟	7	3歳以上1000万下	(混)(ハンデ)	4	340	1	4	160	1	1	230	4	13.0	2,300	14.0	1-2	500	2	1-4	1040.0	3.0	1-4	520	3.0	4-13	6,400	58.0	1-13	7,930	67.0			(1,*16)(3,4)(2,12)13,5(6,11)15(7,14)(9,10)-8	(*1,16)(3,4)(2,12)-(5,13)(6,11)(7,15,14)9,10-8	11.9 - 10.3 - 10.9 - 10.9 - 11.7 - 11.8	11.9 - 22.2 - 33.1 - 44.0 - 55.7 - 67.5 (33.1-34.4)	4=>1	2020.0	5.0	1-4-13	37310.0	101.0
200204020712	ダ	左	1800	晴	良	16:15	3歳以上500万下		2002-8-3	2	新潟	7	3歳以上500万下	(混)(別定)	3	700	4	3	250	4	6	300	5	8.0	170	3.0	3-4	2440	10	3-6	2850.0	11.0	3-6	1,150	12.0	3-8	850	10.0	6-8	660	8.0	(*14,12)11,6(2,7)8,3-4,10,1(5,13)-9	14,12-(11,6)(2,7)-(3,8)-4,10(1,5)-13-9	14(12,6,7)11(3,2)8(4,10)(1,5)-(13,9)	(14,12,*6,7)3(2,11,8)(4,10)5,1(13,9)	12.8 - 11.3 - 12.4 - 13.2 - 13.3 - 12.8 - 13.2 - 12.8 - 12.6	12.8 - 24.1 - 36.5 - 49.7 - 63.0 - 75.8 - 89.0 - 101.8 - 114.4 (36.5-38.6)	3=>6	5650.0	24.0	3-6-8	5180.0	15.0
200204020801	ダ	左	1200	曇	良	10:00	3歳未勝利		2002-8-4	2	新潟	8	3歳未勝利	牝[指](馬齢)	1	1710	6	1	300	6	13	110	1	9.0	200	4.0	1-8	890	4	1-13	970.0	4.0	1-13	400	4.0	1-9	1,460	21.0	9-13	300	2.0			(*1,7)(5,6,8)9,14(4,13)-11-(3,2,10)-12	(*1,7)(5,6,8)9-14,4(11,13)-3(2,10)-12	12.3 - 10.8 - 11.7 - 12.5 - 12.7 - 13.7	12.3 - 23.1 - 34.8 - 47.3 - 60.0 - 73.7 (34.8-38.9)	1=>13	3090.0	11.0	1-9-13	2840.0	9.0
