	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201030070608	ダ	右	1700	曇	良	19:20	ひだか応援隊hーke 		2010-7-6	6	門別	1	130万円以下	(馬齢)	9.0	10520.0	9.0	9.0	1,460	10.0	1.0	160	2.0	1-9	22880.0	29.0	9=>1	93070.0	69.0	1-5-9	53340.0	65.0	9=>1=>5	690860.0	447.0	9,7,6,(2,4),5,1,8,3,10	9,7,6,2,4,(3,5),8,1,10	9,7,2,4,(6,3),1,5,8,10	9,(7,2),(6,4),3,1,5,10,8			5.0	400	6.0	1-8	4190.0	14.0									
201030070609	ダ	右	1200	曇	良	19:55	日高町建設協会特別 		2010-7-6	6	門別	1	130万円以下	(馬齢)	6.0	740.0	3.0	6.0	190	3.0	8.0	240	4.0	6-8	1730.0	6.0	6=>8	3280.0	11.0	6-8-10	13210.0	33.0	6=>8=>10	67490.0	169.0			10,(8,11),9,5,7,3,6,1,2	10,8,(11,9),5,7,(3,6),1,2			10.0	390	6.0	6-7	970.0	6.0									
201030070610	ダ	右	1200	曇	良	20:30	栄冠賞〔H2〕	G	2010-7-6	6	門別	1	(馬齢)		5.0	170.0	1.0	5.0	110	1.0	3.0	260	5.0	3-5	1670.0	6.0	5=>3	2660.0	9.0	3-4-5	4050.0	15.0	5=>3=>4	17160.0	45.0			3,(5,6),(4,9),13,(1,12),10,14,7-8,2	3,5,6,4,9,13,1,12,14,7,10-8,2			4.0	150	2.0	3-4	450.0	1.0									
201030070701	ダ	右	1200	曇	良	15:15	C3　ー4組		2010-7-7	6	門別	2	80万円以下	(馬齢)	3.0	140.0	1.0	3.0	120	1.0	6.0	440	6.0	3-6	1100.0	5.0	3=>6	1060.0	5.0	2-3-6	1560.0	5.0	3=>6=>2	5970.0	20.0			2,3,7,(1,8),5,6,4	(2,3),7,8,1,(5,6),4			2.0	290	4.0												
201030070702	ダ	右	1000	曇	良	15:45	C3　ー5組		2010-7-7	6	門別	2	80万円以下	(馬齢)	2.0	160.0	1.0	2.0	100	1.0	3.0	180	4.0	2-3	1090.0	3.0	2=>3	1150.0	2.0	2-3-6	1050.0	2.0	2=>3=>6	3170.0	5.0			2,(10,11),(3,5),8,7,6,(1,9),4	2,(10,11),3,5,(7,8,6,9),4,1			6.0	140	3.0	2-3	1370.0	8.0									
201030070703	ダ	右	1200	曇	良	16:15	C3　ー1組		2010-7-7	6	門別	2	80万円以下	(馬齢)	7.0	170.0	1.0	7.0	100	1.0	5.0	130	2.0	5-7	290.0	2.0	7=>5	380.0	1.0	2-5-7	320.0	1.0	7=>5=>2	810.0	1.0			3,(1,7),5,4,(6,2)	3751426																	
201030070704	ダ	右	1700	曇	良	16:45	サッポロライオン賞		2010-7-7	6	門別	2	80万円以下	(馬齢)	1.0	170.0	1.0	1.0	110	1.0	5.0	250	5.0	1-5	3750.0	10.0	1=>5	2260.0	11.0	1-4-5	1690.0	6.0	1=>5=>4	11550.0	34.0	4,5,(3,7),1,2	457312	4,5,(1,7),3,2	4,5,(1,7),3-2																	
201030070705	ダ	右	1200	曇	良	17:15	C3　ー1組		2010-7-7	6	門別	2	80万円以下	(馬齢)	2.0	270.0	2.0	2.0	100	1.0	3.0	100	2.0	2-3	250.0	1.0	2=>3	560.0	2.0	1-2-3	390.0	1.0	2=>3=>1	1600.0	3.0			34127856.0	34127586.0			1.0	130	3.0												
201030070706	ダ	右	1700	曇	良	17:50	ひだか応援隊hーke		2010-7-7	6	門別	2	(馬齢)		2.0	130.0	1.0	2.0	100	1.0	1.0	440	6.0	1-2	4640.0	10.0	2=>1	7520.0	16.0	1-2-3	2440.0	8.0	2=>1=>3	20580.0	38.0	8,2,3,(4,6),1,5,7	8,2,(3,4,6),1,5,7	(8,2),3,4,6,(1,5),7	2,(8,3)-4,1,5,6,7			3.0	100	2.0												
201030070707	ダ	右	1200	曇	良	18:20	JRA認定アタックチ		2010-7-7	6	門別	2	(馬齢)		3.0	700.0	4.0	3.0	160	4.0	4.0	150	1.0	3-4	720.0	2.0	3=>4	1790.0	6.0	3-4-8	670.0	1.0	3=>4=>8	5020.0	11.0			3,8,9,(1,2),5,6,4	3,8,9,5,(1,2),6,4			8.0	180	5.0	3-4	970.0	4.0									
201030070708	ダ	右	1000	曇	良	18:50	JRA認定フレッシュ		2010-7-7	6	門別	2	(馬齢)		9.0	180.0	1.0	9.0	190	2.0	3.0	340	4.0	3-9	840.0	3.0	9=>3	1060.0	4.0	3-7-9	360.0	1.0	9=>3=>7	2120.0	8.0			5,3,(4,7),8,9	537498						3-8	480.0	2.0									
201030070709	ダ	右	1200	曇	良	19:20	サッポロスーパークリ 		2010-7-7	6	門別	2	200万円以下	(馬齢)	5.0	400.0	2.0	5.0	180	4.0	10.0	110	1.0	5-10	540.0	2.0	5=>10	1350.0	5.0	5-7-10	1180.0	3.0	5=>10=>7	5310.0	13.0			5,10,9,3,8,(4,11,12),6,(1,7),2	5,10,9,3,(4,8),12,11,6,7,1,2			7.0	140	3.0	5-7	200.0	1.0									
201030070710	ダ	右	1200	曇	良	19:55	プレセペ特別 		2010-7-7	6	門別	2	200万円以下	(定量)	8.0	770.0	3.0	8.0	190	3.0	9.0	270	6.0	8-9	3820.0	13.0	8=>9	9220.0	34.0	3-8-9	6650.0	22.0	8=>9=>3	45810.0	144.0			(1,7),9,2,4,(3,8,10),11,6=5	(7,9),1,(3,2),(4,8),10,6,11=5			3.0	260	5.0	7-7	2940.0	11.0									
201030070711	ダ	右	1800	曇	良	20:30	黒ラベルHOKKAI 		2010-7-7	6	門別	2	200万円以下	(馬齢)	10.0	420.0	2.0	10.0	150	4.0	3.0	100	1.0	3-10	280.0	1.0	10=>3	920.0	3.0	3-8-10	1350.0	4.0	10=>3=>8	6420.0	19.0	12536810479	1,2,5-3,6,8,10-4-7,9	2,5,1,4,3,(8,6),10,7,9	2,4,5,3,8,10,6,(1,7),9			8.0	140	3.0	3-8	280.0	1.0									
201030071302	ダ	右	1000	晴	稍重	15:20	2歳　未勝利		2010-7-13	6	門別	3	(馬齢)		1.0	270.0	1.0	1.0	170	2.0	8.0	250	5.0	1-8	760.0	4.0	1=>8	1650.0	7.0	1-5-8	850.0	2.0	1=>8=>5	4140.0	11.0			(4,5),8,(1,2),6,7,3	(4,5),8,1,2,6,7,3			5.0	220	3.0												
201030071303	ダ	右	1200	晴	稍重	15:50	C3　ー5組		2010-7-13	6	門別	3	80万円以下	(馬齢)	6.0	450.0	3.0	6.0	140	3.0	1.0	100	1.0	1-6	570.0	2.0	6=>1	1850.0	7.0	1-3-6	630.0	1.0	6=>1=>3	4470.0	10.0			(1,6),9,11,(3,7),2,12,10,4,8,5	1,6,(9,11),3,7,12,(2,4,10),8,5			3.0	120	2.0	1-5	630.0	3.0									
201030071304	ダ	右	1000	晴	稍重	16:20	C3　ー4組		2010-7-13	6	門別	3	80万円以下	(馬齢)	3.0	1900.0	6.0	3.0	410	6.0	6.0	460	7.0	3-6	12450.0	21.0	3=>6	38940.0	52.0	3-5-6	13720.0	33.0	3=>6=>5	175590.0	257.0			(1,3),6,5,2,9,12,8,11,10,7,4	(1,3),6,5,2,9,12,8,11,(7,10),4			5.0	200	3.0	3-5	4250.0	13.0									
201030071305	ダ	右	1000	晴	稍重	16:50	C3　ー3組		2010-7-13	6	門別	3	80万円以下	(馬齢)	8.0	220.0	1.0	8.0	150	2.0	7.0	110	1.0	7-8	400.0	1.0	8=>7	1120.0	1.0	3-7-8	3380.0	13.0	8=>7=>3	11290.0	36.0			78341256	7,8,3,(1,4),5,2,6			3.0	260	7.0												
201030071306	ダ	右	1000	晴	稍重	17:20	JRA認定アタックチ		2010-7-13	6	門別	3	(馬齢)		3.0	150.0	1.0	3.0	120	1.0	1.0	160	4.0	1-3	510.0	2.0	3=>1	600.0	1.0	1-3-7	830.0	2.0	3=>1=>7	2250.0	1.0			3,(5,7),8,1,2,(4,9),6	375812964			7.0	160	3.0	1-3	340.0	1.0									
201030071307	ダ	右	1700	晴	稍重	17:55	JRA認定フレッシュ		2010-7-13	6	門別	3	(馬齢)		3.0	190.0	1.0	3.0	140	1.0	6.0	240	5.0	3-6	1400.0	6.0	3=>6	1880.0	8.0	3-6-11	14640.0	38.0	3=>6=>11	39930.0	115.0	8,(1,6),11,5,9,(2,4),7,3,10	8,1,6-11-5,(2,4),9,3,7,10	8,1,6,11-3,(5,4),2,10,9,7	8,1,6,11,3,4,5-10,2,9,7			11.0	980	10.0	3-6	710.0	3.0									
201030071308	ダ	右	1700	晴	稍重	18:25	ひだか応援隊hーke		2010-7-13	6	門別	3	80万円以下	(馬齢)	8.0	240.0	1.0	8.0	120	2.0	2.0	110	1.0	2-8	340.0	1.0	8=>2	460.0	1.0	2-8-10	480.0	1.0	8=>2=>10	1600.0	1.0	5,12,2,7,(1,8,10,9),3,4,6,11	5,(12,9),2,(1,8,7),10,3,4,6-11	(5,12,9),2,8,1,7,10,4,3,6,11	(5,12,9),2,8,1,7,10,4,3,11,6			10.0	190	4.0	2-6	340.0	1.0									
201030071309	ダ	右	1200	晴	稍重	18:55	JRA認定フレッシュ		2010-7-13	6	門別	3	牝(馬齢)		3.0	140.0	1.0	3.0	110	1.0	1.0	170	3.0	1-3	240.0	1.0	3=>1	320.0	1.0	1-3-5	420.0	2.0	3=>1=>5	990.0	2.0			3,5,(1,7),8,9-2	3517892						1-3	270.0	1.0									
201030071310	ダ	右	1200	晴	稍重	19:25	全道Aiba祭特別 		2010-7-13	6	門別	3	300万円以下	(馬齢)	3.0	550.0	3.0	3.0	110	2.0	7.0	100	1.0	3-7	150.0	1.0	3=>7	680.0	3.0	3-7-9	970.0	4.0	3=>7=>9	4010.0	10.0			378495162.0	378495162.0			9.0	210	5.0	3-7	200.0	1.0									
201030071311	ダ	右	1800	晴	稍重	19:55	日高町水道協会特別 		2010-7-13	6	門別	3	300万円以下	(馬齢)	7.0	170.0	1.0	7.0	100	1.0	1.0	120	2.0	1-7	410.0	1.0	7=>1	600.0	2.0	1-4-7	1430.0	5.0	7=>1=>4	4070.0	10.0	1,(4,6),(2,5),10,7,8,12,9,11,3	1,(4,6),(2,5),7,10,9,8,12,11,3	1,4,6,2,7,(5,10),(9,8),12,3,11	1,4,6,7,2,10,(9,8,12),5,3,11			4.0	290	5.0	1-6	460.0	2.0									
201030071401	ダ	右	1200	曇	稍重	15:15	2歳　牝馬		2010-7-14	6	門別	4	牝(馬齢)		2.0	460.0	3.0	2.0	230	2.0	5.0	240	3.0	2-5	500.0	2.0	2=>5	810.0	4.0	2-3-5	1260.0	7.0	2=>5=>3	3310.0	10.0			3712564	(3,7)-2,1,5,6,4																	
201030071402	ダ	右	1200	曇	稍重	15:45	2歳　未勝利		2010-7-14	6	門別	4	(馬齢)		2.0	530.0	2.0	2.0	140	2.0	5.0	100	1.0	2-5	340.0	2.0	2=>5	2240.0	8.0	2-4-5	630.0	2.0	2=>5=>4	10180.0	29.0			5,6,1,8,2,4,(3,7)	5,6,(1,2),8,4,3,7			4.0	180	5.0												
201030071403	ダ	右	1000	曇	稍重	16:15	ウィナーズチャレンジ 		2010-7-14	6	門別	4	(馬齢)		5.0	1320.0	4.0	5.0	300	3.0	3.0	190	2.0	3-5	1840.0	6.0	5=>3	4960.0	13.0	3-4-5	390.0	2.0	5=>3=>4	7260.0	29.0			4,3,5,(1,2,6)	435162																	
201030071404	ダ	右	1000	曇	稍重	16:45	C3　ー6組		2010-7-14	6	門別	4	80万円以下	(馬齢)	11.0	580.0	3.0	11.0	140	4.0	3.0	100	1.0	3-11	880.0	4.0	11=>3	2510.0	10.0	3-9-11	570.0	1.0	11=>3=>9	4560.0	13.0			(3,11),1,(2,9),10,4,6,(7,5),8,12	11,3,9,1,2,10,(4,6),5,7,8-12			9.0	100	2.0	3-8	700.0	3.0									
201030071405	ダ	右	1200	曇	稍重	17:15	C3　ー2組		2010-7-14	6	門別	4	80万円以下	(馬齢)	4.0	190.0	1.0	4.0	130	2.0	1.0	100	1.0	1-4	220.0	1.0	4=>1	430.0	1.0	1-4-6	700.0	1.0	4=>1=>6	2100.0	2.0			6,4,5,8,7,2,11,1,9,10,(3,12)	6,4,5,8,2,7,11,1-9,10,3,12			6.0	250	5.0	1-4	250.0	1.0									
201030071406	ダ	右	1200	曇	稍重	17:50	JRA認定ルーキーチ		2010-7-14	6	門別	4	(馬齢)		8.0	1810.0	6.0	8.0	360	6.0	4.0	450	7.0	4-8	17540.0	27.0	8=>4	77160.0	55.0	2-4-8	18050.0	39.0	8=>4=>2	166720.0	256.0			(4,8),5,(2,6),1,3,7	(4,8),5,(2,6),1,3,7			2.0	210	4.0												
201030071407	ダ	右	1700	曇	稍重	18:20	ひだか応援隊hーke		2010-7-14	6	門別	4	80万円以下	(馬齢)	5.0	330.0	2.0	5.0	140	2.0	8.0	140	1.0	5-8	320.0	1.0	5=>8	760.0	3.0	2-5-8	2620.0	7.0	5=>8=>2	9780.0	29.0	(1,5),8,2,6,4,3,9,7,10	15286349710	1,(5,8),(2,6),3,9,4,10,7	(5,8),(1,6),2,3,9,4,10,7			2.0	690	10.0	5-7	320.0	1.0									
201030071408	ダ	右	1000	曇	稍重	18:50	JRA認定フレッシュ		2010-7-14	6	門別	4	(馬齢)		8.0	770.0	4.0	8.0	160	4.0	2.0	130	2.0	2-8	1300.0	6.0	8=>2	3440.0	13.0	2-7-8	600.0	1.0	8=>2=>7	11600.0	33.0			7,(2,8),(10,11),9,4,1,3,5,6	(7,8),2,9,11,10,4-1,3-5,6			7.0	100	1.0	2-7	1420.0	6.0									
201030071409	ダ	右	1800	曇	稍重	19:20	デネブ特別 		2010-7-14	6	門別	4	200万円以下	(定量)	11.0	540.0	3.0	11.0	170	3.0	10.0	160	2.0	10-11	670.0	3.0	11=>10	1930.0	6.0	4-10-11	9570.0	24.0	11=>10=>4	28810.0	74.0	6109521178341	1069521173841	10,9,11,5,7,(6,4),2,1,8,3	10,11,9,5,(7,4),1,6,2,8,3			4.0	1,050	10.0	8-8	730.0	2.0									
201030071410	ダ	右	1200	曇	稍重	19:55	アルビレオ特別 		2010-7-14	6	門別	4	800万円以下	(別定)	7.0	130.0	1.0	7.0	130	1.0	5.0	250	4.0	5-7	790.0	3.0	7=>5	910.0	4.0	1-5-7	3580.0	11.0	7=>5=>1	9130.0	26.0			(3,7),8,1,(6,9),2,5	(3,7),1,8,6,9,2,5			1.0	390	7.0	5-7	750.0	3.0									
201030071411	ダ	右	1800	曇	稍重	20:30	優駿の里北海道安平町 		2010-7-14	6	門別	4	(別定)		7.0	250.0	2.0	7.0	160	3.0	4.0	250	4.0	4-7	1320.0	4.0	7=>4	1800.0	3.0	4-6-7	5260.0	23.0	7=>4=>6	14200.0	38.0	8,5,(4,9),3,7,1,(10,11),6,2	8,5,7,(4,9),3,1,10,11-6,2	5,7,(8,9),4,(1,3,10),11,6-2	(5,7),9,4,(1,3),(8,10),6,11-2			6.0	320	6.0	4-6	1370.0	6.0									
201030071501	ダ	右	1000	曇	良	14:50	2歳　未勝利		2010-7-15	6	門別	5	(馬齢)		1.0	230.0	2.0	1.0	150	2.0	5.0	210	3.0	1-5	510.0	3.0	1=>5	860.0	3.0	1-3-5	190.0	1.0	1=>5=>3	1620.0	6.0			5,(1,6),4,2,3	5-1,6,4,3,2																	
201030071502	ダ	右	1200	曇	良	15:20	C3　ー6組		2010-7-15	6	門別	5	80万円以下	(馬齢)	3.0	120.0	1.0	3.0	100	1.0	4.0	120	2.0	3-4	280.0	1.0	3=>4	300.0	1.0	3-4-12	290.0	1.0	3=>4=>12	810.0	1.0			3,4,6,5,1,12,(8,10),11,(2,9),7	(3,4),6,12,5,1,10,8,(9,11),2,7			12.0	130	3.0	3-4	390.0	2.0									
201030071503	ダ	右	1000	曇	良	15:50	C3　ー1組		2010-7-15	6	門別	5	80万円以下	(馬齢)	1.0	170.0	1.0	1.0	140	2.0	2.0	210	3.0	1-2	510.0	2.0	1=>2	850.0	4.0	1-2-5	200.0	1.0	1=>2=>5	1480.0	5.0			123546	1,2,(3,5),(4,6)																	
201030071504	ダ	右	1200	曇	良	16:20	C3　ー3組		2010-7-15	6	門別	5	80万円以下	(馬齢)	7.0	620.0	4.0	7.0	110	2.0	2.0	110	3.0	2-7	1020.0	5.0	7=>2	2380.0	10.0	2-3-7	1260.0	3.0	7=>2=>3	10240.0	34.0			(1,11),3,2,12,7,8,6,9-4,5	(1,11),(2,3),(12,7),8,6,9-4-5			3.0	110	1.0	2-6	1160.0	6.0									
201030071505	ダ	右	1200	曇	良	16:50	JRA認定アタックチ		2010-7-15	6	門別	5	(馬齢)		4.0	2480.0	8.0	4.0	440	6.0	5.0	230	4.0	4-5	6780.0	23.0	4=>5	20160.0	47.0	3-4-5	57830.0	91.0	4=>5=>3	398790.0	537.0			3,5,(2,10,11),9,7,6,4=8	3,5,11,(2,10),(7,9),6,4=8			3.0	1,400	11.0	4-5	8350.0	21.0									
201030071506	ダ	右	1000	曇	良	17:20	JRA認定ルーキーチ		2010-7-15	6	門別	5	(馬齢)		10.0	230.0	1.0	10.0	120	2.0	1.0	330	7.0	1-10	3390.0	11.0	10=>1	4440.0	16.0	1-6-10	4000.0	13.0	10=>1=>6	26150.0	77.0			(1,4),(6,10),3,7,11,5,9,2	1,10,(6,4),(3,7)-(5,11)-9-2			6.0	120	1.0	1-8	3580.0	9.0									
201030071507	ダ	右	1700	曇	良	17:55	ひだか応援隊hーke		2010-7-15	6	門別	5	80万円以下	(馬齢)	4.0	140.0	1.0	4.0	100	1.0	2.0	220	4.0	2-4	1110.0	3.0	4=>2	840.0	3.0	1-2-4	4100.0	15.0	4=>2=>1	8010.0	24.0	89103726154	(8,9),10,7,3,2,6,1,5,4	8,9,7,(10,3),2,1,6,5,4	8,(9,7),3,10,2,1,6,5,4			1.0	410	6.0	2-4	890.0	3.0									
201030071508	ダ	右	1200	曇	良	18:25	JRA認定フレッシュ		2010-7-15	6	門別	5	(馬齢)		5.0	180.0	1.0	5.0	110	1.0	9.0	110	2.0	5-9	160.0	1.0	5=>9	370.0	1.0	5-6-9	430.0	1.0	5=>9=>6	1000.0	1.0			(5,9),8,2,3,1,6,7,4	9,5,(2,8),3,1,6,7,4			6.0	180	4.0	5-8	120.0	1.0									
201030071509	ダ	右	1200	曇	良	18:55	JRA認定フレッシュ		2010-7-15	6	門別	5	(馬齢)		7.0	200.0	1.0	7.0	100	1.0	2.0	140	4.0	2-7	470.0	2.0	7=>2	640.0	2.0	1-2-7	660.0	3.0	7=>2=>1	1850.0	2.0			72891365	7,2,1,8,(3,9),6,5			1.0	140	3.0	2-7	440.0	2.0									
201030071510	ダ	右	1200	曇	良	19:25	むかわ町穂別地球体験 		2010-7-15	6	門別	5	300万円以下	(馬齢)	3.0	1040.0	3.0	3.0	120	3.0	5.0	100	2.0	3-5	1040.0	4.0	3=>5	2190.0	9.0	2-3-5	380.0	1.0	3=>5=>2	5000.0	18.0			4,5,3,6,2,(1,7)-8	4,(5,3),(2,6),1,7=8			2.0	100	1.0												
201030071511	ダ	右	1800	曇	良	19:55	JAとまこまい広域メ 		2010-7-15	6	門別	5	800万円以下	(別定)	6.0	860.0	5.0	6.0	280	5.0	5.0	260	4.0	5-6	2130.0	10.0	6=>5	3500.0	17.0	2-5-6	950.0	5.0	6=>5=>2	13580.0	58.0	1246735	1,2,4,6,7-3,5	1247653	2176453																	
201030072001	ダ	右	1000	晴	良	16:50	2歳　未勝利		2010-7-20	7	門別	1	(馬齢)		5.0	140.0	1.0	5.0	140	1.0	2.0	170	2.0	2-5	550.0	1.0	5=>2	840.0	2.0	2-4-5	650.0	2.0	5=>2=>4	2430.0	5.0			(1,5),4,6,(2,3),7	(1,5),4,6,3,2-7																	
201030072003	ダ	右	1200	晴	良	17:55	優駿浪漫街道賞		2010-7-20	7	門別	1	80万円以下	(馬齢)	7.0	140.0	1.0	7.0	100	1.0	2.0	110	3.0	2-7	240.0	1.0	7=>2	310.0	1.0	2-3-7	180.0	1.0	7=>2=>3	530.0	2.0			7,8,(3,5),2,4,1,6	78352416			3.0	100	2.0												
201030072004	ダ	右	1000	晴	良	18:25	C3　ー7組		2010-7-20	7	門別	1	80万円以下	(馬齢)	7.0	210.0	1.0	7.0	130	1.0	5.0	170	3.0	5-7	890.0	3.0	7=>5	1710.0	6.0	2-5-7	1770.0	6.0	7=>5=>2	6430.0	23.0			(6,8),1,(2,5),7,3,4	(6,8),(7,2,1),5,3,4			2.0	290	6.0												
201030072005	ダ	右	1200	晴	良	18:55	C3　ー4組		2010-7-20	7	門別	1	80万円以下	(馬齢)	3.0	260.0	2.0	3.0	130	2.0	2.0	110	1.0	2-3	270.0	1.0	3=>2	580.0	2.0	2-3-5	2720.0	8.0	3=>2=>5	10760.0	36.0			246359781	2,4,6,(3,5),9,7,8,1			5.0	270	6.0	2-3	350.0	1.0									
201030072006	ダ	右	1700	晴	良	19:25	JRA認定アタックチ		2010-7-20	7	門別	1	(馬齢)		4.0	370.0	3.0	4.0	170	4.0	2.0	130	2.0	2-4	1240.0	6.0	4=>2	3100.0	12.0	2-3-4	7060.0	24.0	4=>2=>3	33050.0	104.0	4,5,6,7,9,3,(2,8),1	456793812	456937812	4,5,6,3,9,2,8,(7,1)			3.0	430	6.0	2-4	1500.0	6.0									
201030072007	ダ	右	1700	晴	良	19:55	室蘭地球岬特別 		2010-7-20	7	門別	1	130万円以下	(馬齢)	5.0	140.0	1.0	5.0	110	1.0	8.0	150	4.0	5-8	460.0	3.0	5=>8	590.0	2.0	4-5-8	930.0	3.0	5=>8=>4	2790.0	10.0	879512436	8,7,5,9,4,(1,2),3,6	(8,5),(4,6),(9,3),2,7,1	(8,5,4),9,(2,3),6,1,7			4.0	130	2.0	5-8	240.0	1.0									
201030072008	ダ	右	1200	晴	良	20:30	サムライハート賞 		2010-7-20	7	門別	1	130万円以下	(馬齢)	5.0	190.0	1.0	5.0	100	1.0	3.0	280	5.0	3-5	1860.0	7.0	5=>3	2680.0	10.0	3-5-12	4340.0	11.0	5=>3=>12	12790.0	39.0			57129310486111	5,(3,7),12,9,10,4,(6,8),11,1			12.0	180	3.0	3-5	1470.0	6.0									
201030072101	ダ	右	1200	曇	良	16:20	C3　ー6組		2010-7-21	7	門別	2	80万円以下	(馬齢)	6.0	150.0	1.0	6.0	180	2.0	4.0	1,220	6.0	4-6	1730.0	8.0	6=>4	2300.0	11.0	3-4-6	2190.0	10.0	6=>4=>3	7250.0	32.0			465321.0	465231.0																	
201030072102	ダ	右	1000	曇	良	16:50	C3　ー6組		2010-7-21	7	門別	2	80万円以下	(馬齢)	6.0	190.0	1.0	6.0	100	1.0	1.0	120	2.0	1-6	200.0	1.0	6=>1	280.0	1.0	1-2-6	1050.0	3.0	6=>1=>2	2150.0	5.0			1,5,6,2,9,8,3,(4,7)	1,5,6,2,9,8,(3,7),4			2.0	240	5.0	1-6	200.0	1.0									
201030072103	ダ	右	1000	曇	良	17:20	C3　ー5組		2010-7-21	7	門別	2	80万円以下	(馬齢)	3.0	130.0	1.0	3.0	110	1.0	4.0	130	3.0	3-4	340.0	2.0	3=>4	540.0	1.0	2-3-4	350.0	1.0	3=>4=>2	1320.0	2.0			6234851	6,(2,3,4),8,5-1			2.0	150	4.0												
201030072104	ダ	右	1200	曇	良	17:55	C3　ー7組		2010-7-21	7	門別	2	80万円以下	(馬齢)	9.0	220.0	1.0	9.0	100	1.0	2.0	960	9.0	2-9	13090.0	20.0	9=>2	13100.0	36.0	1-2-9	5460.0	15.0	9=>2=>1	30990.0	78.0			(1,2),(5,8),9,10,(3,11),7-6	(1,2,8,9),5,(10,11),3,7-6			1.0	110	2.0	2-7	24640.0	18.0									
201030072105	ダ	右	1700	曇	良	18:25	ひだか応援隊hーke		2010-7-21	7	門別	2	(馬齢)		7.0	510.0	3.0	7.0	230	3.0	6.0	370	4.0	6-7	1800.0	7.0	7=>6	3730.0	12.0	4-6-7	3130.0	11.0	7=>6=>4	16990.0	55.0	7,1,4,(2,5,6),3	7,1,4,6,2,(3,5)	7,(1,4),(2,3,6)-5	7,4,1,6,2,3=5																	
201030072106	ダ	右	1000	曇	良	18:55	JRA認定フレッシュ		2010-7-21	7	門別	2	牝(馬齢)		7.0	130.0	1.0	7.0	110	1.0	10.0	290	4.0	7-10	940.0	4.0	7=>10	930.0	4.0	1-7-10	1950.0	6.0	7=>10=>1	4610.0	14.0			7,6,(1,8),9,2,10,(3,5)-4	7,6,(1,8),9,10,2,3,5-4			1.0	310	5.0	7-8	350.0	2.0									
201030072107	ダ	右	1200	曇	良	19:25	ウィナーズチャレンジ 		2010-7-21	7	門別	2	(馬齢)		2.0	160.0	1.0	2.0	110	1.0	1.0	180	2.0	1-2	310.0	1.0	2=>1	530.0	1.0	1-2-5	2220.0	9.0	2=>1=>5	4660.0	17.0			4,5,3,1,(2,6)	(4,5,3),(1,2),6																	
201030072201	ダ	右	1000	曇	良	15:50	2歳　未勝利		2010-7-22	7	門別	3	(馬齢)		7.0	800.0	4.0	7.0	190	3.0	2.0	180	2.0	2-7	420.0	2.0	7=>2	1100.0	6.0	2-6-7	3370.0	13.0	7=>2=>6	21060.0	64.0			(2,3),7,6,(4,1,5)	2,3,7,6,(4,5),1																	
201030072202	ダ	右	1200	曇	良	16:20	C3　ー5組		2010-7-22	7	門別	3	80万円以下	(馬齢)	3.0	320.0	2.0	3.0	110	2.0	4.0	100	1.0	3-4	260.0	1.0	3=>4	440.0	1.0	2-3-4	280.0	1.0	3=>4=>2	1860.0	4.0			2,4,10,1,(7,9),3,6,(8,5)	2,4,1,(7,9),3,10,6,(8,5)			2.0	130	3.0	3-4	300.0	1.0									
201030072203	ダ	右	1000	曇	良	16:50	道の駅樹海ロード日高		2010-7-22	7	門別	3	80万円以下	(馬齢)	5.0	450.0	3.0	5.0	310	2.0	4.0	790	4.0	4-5	1800.0	8.0	5=>4	3140.0	13.0	4-5-7	720.0	2.0	5=>4=>7	7860.0	27.0			(2,3,4,7),6,5,1	(2,4,7),3,5,6-1																	
201030072204	ダ	右	1200	曇	良	17:20	JRA認定アタックチ		2010-7-22	7	門別	3	(馬齢)		8.0	1630.0	5.0	8.0	240	6.0	5.0	140	1.0	5-8	1410.0	6.0	8=>5	3610.0	18.0	5-7-8	1280.0	5.0	8=>5=>7	17070.0	56.0			(4,6),5,(3,7),(2,8),1,9	(4,6),5,(3,7),2,8,1,9			7.0	140	2.0	5-8	510.0	2.0									
201030072205	ダ	右	1700	曇	良	17:55	ひだか応援隊hーke		2010-7-22	7	門別	3	80万円以下	(馬齢)	2.0	2100.0	5.0	2.0	310	5.0	4.0	160	2.0	2-4	3910.0	10.0	2=>4	7890.0	24.0	2-4-5	24560.0	47.0	2=>4=>5	181570.0	265.0	2,5,3,(1,8),9,4,7,6	253189476	2,5,3,(8,9),1,(4,7),6	2,5,3,(8,9),4,(1,7),6			5.0	400	7.0	2-4	3630.0	9.0									
