	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200404010406	ダ	左	1800	曇	良	12:35	4歳以上500万下		2004-5-9	1	新潟	4	4歳以上500万下	牝[指](別定)	2	300	1	2	130	1	14	290	6	13.0	150	3.0	2-8	2440	9	2=>14	3640	9	2-13-14	2190	4	(*2,4,13)(1,3,11,12)(9,15)6(5,8)(7,10)14	(*2,4,13)(1,3,11)(12,15)(6,9)(5,8)(7,10)14	(*2,4)(1,13)11(3,12)9(6,15)(5,8)(7,10)14	(*2,4,13)(1,11)(3,12)9(6,10)(5,8,15)7,14	12.7 - 11.9 - 12.7 - 13.1 - 12.6 - 12.8 - 12.9 - 12.4 - 13.6	12.7 - 24.6 - 37.3 - 50.4 - 63.0 - 75.8 - 88.7 - 101.1 - 114.7 (37.3-38.9)	2-14	2520.0	8.0	2-14	630	4.0	2-13	200	1.0	13-14	690	6.0
200404010407	ダ	左	1200	曇	良	13:05	4歳以上500万下		2004-5-9	1	新潟	4	4歳以上500万下	(混)[指](別定)	1	1090	4	1	410	5	15	300	3	8.0	420	7.0	1-8	3840	13	1=>15	13030	44	1-8-15	25380	77			(*2,3)(11,12)4(6,13,15)(1,8)(7,10)9,5-14	(2,*3)(11,12)(4,8,15)(1,13)(6,10)7,9,5-14	12.1 - 10.5 - 11.4 - 12.7 - 12.6 - 12.8	12.1 - 22.6 - 34.0 - 46.7 - 59.3 - 72.1 (34.0-38.1)	1-15	5380.0	19.0	1-15	2,070	23.0	1-8	2,710	34.0	8-15	1,880	19.0
200404010408	芝	左	2200	曇	良	13:35	4歳以上500万下		2004-5-9	1	新潟	4	4歳以上500万下	[指](別定)	3	440	2	3	190	2	4	250	4	8.0	190	3.0	3-4	1820	7	3=>4	3710	13	3-4-8	4140	11	11,13(9,10)-(8,7)-12,2,1(3,4)-(5,6)	11-13(9,10)(8,7)=(12,2)-(1,4)3-(5,6)	11,13,10(7,8)(9,3,2)4(12,1)(5,6)	11,13(10,8)(7,3,2)4(9,1,6)12,5	12.6 - 11.2 - 11.6 - 11.8 - 12.2 - 12.1 - 12.2 - 12.3 - 11.8 - 12.4 - 12.4	12.6 - 23.8 - 35.4 - 47.2 - 59.4 - 71.5 - 83.7 - 96.0 - 107.8 - 120.2 - 132.6 (35.4-36.6)	3-4	2150.0	7.0	3-4	680	7.0	3-8	490	4.0	4-8	1,060	13.0
200404010409	芝	左	2000	小雨	良	14:10	こけもも賞 		2004-5-9	1	新潟	4	3歳500万下	(特指)(馬齢)	8	1110	5	8	230	5	6	170	4	3.0	130	1.0	6-8	3160	13	8=>6	7150	26	3-6-8	2470	10			4=1,5-3-6-(2,8)-7	4=1-(5,3)-6,8(2,7)	12.9 - 10.8 - 11.0 - 11.4 - 12.0 - 12.2 - 12.6 - 12.5 - 11.7 - 12.7	12.9 - 23.7 - 34.7 - 46.1 - 58.1 - 70.3 - 82.9 - 95.4 - 107.1 - 119.8 (34.7-36.9)												
200404010410	芝	左	1200	小雨	良	14:45	4歳以上500万下		2004-5-9	1	新潟	4	4歳以上500万下	(混)[指](別定)	4	1540	7	4	400	5	7	290	4	5.0	260	3.0	2-4	2810	14	4=>7	8920	39	4-5-7	11970	42			(*1,16)8(2,11)(4,6,15)(10,13)5(12,14)(9,7)-3	(*1,16)8(2,11)(4,6,15)(10,13)(5,14,7)12-9-3	11.9 - 10.4 - 11.3 - 11.4 - 11.9 - 12.0	11.9 - 22.3 - 33.6 - 45.0 - 56.9 - 68.9 (33.6-35.3)	4-7	3680.0	17.0	4-7	1,200	12.0	4-5	1,630	23.0	5-7	1,320	14.0
200404010411	芝	左	1200	小雨	良	15:25	大日岳特別 		2004-5-9	1	新潟	4	4歳以上1000万下	(混)[指](別定)	1	690	3	1	240	3	8	880	13	13.0	180	1.0	1-4	6190	25	1=>8	47570	127	1-8-13	39630	131			2,10(1,12,14)(9,13)(3,8)(7,16)(4,15)5,11 6	2,10(1,12,14)(9,13)(3,8,16)(4,7)15,5,11 6	11.9 - 10.9 - 11.1 - 11.3 - 11.5 - 11.9	11.9 - 22.8 - 33.9 - 45.2 - 56.7 - 68.6 (33.9-34.7)	1-8	28980.0	70.0	1-8	5,570	67.0	1-13	760	4.0	8-13	3,850	54.0
200404010412	芝	左	1800	小雨	良	16:10	加治川特別 		2004-5-9	1	新潟	4	4歳以上500万下	(混)[指](別定)	7	250	1	7	130	1	4	170	2	1.0	370	7.0	4-6	440	1	7=>4	1100	2	1-4-7	2910	7			(*8,10)(9,11)(2,1)7-(6,5)4-3	(*8,10)(9,11)(2,1)7-(6,5)4-3	12.4 - 11.1 - 11.6 - 12.6 - 12.3 - 12.3 - 11.7 - 10.9 - 11.4	12.4 - 23.5 - 35.1 - 47.7 - 60.0 - 72.3 - 84.0 - 94.9 - 106.3 (35.1-34.0)	4-7	660.0	1.0	4-7	290	1.0	1-7	770	9.0	1-4	1,050	14.0
200404010501	芝	左	1400	晴	良	09:55	3歳未勝利		2004-5-15	1	新潟	5	3歳未勝利	牝(馬齢)	9	360	2	9	150	1	7	650	7	6.0	1,130	12.0	4-5	2490	8	9=>7	4410	16	6-7-9	52200	128			15-(3,16)9(1,6,13)(7,5,12)(2,14)11(8,10)4	15-(3,16)9(1,6,13)(7,5)12(2,11,14)4(8,10)	12.5 - 10.6 - 11.5 - 11.9 - 12.1 - 11.9 - 12.6	12.5 - 23.1 - 34.6 - 46.5 - 58.6 - 70.5 - 83.1 (34.6-36.6)	7-9	2890.0	9.0	7-9	1,110	10.0	6-9	2,760	31.0	6-7	14,210	89.0
200404010502	ダ	左	1200	晴	稍重	10:25	3歳未勝利		2004-5-15	1	新潟	5	3歳未勝利	(混)(馬齢)	14	330	1	14	160	2	15	300	5	2.0	200	3.0	8-8	1190	4	14=>15	2160	5	2-14-15	3330	9			(*9,14)7,15,2,8(3,10,5)6(1,13,4,11)12	(*9,14)(7,15)-2,8,3,5(6,11)(13,10,4,12)1	12.2 - 10.9 - 11.4 - 12.5 - 12.3 - 13.8	12.2 - 23.1 - 34.5 - 47.0 - 59.3 - 73.1 (34.5-38.6)	14-15	1320.0	6.0	14-15	560	6.0	2-14	540	5.0	2-15	900	11.0
200404010503	芝	左	1600	晴	良	10:55	3歳未勝利		2004-5-15	1	新潟	5	3歳未勝利	(混)(馬齢)	10	280	1	10	150	1	13	540	8	12.0	260	4.0	5-7	2050	10	10=>13	5610	22	10-12-13	8090	23			7(5,6)(2,3,12)-10(1,13)-(9,15)16,8-14(4,11)	(*7,5,6)(2,3,12)10(1,13)15,16(9,8)14(4,11)	12.6 - 10.9 - 11.8 - 12.2 - 12.5 - 11.9 - 10.9 - 13.2	12.6 - 23.5 - 35.3 - 47.5 - 60.0 - 71.9 - 82.8 - 96.0 (35.3-36.0)	10-13	3910.0	16.0	10-13	1,390	17.0	10-12	500	2.0	12-13	2,960	35.0
200404010504	ダ	左	1800	晴	稍重	11:25	3歳未勝利		2004-5-15	1	新潟	5	3歳未勝利	(馬齢)	11	390	2	11	170	3	2	250	6	6.0	190	4.0	2-8	2120	10	11=>2	2780	15	2-6-11	3650	19	1,6(2,11)(3,7)4-(9,10)5,8	1,6(2,11)(4,3)7(9,10)-(5,8)	1,6(2,11)(3,7,8)4(9,10)5	(*1,6)11,2(3,7,8)-4(9,10)-5	12.6 - 12.2 - 13.4 - 13.7 - 13.2 - 12.9 - 12.7 - 12.3 - 13.0	12.6 - 24.8 - 38.2 - 51.9 - 65.1 - 78.0 - 90.7 - 103.0 - 116.0 (38.2-38.0)	2-11	1750.0	12.0	2-11	650	10.0	6-11	610	9.0	2-6	840	15.0
200404010505	芝	左	2000	晴	良	11:55	3歳未勝利		2004-5-15	1	新潟	5	3歳未勝利	(馬齢)	3	310	2	3	170	2	9	260	4	5.0	320	6.0	3-7	2300	9	3=>9	3200	12	3-5-9	6620	21	(2,8,*11)(1,9,10)(4,3,6,5)-7	(*2,11)8(1,9,10)5(4,3)6-7	(2,*11)(8,10,5)(1,9)3(4,6)-7	(2,*11,10)(8,1,5)(9,3)(4,6)7	12.4 - 11.7 - 12.6 - 13.0 - 12.3 - 12.8 - 12.5 - 11.9 - 12.0 - 12.0	12.4 - 24.1 - 36.7 - 49.7 - 62.0 - 74.8 - 87.3 - 99.2 - 111.2 - 123.2 (36.7-35.9)	3-9	2210.0	9.0	3-9	770	9.0	3-5	700	8.0	5-9	1,850	18.0
200404010506	ダ	左	1200	晴	稍重	12:45	4歳以上500万下		2004-5-15	1	新潟	5	4歳以上500万下	(別定)	1	840	4	1	370	5	12	170	2	8.0	460	7.0	1-7	3100	14	1=>12	6650	25	1-8-12	18940	63			12(1,2,10)3,11,8(4,7,13)(6,14,9)(5,15)	12(1,10)2(3,11)(8,7)(4,14)(6,9)(5,15)-13	12.3 - 11.0 - 11.6 - 12.3 - 12.3 - 12.5	12.3 - 23.3 - 34.9 - 47.2 - 59.5 - 72.0 (34.9-37.1)	1-12	3090.0	11.0	1-12	1,230	11.0	1-8	2,970	39.0	8-12	1,930	24.0
200404010507	ダ	左	1800	晴	稍重	13:15	4歳以上500万下		2004-5-15	1	新潟	5	4歳以上500万下	(別定)	7	510	3	7	230	3	12	280	4	6.0	1,130	11.0	4-7	1770	8	7=>12	3660	14	6-7-12	42310	105	7(12,14)4(2,5,8)(9,11)-3-(1,13)-6-15,10	7,12(4,14)5(2,8,11)(3,9)-1-13,6,15,10	7,12(4,2,5)(14,11)-9(1,8)-(3,6)15-(10,13)	7(4,12)(2,5)11-(9,14)(1,8,6)-15,3-(10,13)	12.7 - 11.2 - 12.4 - 12.9 - 12.3 - 12.3 - 13.0 - 12.5 - 13.0	12.7 - 23.9 - 36.3 - 49.2 - 61.5 - 73.8 - 86.8 - 99.3 - 112.3 (36.3-38.5)	7-12	2000.0	6.0	7-12	760	7.0	6-7	5,360	45.0	6-12	8,260	59.0
200404010508	芝	左	1600	晴	良	13:45	4歳以上500万下		2004-5-15	1	新潟	5	4歳以上500万下	牝(別定)	8	1250	6	8	370	5	3	230	3	12.0	2,030	14.0	2-4	1930	7	8=>3	6770	26	3-8-12	123980	273			1-13(5,16)-9(3,15)11,12(7,4)(2,14)8(6,10)	1=13-(5,16)-9(11,3)(7,15)12(2,4)(8,14)(6,10)	12.5 - 10.8 - 11.6 - 11.7 - 11.8 - 12.0 - 11.6 - 12.4	12.5 - 23.3 - 34.9 - 46.6 - 58.4 - 70.4 - 82.0 - 94.4 (34.9-36.0)	3-8	2380.0	7.0	3-8	1,390	10.0	8-12	15,600	88.0	3-12	11,680	78.0
200404010509	芝	左	2400	晴	良	14:20	4歳以上500万下		2004-5-15	1	新潟	5	4歳以上500万下	(混)(別定)	8	520	3	8	200	3	6	180	2	2.0	230	6.0	5-6	620	2	8=>6	2620	9	2-6-8	3270	10	11-6-8-12(3,4,7)(1,2)9,10-5	11-6-8-12(3,7)4(1,2)(10,9)-5	11(6,8)(3,12)(4,7)(1,2)(10,9)5	(*11,6)8(3,4,12)(1,2,7)(10,9)5	12.5 - 11.7 - 12.4 - 12.0 - 12.6 - 13.0 - 12.5 - 12.9 - 12.5 - 12.1 - 11.5 - 12.2	12.5 - 24.2 - 36.6 - 48.6 - 61.2 - 74.2 - 86.7 - 99.6 - 112.1 - 124.2 - 135.7 - 147.9 (36.6-35.8)	6-8	1330.0	5.0	6-8	550	5.0	2-8	610	7.0	2-6	860	13.0
200404010510	芝	左	2000	晴	良	14:55	紫雲寺特別 		2004-5-15	1	新潟	5	4歳以上500万下	(混)(別定)	14	11520	11	14	1,660	11	12	150	2	5.0	250	3.0	7-8	4160	16	14=>12	64140	87	5-12-14	38780	82			14=(9,13)-(1,3)(6,8,7)(5,11)(2,10)(4,12)	14=(9,13)(1,3)(6,8)(5,7)(2,11)(4,10,12)	12.5 - 10.4 - 11.1 - 11.2 - 12.0 - 12.4 - 12.8 - 12.1 - 12.0 - 13.3	12.5 - 22.9 - 34.0 - 45.2 - 57.2 - 69.6 - 82.4 - 94.5 - 106.5 - 119.8 (34.0-37.4)	12-14	19030.0	36.0	12-14	5,190	42.0	5-14	8,490	54.0	5-12	500	4.0
200404010511	芝	直	1000	晴	良	15:30	邁進特別 		2004-5-15	1	新潟	5	4歳以上1000万下	(混)(別定)	16	1000	4	16	330	5	10	3,890	15	4.0	2,440	14.0	5-8	4280	20	16=>10	177810	188	4-10-16	1555450	526					11.9 - 10.1 - 10.5 - 10.9 - 11.9	11.9 - 22.0 - 32.5 - 43.4 - 55.3 (32.5-33.3)	10-16	101470.0	97.0	10-16	21,860	101.0	4-16	12,340	79.0	4-10	68,070	120.0
200404010512	芝	左	1400	晴	良	16:10	六日町特別 		2004-5-15	1	新潟	5	4歳以上500万下	(混)(別定)	16	1580	7	16	400	8	11	330	5	6.0	210	3.0	6-8	3170	13	16=>11	18570	57	6-11-16	16140	51			(*14,16)(6,13)(7,12)(5,9)15(11,8,10)-(4,3)-(1,2)	(14,*16)(6,7)(13,12)(5,9)(11,15,10)8-(4,3)(1,2)	12.4 - 10.5 - 11.3 - 11.8 - 11.6 - 11.4 - 12.5	12.4 - 22.9 - 34.2 - 46.0 - 57.6 - 69.0 - 81.5 (34.2-35.5)	11-16	9310.0	30.0	11-16	2,630	31.0	6-16	1,370	17.0	6-11	1,150	13.0
200404010601	芝	左	2400	雨	良	09:55	3歳未勝利		2004-5-16	1	新潟	6	3歳未勝利	(混)[指](馬齢)	5	220	1	5	150	2	6	710	6				5-6	1660	8	5=>6	2670	13	2-5-6	3070	13	(*1,2)(6,7)3(4,5)	(*1,2)(6,3,7)(4,5)	(*1,2)(6,7)(4,3,5)	(*1,2)-6(7,5)4-3	12.3 - 11.1 - 11.7 - 12.3 - 13.2 - 13.5 - 13.0 - 12.9 - 12.7 - 11.8 - 12.3 - 12.6	12.3 - 23.4 - 35.1 - 47.4 - 60.6 - 74.1 - 87.1 - 100.0 - 112.7 - 124.5 - 136.8 - 149.4 (35.1-36.7)												
200404010602	ダ	左	1200	雨	稍重	10:25	3歳未勝利		2004-5-16	1	新潟	6	3歳未勝利	[指](馬齢)	1	6080	11	1	1,370	11	9	380	5	7.0	240	2.0	1-5	15730	31	1=>9	79310	110	1-7-9	59700	126			14(9,10,11)12,7,4(2,3)-8-1(13,5)(6,15)	14(9,10,11)(7,12)4-(2,3)-8,1-(13,5)6,15	12.3 - 10.9 - 11.5 - 13.0 - 12.4 - 13.5	12.3 - 23.2 - 34.7 - 47.7 - 60.1 - 73.6 (34.7-38.9)	1-9	41800.0	60.0	1-9	7,930	55.0	1-7	2,830	35.0	7-9	1,170	11.0
200404010603	芝	左	1200	雨	良	10:55	3歳未勝利		2004-5-16	1	新潟	6	3歳未勝利	[指](馬齢)	8	930	6	8	280	6	11	150	1	2.0	210	3.0	4-6	1170	4	8=>11	5370	23	2-8-11	3760	7			14,2-5(8,11)10(7,13)(3,9,15)16,4-(1,6)-12	14,2(8,5,11)10(7,13)(9,15,16)(3,4)-(1,6)-12	12.0 - 10.6 - 11.3 - 11.8 - 12.3 - 12.7	12.0 - 22.6 - 33.9 - 45.7 - 58.0 - 70.7 (33.9-36.8)	8-11	2140.0	8.0	8-11	700	8.0	2-8	930	12.0	2-11	300	1.0
200404010604	ダ	左	1800	雨	稍重	11:25	3歳未勝利		2004-5-16	1	新潟	6	3歳未勝利	[指](馬齢)	8	2510	7	8	400	7	3	180	3	10.0	130	1.0	3-6	1080	5	8=>3	11720	35	3-8-10	3400	10	8(4,10,11)9(3,13)12,2(6,7)(1,5)	8,10(4,11)9(3,13)(2,12,5)(1,6)-7	(*8,11)10,4(3,9)6(2,13)(1,12)5-7	(*8,11)-10,4(3,9)-(2,1,6)13,12-(7,5)	12.9 - 11.5 - 13.3 - 13.6 - 12.7 - 12.4 - 12.9 - 13.4 - 13.6	12.9 - 24.4 - 37.7 - 51.3 - 64.0 - 76.4 - 89.3 - 102.7 - 116.3 (37.7-39.9)	3-8	3740.0	14.0	3-8	1,210	16.0	8-10	480	4.0	3-10	280	2.0
200404010605	芝	左	1800	雨	稍重	11:55	3歳未勝利		2004-5-16	1	新潟	6	3歳未勝利	[指](馬齢)	4	300	2	4	160	2	5	270	4	13.0	630	7.0	4-4	1130	5	4=>5	1880	6	4-5-13	10020	29			(6,*9)(7,11)(10,4)(2,5)(1,3,12,13)-8	(*6,9)(7,11,10)(2,4)(1,5)(3,13)12,8	12.9 - 11.6 - 11.3 - 13.0 - 13.0 - 12.8 - 11.8 - 11.0 - 12.2	12.9 - 24.5 - 35.8 - 48.8 - 61.8 - 74.6 - 86.4 - 97.4 - 109.6 (35.8-35.0)	4-5	880.0	2.0	4-5	470	4.0	4-13	1,730	19.0	5-13	2,990	26.0
200404010606	ダ	左	1200	雨	稍重	12:45	4歳以上500万下		2004-5-16	1	新潟	6	4歳以上500万下	牝[指](別定)	12	290	1	12	160	1	5	440	9	14.0	380	7.0	3-7	1410	6	12=>5	5800	20	5-12-14	20960	77			14(12,15)(2,3)(1,6,13)7(4,5,11)10,8-9	(*14,12,15)-(2,3)(6,13)1-(5,7,11)(4,8,10)-9	12.2 - 10.6 - 11.4 - 12.2 - 12.3 - 13.5	12.2 - 22.8 - 34.2 - 46.4 - 58.7 - 72.2 (34.2-38.0)	5-12	3020.0	11.0	5-12	1,310	13.0	12-14	1,230	12.0	5-14	4,280	44.0
200404010607	芝	左	1200	雨	稍重	13:15	4歳以上500万下		2004-5-16	1	新潟	6	4歳以上500万下	[指](別定)	14	520	3	14	220	3	11	180	1	16.0	250	4.0	6-7	1140	4	14=>11	4070	9	11-14-16	5340	9			(3,*14)16(2,4,11)9(6,10)12(1,13,15)(5,7,8)	(*3,14)(2,16)(4,11)9(1,6,12)(13,10,15)(5,7,8)	12.3 - 11.0 - 11.5 - 11.3 - 11.4 - 12.1	12.3 - 23.3 - 34.8 - 46.1 - 57.5 - 69.6 (34.8-34.8)	11-14	1910.0	4.0	11-14	660	4.0	14-16	790	7.0	11-16	1,070	13.0
200404010608	ダ	左	1200	雨	稍重	13:45	4歳以上500万下		2004-5-16	1	新潟	6	4歳以上500万下	(混)[指](別定)	15	750	6	15	300	6	4	210	4	6.0	180	1.0	3-8	2100	12	15=>4	6840	29	4-6-15	6020	19			10,6,11(2,12,15)(4,8)5,13(7,14)(1,3,9)	10,6-(2,11,15)(4,8,12)5-13(1,3,14)(7,9)	12.0 - 10.7 - 11.2 - 12.2 - 12.3 - 12.7	12.0 - 22.7 - 33.9 - 46.1 - 58.4 - 71.1 (33.9-37.2)	4-15	2860.0	11.0	4-15	880	12.0	6-15	1,060	14.0	4-6	550	2.0
200404010609	芝	左	1800	雨	稍重	14:20	4歳以上500万下		2004-5-16	1	新潟	6	4歳以上500万下	[指](別定)	16	260	1	16	130	1	13	200	2	2.0	210	3.0	7-8	400	1	16=>13	1370	1	2-13-16	1830	1			10(7,11)14(12,15)8(4,5,9,13)(1,16)(3,2,6)	10,11(7,14)15,12(9,13)(8,5,16)(4,1,2)(3,6)	12.4 - 10.7 - 11.2 - 12.2 - 12.4 - 12.2 - 11.9 - 11.4 - 12.8	12.4 - 23.1 - 34.3 - 46.5 - 58.9 - 71.1 - 83.0 - 94.4 - 107.2 (34.3-36.1)	13-16	840.0	1.0	13-16	340	1.0	2-16	360	2.0	2-13	670	7.0
200404010610	芝	直	1000	雨	稍重	14:55	はやぶさ賞 		2004-5-16	1	新潟	6	3歳500万下	(混)(特指)(馬齢)	4	690	4	4	220	2	9	170	1	8.0	550	10.0	2-5	1200	7	4=>9	3400	7	4-8-9	12180	35					11.9 - 10.2 - 10.7 - 10.7 - 12.5	11.9 - 22.1 - 32.8 - 43.5 - 56.0 (32.8-33.9)	4-9	1720.0	5.0	4-9	640	1.0	4-8	2,650	35.0	8-9	1,420	17.0
200404010611	芝	左	2000	雨	稍重	15:30	新潟大賞典	G3	2004-5-16	1	新潟	6	4歳以上オープン	[指](ハンデ)	16	670	2	16	250	3	15	390	7	13.0	350	5.0	8-8	3260	19	16=>15	7290	25	13-15-16	11990	36			(*9,1,11)(4,3,16)(5,6,13)(12,10)(8,15)(2,7,14)	(*9,1,11)(4,3,16)6(5,13,10)(12,8)(15,14)(2,7)	12.8 - 11.5 - 12.0 - 12.0 - 12.6 - 12.8 - 12.3 - 11.6 - 10.6 - 12.3	12.8 - 24.3 - 36.3 - 48.3 - 60.9 - 73.7 - 86.0 - 97.6 - 108.2 - 120.5 (36.3-34.5)	15-16	3610.0	12.0	15-16	1,230	9.0	13-16	1,450	15.0	13-15	1,910	26.0
200404010701	ダ	左	1800	曇	稍重	09:55	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	(馬齢)	8	490	2	8	160	3	4	160	4	7.0	100	1.0	4-8	840	4	8=>4	2540	10	4-7-8	1090	2	2,9(1,7)-(6,4)(3,5)=8	(*2,9,7)1-(6,4)(3,5)-8	(*2,7)(1,9)(6,4)-5(3,8)	(*2,7)9,1(6,4)(5,8)-3	12.6 - 11.4 - 13.3 - 13.8 - 13.0 - 13.1 - 12.8 - 12.5 - 13.0	12.6 - 24.0 - 37.3 - 51.1 - 64.1 - 77.2 - 90.0 - 102.5 - 115.5 (37.3-38.3)	4-8	1350.0	6.0	4-8	340	4.0	7-8	250	3.0	4-7	240	2.0
200404010702	芝	左	2000	曇	稍重	10:25	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	(父)(馬齢)	12	660	3	12	280	5	8	160	2	11.0	330	6.0	6-8	500	1	12=>8	2720	8	8-11-12	3430	12	12(2,3)-(8,9)(1,6)-7=11,4,10-5	12(2,3)9-8(1,6)7(4,11)10,5	12(2,3,9)(8,6)(1,7,11)-(10,4)5	12-3(2,9)(8,6)(1,7,11)(10,4,5)	12.3 - 11.3 - 12.2 - 12.9 - 12.9 - 12.5 - 12.5 - 11.6 - 11.7 - 12.7	12.3 - 23.6 - 35.8 - 48.7 - 61.6 - 74.1 - 86.6 - 98.2 - 109.9 - 122.6 (35.8-36.0)	8-12	1190.0	2.0	8-12	560	4.0	11-12	1,070	16.0	8-11	670	7.0
200404010703	ダ	左	1200	曇	稍重	10:55	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	(馬齢)	4	710	4	4	220	3	8	310	6	15.0	200	2.0	3-5	360	1	4=>8	5640	25	4-8-15	4280	15			4,9(8,11)(1,2,6,13)(12,15)-(3,5,10)7 14	4,9(8,11)(1,2,6,13)(12,15)-(5,10)(7,3) 14	12.4 - 10.8 - 11.6 - 12.5 - 12.4 - 12.9	12.4 - 23.2 - 34.8 - 47.3 - 59.7 - 72.6 (34.8-37.8)	4-8	3100.0	14.0	4-8	1,120	15.0	4-15	550	6.0	8-15	890	12.0
200404010704	芝	左	1800	曇	稍重	11:25	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	牝(馬齢)	11	3850	10	11	760	8	9	230	3	14.0	200	2.0	5-6	3830	13	11=>9	26370	62	9-11-14	17810	49			(*3,9)(4,5,14)(8,15)(7,11,12)(2,6)(1,10,13)	(*3,9,14,15)(4,5,8)(2,7,11,12)6,13(1,10)	12.6 - 11.7 - 11.6 - 12.2 - 12.4 - 12.0 - 11.6 - 10.9 - 13.0	12.6 - 24.3 - 35.9 - 48.1 - 60.5 - 72.5 - 84.1 - 95.0 - 108.0 (35.9-35.5)	9-11	9310.0	24.0	9-11	2,530	25.0	11-14	2,870	30.0	9-14	500	5.0
200404010705	芝	左	1600	曇	稍重	11:55	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	(馬齢)	6	5530	11	6	1,600	12	16	550	9	11.0	230	3.0	3-8	14510	29	6=>16	109660	158	6-11-16	104700	215			(*5,6)(2,7,9)(4,13)(8,14)(1,10,11,15)-12(3,16)	(*5,6,7)(2,9)4,13(8,14)(1,10,15)(11,12)(3,16)	12.6 - 11.2 - 12.0 - 12.3 - 12.1 - 11.8 - 11.4 - 12.5	12.6 - 23.8 - 35.8 - 48.1 - 60.2 - 72.0 - 83.4 - 95.9 (35.8-35.7)	6-16	46100.0	78.0	6-16	14,880	87.0	6-11	7,820	53.0	11-16	2,080	25.0
200404010706	芝	左	2200	曇	稍重	12:45	3歳未勝利		2004-5-22	1	新潟	7	3歳未勝利	(馬齢)	14	470	2	14	140	2	1	130	1	9.0	170	4.0	1-8	360	1	14=>1	1510	4	1-9-14	910	1	5(2,14)(7,10)(4,8)6,9(3,13)(1,12)11	5(2,14)(7,10)(8,6)(4,9)13(3,1)(11,12)	(*5,14)-2(6,9)(7,10,8,1)(4,13)3,11-12	(*5,14)=9(2,1)6(7,10,8)4(3,13)-11-12	12.2 - 11.5 - 12.3 - 13.5 - 13.8 - 12.9 - 12.4 - 12.0 - 11.7 - 12.1 - 13.1	12.2 - 23.7 - 36.0 - 49.5 - 63.3 - 76.2 - 88.6 - 100.6 - 112.3 - 124.4 - 137.5 (36.0-36.9)	1-14	550.0	2.0	1-14	230	1.0	9-14	430	5.0	1-9	270	2.0
200404010707	ダ	左	1800	曇	稍重	13:15	4歳以上500万下		2004-5-22	1	新潟	7	4歳以上500万下	(混)(別定)	10	330	1	10	160	1	9	330	5	12.0	2,090	13.0	5-6	1980	8	10=>9	2900	11	9-10-12	49640	126	12(10,11,15)(7,13)(1,8,14)-9(2,3)(4,5)-6	(*12,10)(11,15)(1,7,13,14)(8,9)(2,3)(4,5)-6	(*12,10,11)1(7,15,14)(9,13)(8,3,5)4,2-6	(*12,10)11-1(7,15,14)(9,13)(8,5)(3,4,2)-6	12.8 - 11.7 - 12.7 - 13.3 - 12.4 - 12.4 - 12.4 - 12.5 - 13.1	12.8 - 24.5 - 37.2 - 50.5 - 62.9 - 75.3 - 87.7 - 100.2 - 113.3 (37.2-38.0)	9-10	1640.0	6.0	9-10	550	5.0	10-12	5,170	48.0	9-12	7,990	63.0
200404010708	ダ	左	1200	曇	稍重	13:45	4歳以上500万下		2004-5-22	1	新潟	7	4歳以上500万下	(別定)	14	1990	7	14	440	7	3	140	1	10.0	330	4.0	2-8	1170	4	14=>3	5510	22	3-10-14	7790	21			14,15(3,13)(6,7,9)10-(1,2)(4,11,12)(5,8)	(*14,15)(3,13)(6,7,9)-10-2(1,12)(4,11,8)5	12.0 - 10.7 - 11.5 - 12.3 - 12.0 - 13.2	12.0 - 22.7 - 34.2 - 46.5 - 58.5 - 71.7 (34.2-37.5)	3-14	2420.0	10.0	3-14	810	10.0	10-14	2,230	24.0	3-10	550	2.0
200404010709	芝	直	1000	曇	良	14:20	4歳以上500万下		2004-5-22	1	新潟	7	4歳以上500万下	(混)(別定)	14	420	2	14	140	2	3	170	3	5.0	200	4.0	2-7	1170	4	14=>3	2050	5	3-5-14	3200	6					11.8 - 10.1 - 10.8 - 11.0 - 12.2	11.8 - 21.9 - 32.7 - 43.7 - 55.9 (32.7-34.0)	3-14	1200.0	3.0	3-14	430	3.0	5-14	560	6.0	3-5	850	8.0
