	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200404020302	ダ	左	1200	晴	良	10:30	3歳未勝利		2004-7-24	2	新潟	3	3歳未勝利	[指](馬齢)	4	220	1	4	110	1	12	210	4	2.0	110	2.0	3-7	910	3	4=>12	1670	5	2-4-12	1000	3			2,12,4(6,8,15)3,5,13-7-11,14,1,10,9	(*2,12)(4,15)(6,8)3(5,13)-(7,11,14)(10,1)-9	12.3 - 10.7 - 11.5 - 12.8 - 12.5 - 13.7	12.3 - 23.0 - 34.5 - 47.3 - 59.8 - 73.5 (34.5-39.0)	4-12	1110.0	3.0	4-12	360	4.0	2-4	160	1.0	2-12	470	7.0
200404020303	芝	直	1000	晴	良	11:00	3歳未勝利		2004-7-24	2	新潟	3	3歳未勝利	(混)[指](馬齢)	1	360	1	1	160	3	9	280	4	5.0	150	1.0	1-5	2940	15	1=>9	4400	15	1-5-9	2930	4					12.3 - 10.3 - 10.6 - 10.4 - 12.7	12.3 - 22.6 - 33.2 - 43.6 - 56.3 (33.2-33.7)	1-9	2500.0	8.0	1-9	1,010	12.0	1-5	320	2.0	5-9	730	5.0
200404020304	芝	左	1800	晴	良	11:30	3歳未勝利		2004-7-24	2	新潟	3	3歳未勝利	[指](馬齢)	14	190	1	14	120	1	15	200	5	18.0	170	3.0	7-7	920	4	14=>15	1290	4	14-15-18	1560	4			8-14-(9,18)4,15,3,7(6,11)(2,16,17)5-10(1,12)13	8-14-(9,18)-(4,15)(3,7)(6,11)(2,16,17)5-10(1,12)-13	12.4 - 11.3 - 11.7 - 12.4 - 12.1 - 11.9 - 11.3 - 11.2 - 12.1	12.4 - 23.7 - 35.4 - 47.8 - 59.9 - 71.8 - 83.1 - 94.3 - 106.4 (35.4-34.6)	14-15	900.0	3.0	14-15	390	3.0	14-18	300	2.0	15-18	790	10.0
200404020305	芝	左	1600	晴	良	12:20	2歳新馬		2004-7-24	2	新潟	3	2歳新馬	(混)[指](馬齢)	4	920	3	4	150	3	11	140	2	3.0	100	1.0	4-8	2230	6	4=>11	4690	14	3-4-11	570	1			7(5,6,9)(2,3,8)(4,11)10,1	(*7,5)(6,9)(2,3,8)(4,11)10-1	12.8 - 12.2 - 12.9 - 13.2 - 12.4 - 11.4 - 10.6 - 11.5	12.8 - 25.0 - 37.9 - 51.1 - 63.5 - 74.9 - 85.5 - 97.0 (37.9-33.5)	4-11	2270.0	6.0	4-11	460	6.0	3-4	170	2.0	3-11	160	1.0
200404020306	ダ	左	1800	晴	良	12:50	3歳以上500万下		2004-7-24	2	新潟	3	3歳以上500万下	牝[指](別定)	8	170	1	8	100	1	5	130	2	1.0	370	7.0	4-6	340	1	8=>5	660	1	1-5-8	2350	6	(*6,10)=(1,12)11,2,8,4(3,9)-13,7-5	(*6,10)=(1,12)(2,11)-8(4,3,9)-13,7-5	6,10,1,12(2,8,9)(4,3,11)13,7,5	(6,*1)(10,8)(2,3,12,9)13(4,7,11)5	12.6 - 10.7 - 11.7 - 12.6 - 13.1 - 13.3 - 13.6 - 13.0 - 13.4	12.6 - 23.3 - 35.0 - 47.6 - 60.7 - 74.0 - 87.6 - 100.6 - 114.0 (35.0-40.0)	5-8	430.0	1.0	5-8	210	1.0	1-8	580	6.0	1-5	1,020	12.0
200404020307	ダ	左	1200	晴	良	13:20	3歳以上500万下		2004-7-24	2	新潟	3	3歳以上500万下	[指](別定)	14	200	1	14	120	1	12	200	4	2.0	190	3.0	7-8	300	1	14=>12	920	1	2-12-14	1960	2			14-2(3,12)9(1,7,13)(11,6)(4,8)-5-15,10	14-2(3,12)9-(1,13)(11,6)(7,8)4,5-15,10	12.1 - 10.7 - 11.2 - 12.3 - 12.0 - 12.6	12.1 - 22.8 - 34.0 - 46.3 - 58.3 - 70.9 (34.0-36.9)	12-14	790.0	2.0	12-14	340	2.0	2-14	400	3.0	2-12	710	6.0
200404020308	芝	左	2200	晴	良	13:55	3歳以上500万下		2004-7-24	2	新潟	3	3歳以上500万下	(特指)(別定)	11	1360	5	11	340	6	12	540	8	5.0	180	2.0	8-8	7780	20	11=>12	13800	44	5-11-12	18220	51	2,8=11,12,1-3(5,4)-6-10-7 9	2-8=11,12-1,3,4,5,6-10,7 9	12-(2,11)-8,1-(3,4)(5,6)7-10 9	(*12,11)2-(8,1)(3,4)(5,6)7-10 9	12.4 - 11.1 - 11.6 - 12.3 - 14.0 - 14.0 - 12.5 - 12.1 - 12.2 - 11.0 - 11.9	12.4 - 23.5 - 35.1 - 47.4 - 61.4 - 75.4 - 87.9 - 100.0 - 112.2 - 123.2 - 135.1 (35.1-35.1)	11-12	7010.0	24.0	11-12	1,700	20.0	5-11	1,080	12.0	5-12	1,740	21.0
200404020309	芝	左	1200	晴	良	14:30	マリーゴールド賞 		2004-7-24	2	新潟	3	2歳オープン	(混)(特指)(馬齢)	2	190	1	2	110	1	5	180	5	4.0	130	2.0	2-5	870	4	2=>5	1260	5	2-4-5	1040	4			(*3,7)(2,5,8)-4=1 6	(3,*7)(2,5,8)4=1 6	12.0 - 10.6 - 11.2 - 11.8 - 11.6 - 12.3	12.0 - 22.6 - 33.8 - 45.6 - 57.2 - 69.5 (33.8-35.7)												
200404020310	芝	左	2000	晴	良	15:05	天の川ステークス 		2004-7-24	2	新潟	3	3歳以上1600万下	(混)[指](ハンデ)	6	380	2	6	120	2	2	110	1	3.0	160	4.0	2-6	340	1	6=>2	940	2	2-3-6	720	3			4,3(1,7)5(6,2,8)	4,3,1,5(6,2,7,8)	12.8 - 10.9 - 11.0 - 11.6 - 12.5 - 12.1 - 11.8 - 11.5 - 11.4 - 12.1	12.8 - 23.7 - 34.7 - 46.3 - 58.8 - 70.9 - 82.7 - 94.2 - 105.6 - 117.7 (34.7-35.0)												
200404020311	ダ	左	1800	晴	良	15:40	麒麟山特別 		2004-7-24	2	新潟	3	3歳以上1000万下	(混)(特指)(別定)	4	540	3	4	180	4	7	180	3	8.0	120	1.0	3-4	2040	10	4=>7	3220	13	4-7-8	1670	5	4,2(6,10)1(3,12,11)9,14(8,7)5,13-15	4,2,6,10,1(3,12)9(8,14)11(5,7)13,15	4,2(6,10)(1,3,12)14,9,7(5,8)13-15-11	4,2(6,10)(1,3,12)14(9,7)8(5,13)-15=11	12.8 - 11.5 - 13.1 - 13.6 - 13.0 - 12.5 - 12.2 - 12.0 - 12.6	12.8 - 24.3 - 37.4 - 51.0 - 64.0 - 76.5 - 88.7 - 100.7 - 113.3 (37.4-36.8)	4-7	1760.0	8.0	4-7	590	6.0	4-8	400	3.0	7-8	340	2.0
200404020312	芝	左	1400	晴	良	16:15	3歳以上500万下		2004-7-24	2	新潟	3	3歳以上500万下	(混)[指](別定)	17	320	1	17	180	2	10	860	9	2.0	940	11.0	5-8	2110	8	17=>10	6830	19	2-10-17	57510	136			(*5,13,9)(4,3,17)16(2,11)(12,14)15(1,10)(8,18)-7=6	(*5,13,9)(3,17)(4,11,16)2(12,14)10(1,15)8,7,18=6	12.2 - 10.6 - 11.4 - 11.4 - 11.5 - 11.4 - 12.2	12.2 - 22.8 - 34.2 - 45.6 - 57.1 - 68.5 - 80.7 (34.2-35.1)	10-17	5220.0	18.0	10-17	2,060	19.0	2-17	2,110	20.0	2-10	9,680	71.0
200404020401	芝	左	1600	晴	良	10:00	2歳未勝利		2004-7-25	2	新潟	4	2歳未勝利	(混)[指](馬齢)	12	1140	3	12	260	3	10	250	2	7.0	340	5.0	7-8	2440	7	12=>10	6770	17	7-10-12	7260	22			1,4-12(2,10)5,11(9,7)6(8,3)	1,4-12,10,2,5(6,7)(9,11)(8,3)	12.7 - 10.7 - 11.8 - 12.3 - 12.7 - 11.8 - 11.3 - 12.1	12.7 - 23.4 - 35.2 - 47.5 - 60.2 - 72.0 - 83.3 - 95.4 (35.2-35.2)	10-12	2840.0	8.0	10-12	820	7.0	7-12	990	8.0	7-10	1,180	11.0
200404020402	芝	左	2200	曇	良	10:30	3歳未勝利		2004-7-25	2	新潟	4	3歳未勝利	(混)[指](馬齢)	7	1910	6	7	530	7	9	240	4	11.0	200	3.0	4-5	6840	21	7=>9	13300	46	7-9-11	12170	37	7(4,13,16)17,5,8,3,9,2(6,11)(1,14)18(15,12) 10	7(13,16)4,17,5,8(3,9)(6,2,11)14,18,1,15 12,10	(*7,13)(4,17,16)(5,8,9)(3,2,11)(14,18)(6,15)-1 12,10	(*7,13)16(4,17,9)(5,8,11)3(2,18)14(6,15)-1 12,10	12.5 - 11.2 - 11.4 - 12.3 - 13.3 - 13.1 - 12.7 - 12.2 - 12.2 - 12.0 - 12.2	12.5 - 23.7 - 35.1 - 47.4 - 60.7 - 73.8 - 86.5 - 98.7 - 110.9 - 122.9 - 135.1 (35.1-36.4)	7-9	5810.0	21.0	7-9	2,180	26.0	7-11	1,600	20.0	9-11	950	10.0
200404020403	ダ	左	1800	曇	良	11:00	3歳未勝利		2004-7-25	2	新潟	4	3歳未勝利	(混)[指](馬齢)	3	550	4	3	140	4	1	130	2	10.0	120	1.0	1-2	1130	7	3=>1	2710	14	1-3-10	1200	4	3,4-(1,9)(6,7)(5,10)2-14-11,15(8,12,13)	3,4,9,1(7,10)6,5,2,14(11,15)8,12,13	3,4(1,9,10)(7,2)-(5,14)-15(8,12)-11,6,13	3,4(9,10)1(7,2)(5,14)-(8,15)12-11-6,13	13.1 - 11.2 - 12.7 - 13.6 - 13.1 - 12.9 - 13.3 - 12.5 - 13.1	13.1 - 24.3 - 37.0 - 50.6 - 63.7 - 76.6 - 89.9 - 102.4 - 115.5 (37.0-38.9)	1-3	1190.0	6.0	1-3	410	6.0	3-10	340	4.0	1-10	260	2.0
200404020404	障		2850	晴	良	11:30	障害3歳以上未勝利		2004-7-25	2	新潟	4	障害3歳以上未勝利	(定量)	3	810	3	3	210	4	6	350	5	9.0	200	3.0	3-4	3040	11	3=>6	9780	27	3-6-9	5660	19	4-(6,13)(3,9,11)1(14,7,12)-8,10,2-5	(*6,4)9(3,13)(14,11)1(7,12)-10-8-2-5	6-9,4,3,14,13-11-12(7,10)-1,2=8,5	6-9,3-14(4,13)=11-(12,10)2,7,1=(8,5)			3-6	5860.0	17.0	3-6	1,260	14.0	3-9	490	4.0	6-9	1,020	11.0
200404020405	芝	左	1200	晴	良	12:20	2歳新馬		2004-7-25	2	新潟	4	2歳新馬	(混)[指](馬齢)	4	740	5	4	230	5	6	620	8	7.0	150	1.0	4-5	1740	8	4=>6	18940	59	4-6-7	10060	34			(*11,4)5(1,2,10)(6,8)(7,9)-3-12	(*11,4)5,1(2,10)(6,8)(7,9)-3-12	12.1 - 11.3 - 12.1 - 11.8 - 11.4 - 12.0	12.1 - 23.4 - 35.5 - 47.3 - 58.7 - 70.7 (35.5-35.2)	4-6	8800.0	31.0	4-6	2,600	33.0	4-7	450	3.0	6-7	1,380	15.0
200404020406	芝	左	1600	晴	良	12:50	3歳未勝利		2004-7-25	2	新潟	4	3歳未勝利	[指](馬齢)	12	240	2	12	110	2	6	110	1	16.0	150	3.0	3-6	250	1	12=>6	630	2	6-12-16	490	1			5,11(2,12)(3,6,17)(1,14)(8,15)7(4,16)(10,13,18)-9	(*5,11)(2,12)(6,17)3(1,14)(8,15)(7,4,16)(10,13)-18-9	12.6 - 11.1 - 12.0 - 12.6 - 12.2 - 11.3 - 11.0 - 12.2	12.6 - 23.7 - 35.7 - 48.3 - 60.5 - 71.8 - 82.8 - 95.0 (35.7-34.5)	6-12	290.0	1.0	6-12	140	1.0	12-16	280	3.0	6-16	240	2.0
200404020407	ダ	左	1200	晴	良	13:20	3歳以上500万下		2004-7-25	2	新潟	4	3歳以上500万下	[指](別定)	5	210	1	5	110	1	3	300	6	1.0	120	2.0	2-3	600	2	5=>3	2220	6	1-3-5	1490	5			5,7(1,4)11(3,8,14)-(6,2)(13,12)15,9,10	5(1,7)4(3,8,14,11)-(6,2)(13,12)(9,15)-10	12.0 - 10.5 - 11.4 - 12.5 - 12.0 - 12.9	12.0 - 22.5 - 33.9 - 46.4 - 58.4 - 71.3 (33.9-37.4)	3-5	2020.0	8.0	3-5	670	9.0	1-5	180	1.0	1-3	640	8.0
200404020408	ダ	左	1800	晴	良	13:50	3歳以上500万下		2004-7-25	2	新潟	4	3歳以上500万下	(混)[指](別定)	5	520	3	5	210	4	3	150	2	6.0	140	1.0	3-5	570	2	5=>3	2830	11	3-5-6	1480	1	1,5,3(2,6)4,12(8,11)9,10 7	1,5(3,6)(2,4)-(8,12)(9,11)10 7	(*1,5,6)(3,4,10)-2-(8,12)(9,11) 7	(1,*5,6)(3,4)-(2,10)-8,12(9,11) 7	12.9 - 11.5 - 12.5 - 13.1 - 12.9 - 12.6 - 12.5 - 12.1 - 12.7	12.9 - 24.4 - 36.9 - 50.0 - 62.9 - 75.5 - 88.0 - 100.1 - 112.8 (36.9-37.3)	3-5	1410.0	5.0	3-5	550	7.0	5-6	380	2.0	3-6	390	3.0
200404020409	芝	直	1000	晴	良	14:25	疾風特別 		2004-7-25	2	新潟	4	3歳以上1000万下	(混)[指](別定)	7	390	3	7	190	3	5	170	2				5-7	620	3	7=>5	1290	6	3-5-7	320	1					11.9 - 10.1 - 10.7 - 10.5 - 12.3	11.9 - 22.0 - 32.7 - 43.2 - 55.5 (32.7-33.5)												
200404020410	芝	左	1600	晴	良	15:00	豊栄特別 		2004-7-25	2	新潟	4	3歳以上1000万下	(混)[指](ハンデ)	6	5620	11	6	1,080	10	2	190	2	3.0	1,720	13.0	2-4	2860	12	6=>2	27420	68	2-3-6	96130	180			9,3(1,8)-6,12,11,13,14,2,7-(10,5)-4	9,3,1,8-6-12(11,13)2(7,14)(10,5)=4	12.5 - 10.5 - 11.4 - 11.7 - 11.9 - 11.7 - 11.1 - 12.6	12.5 - 23.0 - 34.4 - 46.1 - 58.0 - 69.7 - 80.8 - 93.4 (34.4-35.4)	2-6	8260.0	26.0	2-6	2,820	29.0	3-6	10,710	70.0	2-3	4,150	41.0
200404020411	ダ	左	1800	晴	良	15:35	関越ステークス 		2004-7-25	2	新潟	4	3歳以上オープン	(混)(特指)(別定)	2	160	1	2	100	1	1	210	5	4.0	110	2.0	1-2	920	4	2=>1	1370	5	1-2-4	750	3	1(2,9)-4,3,8,7-6-5	1,2,9-(3,4)-(8,7)-6-5	1,2(4,9)3-(7,6)8,5	1,2,4-3,9(7,6)-(5,8)	13.0 - 11.1 - 12.0 - 12.7 - 12.2 - 12.4 - 12.7 - 12.4 - 12.8	13.0 - 24.1 - 36.1 - 48.8 - 61.0 - 73.4 - 86.1 - 98.5 - 111.3 (36.1-37.9)	1-2	970.0	4.0	1-2	330	4.0	2-4	130	1.0	1-4	490	9.0
200404020412	芝	左	1800	晴	良	16:15	3歳以上500万下		2004-7-25	2	新潟	4	3歳以上500万下	(混)[指](別定)	1	210	1	1	110	1	2	150	2	6.0	330	7.0	1-1	400	1	1=>2	650	1	1-2-6	2200	5			2,1(3,16)(11,14)(4,13)(8,12,6)(7,5)(10,15)9	2,1,16(3,14,13)(11,6)(4,12)8(10,7,5)(9,15)	12.6 - 11.8 - 12.0 - 13.2 - 12.9 - 12.2 - 11.0 - 10.8 - 11.5	12.6 - 24.4 - 36.4 - 49.6 - 62.5 - 74.7 - 85.7 - 96.5 - 108.0 (36.4-33.3)	1-2	400.0	1.0	1-2	180	1.0	1-6	660	6.0	2-6	1,120	12.0
200404020501	芝	左	1200	晴	良	10:00	2歳未勝利		2004-7-31	2	新潟	5	2歳未勝利	[指](馬齢)	5	150	1	5	100	1	4	130	3	2.0	110	2.0	4-5	460	2	5=>4	610	2	2-4-5	310	1			2,4(3,5)6,8-(1,7)	(*2,4)(3,5)(6,8)-7,1	12.4 - 10.9 - 11.7 - 11.7 - 11.5 - 12.1	12.4 - 23.3 - 35.0 - 46.7 - 58.2 - 70.3 (35.0-35.3)												
200404020502	ダ	左	1200	晴	良	10:30	3歳未勝利		2004-7-31	2	新潟	5	3歳未勝利	牝[指](馬齢)	6	900	4	6	220	4	4	200	3	3.0	690	9.0	3-4	620	2	6=>4	5060	17	3-4-6	13680	43			6(11,13)(4,5,14)(3,8)9,12(1,7,15)2 10	(*6,13)11(4,14)5,3,8(12,9)7(1,2,15) 10	12.3 - 10.9 - 11.4 - 12.4 - 12.5 - 13.8	12.3 - 23.2 - 34.6 - 47.0 - 59.5 - 73.3 (34.6-38.7)	4-6	1980.0	7.0	4-6	760	7.0	3-6	2,660	29.0	3-4	2,560	28.0
200404020503	ダ	左	1800	晴	良	11:00	3歳未勝利		2004-7-31	2	新潟	5	3歳未勝利	(父)[指](馬齢)	10	250	2	10	130	1	9	670	9	15.0	130	2.0	5-6	3700	13	10=>9	7860	26	9-10-15	3910	12	(*10,11)(5,9,12)15(2,13,7)-1(4,14)8,6,3	(*10,11)(5,9,12)(13,15)2,7,1,14,8,4(6,3)	(*10,11)9,12(2,13,15)-8-(14,3)5(4,7)1-6	10,11-9-2(12,15)13-8,3,14-(5,4,1)-7-6	12.8 - 11.8 - 13.4 - 13.5 - 13.1 - 12.5 - 12.6 - 12.8 - 13.3	12.8 - 24.6 - 38.0 - 51.5 - 64.6 - 77.1 - 89.7 - 102.5 - 115.8 (38.0-38.7)	9-10	6180.0	17.0	9-10	1,460	17.0	10-15	170	1.0	9-15	1,820	23.0
200404020504	障		2850	晴	良	11:30	障害3歳以上オープン		2004-7-31	2	新潟	5	障害3歳以上オープン	(混)(別定)	6	1170	6	6	320	6	11	140	1	3.0	240	4.0	4-7	1180	5	6=>11	4670	15	3-6-11	5140	12	3-4,11(6,13)8,2(9,12,10)(1,14)=5,7	3-4,6,11(13,8)2,9(12,10)1-(14,7)-5	(*3,6)-(4,11)-2-13-9,12,1-(14,7)-10-5,8	(3,*6)11,4-2-13-9,12,1-14,7-10-5-8			6-11	1740.0	6.0	6-11	620	5.0	3-6	1,510	19.0	3-11	410	2.0
200404020505	芝	左	1400	晴	良	12:20	2歳新馬		2004-7-31	2	新潟	5	2歳新馬	(混)[指](馬齢)	6	230	1	6	130	1	1	950	10	4.0	250	6.0	1-4	7200	18	6=>1	8050	37	1-4-6	10640	42			1(5,7)(14,3,6)11,4-(10,13)2-(8,12,9)	1(14,7)(5,6,11)(4,3)(10,13)-2(8,9)-12	12.4 - 10.8 - 11.7 - 12.3 - 12.2 - 11.9 - 11.7	12.4 - 23.2 - 34.9 - 47.2 - 59.4 - 71.3 - 83.0 (34.9-35.8)	1-6	5400.0	24.0	1-6	1,930	24.0	4-6	520	5.0	1-4	5,200	42.0
200404020506	芝	左	2000	晴	良	12:50	3歳未勝利		2004-7-31	2	新潟	5	3歳未勝利	(混)[指](馬齢)	14	230	1	14	140	1	6	350	5	11.0	670	10.0	3-7	420	1	14=>6	1990	6	6-11-14	9700	30	(*1,16)-(6,10)18,15(7,8)(5,11)17-14,12,2-(3,13)(4,9)	16,6(1,10)(8,18)(7,15)11(5,17)(14,12)2-(3,13)(4,9)	(*6,11)-(16,1,10)(8,15)(7,14,18,5,17)(2,12)9(4,3)13	(*6,11)-10,1(8,15,5)14(16,7,18,17)12(2,9)(4,3,13)	12.4 - 11.0 - 11.4 - 13.1 - 12.9 - 12.3 - 11.8 - 12.2 - 12.1 - 12.4	12.4 - 23.4 - 34.8 - 47.9 - 60.8 - 73.1 - 84.9 - 97.1 - 109.2 - 121.6 (34.8-36.7)	6-14	1340.0	4.0	6-14	580	4.0	11-14	890	9.0	6-11	3,450	39.0
200404020507	ダ	左	1200	晴	良	13:20	3歳以上500万下		2004-7-31	2	新潟	5	3歳以上500万下	牝[指](別定)	5	250	2	5	120	1	15	150	3	7.0	120	2.0	3-8	800	3	5=>15	1580	4	5-7-15	740	1			(*1,15)7,5(9,14)4,12(6,8)13,3(2,10)11	(*1,15)7(5,9)14(4,12)6(8,13)(2,3)10-11	12.2 - 10.6 - 11.3 - 12.1 - 12.5 - 13.1	12.2 - 22.8 - 34.1 - 46.2 - 58.7 - 71.8 (34.1-37.7)	5-15	960.0	3.0	5-15	280	2.0	5-7	160	1.0	7-15	290	3.0
200404020508	芝	左	1200	晴	良	13:55	3歳以上500万下		2004-7-31	2	新潟	5	3歳以上500万下	(混)[指](別定)	11	590	3	11	220	3	8	260	5	12.0	230	4.0	4-6	1710	6	11=>8	5130	20	8-11-12	8100	23			(*8,11)12,10(9,2,13)(7,16)14(5,17)1(6,3,18)(4,15)	(*8,11)12(10,13)(9,2)7,14(17,16)18(5,1)(3,15)6,4	11.8 - 10.6 - 11.1 - 11.4 - 11.8 - 12.1	11.8 - 22.4 - 33.5 - 44.9 - 56.7 - 68.8 (33.5-35.3)	8-11	2570.0	8.0	8-11	900	8.0	11-12	970	9.0	8-12	1,320	14.0
200404020509	芝	左	2000	晴	良	14:30	笹山特別 		2004-7-31	2	新潟	5	3歳以上500万下	(混)[指](別定)	7	950	3	7	210	4	3	490	7	2.0	110	1.0	3-7	9510	20	7=>3	23330	42	2-3-7	5270	16			1,8(7,9)4(2,3)5,6	1,8(7,9)(2,4)(3,5)6	13.0 - 11.7 - 11.8 - 11.8 - 12.9 - 12.6 - 12.1 - 11.5 - 10.8 - 11.8	13.0 - 24.7 - 36.5 - 48.3 - 61.2 - 73.8 - 85.9 - 97.4 - 108.2 - 120.0 (36.5-34.1)	3-7	12550.0	23.0	3-7	2,670	22.0	2-7	300	3.0	2-3	690	8.0
200404020510	芝	左	1200	晴	良	15:05	栃尾特別 		2004-7-31	2	新潟	5	3歳以上1000万下	(混)(特指)(別定)	9	330	1	9	160	1	14	180	2	4.0	3,520	14.0	5-8	780	2	9=>14	1770	1	4-9-14	76930	151			14-11(5,12)(4,9,13)(2,8,15)3,6(7,10)1	14-11-(5,12,13)(4,9,15)(2,3,8)(6,10)7,1	11.9 - 10.5 - 11.1 - 11.4 - 11.3 - 12.0	11.9 - 22.4 - 33.5 - 44.9 - 56.2 - 68.2 (33.5-34.7)	9-14	1040.0	1.0	9-14	420	2.0	4-9	12,530	73.0	4-14	18,730	81.0
200404020511	芝	直	1000	晴	良	15:40	新潟日報賞 		2004-7-31	2	新潟	5	3歳以上1600万下	(混)(特指)(別定)	11	230	1	11	130	1	3	150	2	10.0	330	7.0	3-8	570	2	11=>3	1120	2	3-10-11	3030	10					12.1 - 10.1 - 10.4 - 10.3 - 11.4	12.1 - 22.2 - 32.6 - 42.9 - 54.3 (32.6-32.1)	3-11	690.0	2.0	3-11	260	1.0	10-11	660	8.0	3-10	1,270	17.0
200404020601	ダ	左	1200	晴	良	10:00	2歳未勝利		2004-8-1	2	新潟	6	2歳未勝利	(混)[指](馬齢)	8	200	1	8	120	1	3	130	2	5.0	130	3.0	3-8	470	2	8=>3	1060	2	3-5-8	980	2			8,5(2,3)(6,7)-9-(1,4)	8(5,3)2(6,7)(9,1,4)	12.2 - 11.2 - 11.7 - 13.1 - 12.8 - 13.7	12.2 - 23.4 - 35.1 - 48.2 - 61.0 - 74.7 (35.1-39.6)	3-8	730.0	2.0	3-8	240	2.0	5-8	240	1.0	3-5	360	4.0
200404020602	ダ	左	1800	晴	良	10:30	3歳未勝利		2004-8-1	2	新潟	6	3歳未勝利	[指](馬齢)	6	4430	9	6	870	9	4	750	8	7.0	540	4.0	3-4	7090	14	6=>4	82290	92	4-6-7	138180	153	(*3,4)(6,5)(2,11)-7-(8,12)(1,13)(10,14)9-15	(*3,4)(6,5)11,2(7,12)8,13(1,14)10,9-15	(*3,4)(6,5,11)2-(8,7)12,13(9,14)1,10=15	(3,*4,5)11,6,2-(8,7)-12(13,14)10(9,1)=15	12.6 - 11.1 - 13.2 - 13.9 - 13.3 - 12.9 - 12.9 - 13.0 - 13.0	12.6 - 23.7 - 36.9 - 50.8 - 64.1 - 77.0 - 89.9 - 102.9 - 115.9 (36.9-38.9)	4-6	30640.0	44.0	4-6	6,940	46.0	6-7	5,420	36.0	4-7	5,080	34.0
200404020603	ダ	左	1200	晴	良	11:00	3歳未勝利		2004-8-1	2	新潟	6	3歳未勝利	[指](馬齢)	9	380	2	9	160	2	13	100	1	8.0	190	4.0	5-7	280	1	9=>13	1080	3	8-9-13	1520	2			(*2,13)10,9,5-4(7,14)-12-8-3,1-11=15 6	(*2,13)(10,9)5-4(7,14)-12-8-3-1-11=15 6	12.4 - 11.1 - 11.7 - 12.8 - 12.6 - 13.6	12.4 - 23.5 - 35.2 - 48.0 - 60.6 - 74.2 (35.2-39.0)	9-13	380.0	1.0	9-13	190	1.0	8-9	640	6.0	8-13	450	4.0
200404020604	芝	直	1000	晴	良	11:30	3歳未勝利		2004-8-1	2	新潟	6	3歳未勝利	[指](馬齢)	12	1130	4	12	330	3	9	1,040	11	18.0	350	4.0	5-6	8540	22	12=>9	28540	60	9-12-18	40780	90					12.4 - 10.3 - 10.4 - 11.1 - 12.1	12.4 - 22.7 - 33.1 - 44.2 - 56.3 (33.1-33.6)	9-12	16220.0	33.0	9-12	4,170	34.0	12-18	1,220	9.0	9-18	4,600	37.0
200404020605	芝	左	1200	晴	良	12:20	2歳新馬		2004-8-1	2	新潟	6	2歳新馬	牝[指](馬齢)	11	1240	6	11	350	6	7	210	3	5.0	320	5.0	4-6	720	2	11=>7	6170	29	5-7-11	8520	29			(3,*10)-(2,12)7(1,9)(4,6,14)-5(8,13)-11-15	(3,*10)(2,12)7,9(1,6,14)4(5,13)8-11-15	12.0 - 11.0 - 11.1 - 11.6 - 12.3 - 12.4	12.0 - 23.0 - 34.1 - 45.7 - 58.0 - 70.4 (34.1-36.3)	7-11	2780.0	12.0	7-11	910	11.0	5-11	1,830	25.0	5-7	860	9.0
200404020606	芝	左	1400	晴	良	12:50	3歳未勝利		2004-8-1	2	新潟	6	3歳未勝利	(混)[指](馬齢)	18	1310	7	18	390	7	2	310	6	14.0	1,320	10.0	1-8	940	5	18=>2	11900	44	2-14-18	74840	146			(*2,3)(6,15)(5,16)17(4,7)(13,11,14)(9,18)8(1,12)-10	2(3,6,15)(5,16)17(4,7,11,14)(9,13,18)(8,12)-10,1	12.4 - 10.7 - 11.2 - 11.9 - 11.8 - 11.7 - 12.4	12.4 - 23.1 - 34.3 - 46.2 - 58.0 - 69.7 - 82.1 (34.3-35.9)	2-18	4990.0	20.0	2-18	1,860	21.0	14-18	5,970	46.0	2-14	3,780	34.0
200404020607	ダ	左	1200	晴	良	13:20	3歳以上500万下		2004-8-1	2	新潟	6	3歳以上500万下	(混)(特指)(別定)	10	170	1	10	120	1	12	170	3	5.0	280	6.0	6-7	430	2	10=>12	840	2	5-10-12	2260	7			(*10,13)15,7,12,14(1,6)5(8,9)-(3,4,11)-2	(*10,13)15(7,12)14(1,6)(5,9)8(3,11)4,2	11.9 - 10.7 - 11.4 - 12.3 - 12.1 - 13.1	11.9 - 22.6 - 34.0 - 46.3 - 58.4 - 71.5 (34.0-37.5)	10-12	500.0	1.0	10-12	260	2.0	5-10	470	4.0	5-12	1,170	14.0
