	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連単:的中	三連単:配当	三連単:人気
200401020410	ダ	右	1700	曇	稍重	15:00	釧路湿原特別 		2004-9-20	2	札幌	4	3歳以上500万下	(混)[指](別定)	5	1620	5	5	330	6	4	110	1	11.0	280	5.0	4-4	1060	6	5=>4	3440	10	4-5-11	4310	13	4(3,5)2,10(6,13)(1,9)(7,8,11)-12	4,3,5(2,10)(6,13)9(1,8)(7,11)12	4(3,5)(2,13)6(1,10)(9,11)(7,8)12	(*4,5)3-13(2,1,6)11-7-12-(10,9)-8	6.6 - 11.5 - 12.3 - 12.5 - 12.4 - 12.2 - 12.5 - 12.3 - 13.2	6.6 - 18.1 - 30.4 - 42.9 - 55.3 - 67.5 - 80.0 - 92.3 - 105.5 (30.4-38.0)	4-5	1020.0	4.0	4-5	480	5.0	5-11	3,150	27.0	4-11	420	4.0	5=>4=>11	33140.0	90.0
200401020411	芝	右	2000	曇	良	15:35	UHB賞 		2004-9-20	2	札幌	4	3歳以上1000万下	(混)[指](ハンデ)	6	520	4	6	140	3	1	120	1	2.0	150	4.0	1-6	730	3	6=>1	1770	8	1-2-6	1000	3	6,5(1,3,7)8,2-4	6,5(1,7)(3,8)2-4	6,5(1,7)(3,8)2,4	6(5,7)1(3,8)2-4	13.3 - 11.8 - 12.5 - 12.9 - 12.6 - 12.6 - 12.2 - 11.7 - 11.7 - 11.8	13.3 - 25.1 - 37.6 - 50.5 - 63.1 - 75.7 - 87.9 - 99.6 - 111.3 - 123.1 (37.6-35.2)													6=>1=>2	6290.0	24.0
200401020412	芝	右	1200	曇	良	16:15	3歳以上500万下		2004-9-20	2	札幌	4	3歳以上500万下	(特指)(別定)	2	4970	11	2	1,410	12	7	380	6	10.0	350	5.0	2-5	10950	24	2=>7	53430	105	2-7-10	63380	145			7,5(3,8)(11,12)(2,9)(4,13)10(6,1)	7(3,5)-(2,8)(9,11,12)(4,10,13)1,6	12.2 - 11.2 - 11.4 - 11.5 - 11.7 - 12.4	12.2 - 23.4 - 34.8 - 46.3 - 58.0 - 70.4 (34.8-35.6)	2-7	22250.0	50.0	2-7	6,420	56.0	2-10	6,200	55.0	7-10	2,210	24.0	2=>7=>10	599560.0	1000.0
200401020501	芝	右	1800	曇	稍重	09:55	2歳未勝利		2004-9-25	2	札幌	5	2歳未勝利	[指](馬齢)	10	210	1	10	100	1	2	140	3	1.0	110	2.0	2-8	480	2	10=>2	900	3	1-2-10	440	1	2(4,10)3,6(1,8)(5,9)-7	2(4,10)(3,6)(1,8)(5,9)-7	2,10,4(6,1)(3,9,8)(5,7)	2,10,1-(6,4,8)9(3,5,7)	12.5 - 12.3 - 12.8 - 12.2 - 12.4 - 12.3 - 12.3 - 12.2 - 12.4	12.5 - 24.8 - 37.6 - 49.8 - 62.2 - 74.5 - 86.8 - 99.0 - 111.4 (37.6-36.9)	2-10	600.0	2.0	2-10	190	2.0	1-10	130	1.0	1-2	220	3.0			
200401020502	ダ	右	1700	曇	不良	10:25	3歳未勝利		2004-9-25	2	札幌	5	3歳未勝利	[指](馬齢)	9	840	3	9	170	3	4	120	2	6.0	100	1.0	4-6	1370	5	9=>4	4130	13	4-6-9	730	1	(5,*13)-11(2,4,7)(6,12)(3,8)9,10,1	(*5,13)-11,7,4(6,12)2,3(9,8)10-1	(*5,13)7(11,4,6)(3,12)9-1,10,2-8	(*5,13)6,4(7,3)9,11-(1,12)-10=(2,8)	6.9 - 11.0 - 11.8 - 12.3 - 12.7 - 12.5 - 12.9 - 13.1 - 13.7	6.9 - 17.9 - 29.7 - 42.0 - 54.7 - 67.2 - 80.1 - 93.2 - 106.9 (29.7-39.7)	4-9	2090.0	8.0	4-9	490	7.0	6-9	210	2.0	4-6	160	1.0			
200401020503	ダ	右	1000	曇	不良	10:55	3歳未勝利		2004-9-25	2	札幌	5	3歳未勝利	[指](馬齢)	5	240	1	5	130	1	2	760	9	8.0	180	3.0	2-5	5140	13	5=>2	19570	46	2-5-8	17780	47			2(1,3,5)6,10(9,12)8(4,7)11	2-5,1(3,10)(6,9,8)7(4,12)-11	12.4 - 10.7 - 11.3 - 11.8 - 13.3	12.4 - 23.1 - 34.4 - 46.2 - 59.5 (34.4-36.4)	2-5	11940.0	28.0	2-5	1,670	17.0	5-8	410	3.0	2-8	8,200	42.0			
200401020504	ダ	右	1700	曇	不良	11:25	3歳未勝利		2004-9-25	2	札幌	5	3歳未勝利	牝[指](馬齢)	7	360	2	7	150	2	1	620	7	3.0	190	3.0	1-5	3960	15	7=>1	7490	26	1-3-7	13010	34	2,7(4,12)(6,10)(1,13)(3,9)11(5,8)	2,7,12(4,6,10)(1,9,13)(3,11)(5,8)	(*2,7)12(6,10)9(1,13)(4,3)-5(11,8)	(2,*7)-12,6(1,9)10(5,13,3)4,8=11	6.7 - 11.5 - 12.3 - 12.7 - 12.3 - 12.0 - 12.5 - 12.8 - 13.4	6.7 - 18.2 - 30.5 - 43.2 - 55.5 - 67.5 - 80.0 - 92.8 - 106.2 (30.5-38.7)	1-7	4960.0	16.0	1-7	2,120	21.0	3-7	400	5.0	1-3	2,550	24.0			
200401020505	芝	右	1800	曇	稍重	11:55	3歳未勝利		2004-9-25	2	札幌	5	3歳未勝利	[指](馬齢)	5	1010	5	5	330	6	4	460	7	2.0	210	3.0	3-4	8580	21	5=>4	18010	48	2-4-5	10360	29	5(6,7)(2,13,14)10(1,12)3(4,8)-9 11	5,6(2,7)(10,13,14)(1,12,3)4,8-9 11	(*5,6)(2,10,7,3)(4,14)(13,12)-1(9,8) 11	5-2(4,6,7,3)(10,13,14)(9,12)(1,8) 11	12.6 - 11.9 - 12.3 - 12.5 - 12.5 - 11.7 - 12.2 - 12.0 - 12.7	12.6 - 24.5 - 36.8 - 49.3 - 61.8 - 73.5 - 85.7 - 97.7 - 110.4 (36.8-36.9)	4-5	9410.0	24.0	4-5	1,960	21.0	2-5	560	6.0	2-4	940	13.0			
200401020506	芝	右	1200	晴	良	12:45	3歳未勝利		2004-9-25	2	札幌	5	3歳未勝利	(混)[指](馬齢)	5	440	2	5	150	1	1	1,070	11	6.0	280	6.0	1-3	2020	8	5=>1	18020	58	1-5-6	33420	94			(*6,3)4(1,7,13,16)5,11,2,14,8,9(12,15)10	6,3(1,4)(7,13)(2,5)(11,16,14)-(8,9)(12,10)-15	12.0 - 10.8 - 11.2 - 12.0 - 12.4 - 13.1	12.0 - 22.8 - 34.0 - 46.0 - 58.4 - 71.5 (34.0-37.5)	1-5	12850.0	37.0	1-5	4,590	45.0	5-6	650	6.0	1-6	6,490	56.0			
200401020507	ダ	右	1700	晴	重	13:15	3歳以上500万下		2004-9-25	2	札幌	5	3歳以上500万下	[指](別定)	4	260	1	4	130	2	11	290	5	3.0	210	4.0	4-8	1180	4	4=>11	2100	6	3-4-11	4310	13	9-4-11,3,7(1,2)(6,10)8-5	9-4-11-3(7,2)-1,10-6,8-5	9-4,11(3,2)(10,8)1,6-7-5	9(4,11)2,3,10-1,6,8=(7,5)	6.8 - 11.3 - 11.6 - 12.1 - 12.3 - 12.4 - 12.4 - 12.2 - 13.2	6.8 - 18.1 - 29.7 - 41.8 - 54.1 - 66.5 - 78.9 - 91.1 - 104.3 (29.7-37.8)	4-11	1350.0	5.0	4-11	740	9.0	3-4	460	5.0	3-11	1,780	20.0			
200401020508	ダ	右	1000	晴	重	13:45	3歳以上500万下		2004-9-25	2	札幌	5	3歳以上500万下	牝[指](別定)	10	2880	7	10	350	7	3	140	1	5.0	570	8.0	3-7	1390	6	10=>3	9310	29	3-5-10	20060	57			(5,*10)(1,8)-(3,7,12)(2,4,6,9,11)	(5,*10)8,1,3,12,9,11,4(6,7)-2	12.3 - 10.6 - 11.3 - 11.7 - 12.7	12.3 - 22.9 - 34.2 - 45.9 - 58.6 (34.2-35.7)	3-10	2670.0	10.0	3-10	1,200	14.0	5-10	5,460	41.0	3-5	1,050	11.0			
200401020509	芝	右	1800	晴	良	14:20	夕張特別 		2004-9-25	2	札幌	5	3歳以上500万下	[指](別定)	2	640	3	2	150	3	1	160	4	5.0	100	1.0	1-2	2250	7	2=>1	5410	21	1-2-5	980	2	9,5-2-4,1-7(6,8)3	9-5-2-4(1,6)-7(3,8)	9,5-2-(1,4)6(3,7)8	(9,*5)2,1-(4,6)3(7,8)	12.6 - 11.7 - 12.2 - 12.1 - 12.3 - 11.9 - 11.9 - 12.0 - 13.1	12.6 - 24.3 - 36.5 - 48.6 - 60.9 - 72.8 - 84.7 - 96.7 - 109.8 (36.5-37.0)	1-2	2190.0	8.0	1-2	580	7.0	2-5	170	1.0	1-5	230	3.0	2=>1=>5	9870.0	38.0
200401020510	ダ	右	1700	晴	重	14:55	3歳以上500万下		2004-9-25	2	札幌	5	3歳以上500万下	[指](別定)	1	570	3	1	130	3	6	120	1	10.0	130	2.0	1-5	690	2	1=>6	1740	5	1-6-10	690	1	10(1,12)(6,11)(2,7)(4,9)3,8 5	10(1,12)(6,11)(2,7)(4,9)3-8 5	10(1,12)(6,11)7,9(2,4)(3,8) 5	10(6,1,11)-(2,7,12,9)(4,8)3 5	6.8 - 11.4 - 12.3 - 12.5 - 12.3 - 12.4 - 12.3 - 12.1 - 12.8	6.8 - 18.2 - 30.5 - 43.0 - 55.3 - 67.7 - 80.0 - 92.1 - 104.9 (30.5-37.2)	1-6	700.0	2.0	1-6	230	2.0	1-10	310	3.0	6-10	210	1.0	1=>6=>10	4740.0	8.0
200401020511	芝	右	1200	晴	良	15:30	おおぞら特別 		2004-9-25	2	札幌	5	3歳以上1000万下	(混)	4	340	2	4	120	2	7	120	3	9.0	110	1.0	4-5	560	2	4=>7	1210	3	4-7-9	530	1			7(2,11)(1,4,9,10)(5,3,13)6-12,8	7,11,4(1,2,9)(5,10)3(6,13)-12,8	12.2 - 10.9 - 11.0 - 11.5 - 11.8 - 12.1	12.2 - 23.1 - 34.1 - 45.6 - 57.4 - 69.5 (34.1-35.4)	4-7	650.0	2.0	4-7	220	3.0	4-9	160	1.0	7-9	200	2.0	4=>7=>9	2700.0	4.0
200401020512	芝	右	2000	晴	良	16:10	恵庭岳特別 		2004-9-25	2	札幌	5	3歳以上500万下	(混)(特指)(別定)	2	1280	5	2	310	5	10	170	2	3.0	620	9.0	2-7	1960	8	2=>10	4960	21	2-3-10	9920	43	1,6,11(10,8)2,12,9,4,3,5,7	1,6(11,10,8)-2,12(9,4)3,5,7	(*1,6)10,8(11,2)4-(9,3,5)-(12,7)	(*1,6)10,2-3(11,8)(5,4)9-7-12	13.0 - 11.4 - 12.1 - 12.3 - 12.0 - 12.0 - 11.9 - 12.2 - 12.5 - 12.8	13.0 - 24.4 - 36.5 - 48.8 - 60.8 - 72.8 - 84.7 - 96.9 - 109.4 - 122.2 (36.5-37.5)	2-10	2040.0	8.0	2-10	710	8.0	2-3	2,330	30.0	3-10	1,460	20.0	2=>10=>3	57730.0	223.0
200401020601	芝	右	1200	晴	良	09:55	2歳未勝利		2004-9-26	2	札幌	6	2歳未勝利	(混)[指](馬齢)	2	170	1	2	100	2	1	100	1	7.0	140	3.0	1-2	230	1	2=>1	360	1	1-2-7	430	2			(*3,1)-(4,5,7)(2,9)-8=6	1-(3,5,7)2-(4,9,8)=6	12.0 - 11.0 - 11.5 - 11.8 - 12.0 - 12.2	12.0 - 23.0 - 34.5 - 46.3 - 58.3 - 70.5 (34.5-36.0)	1-2	220.0	1.0	1-2	120	1.0	2-7	180	3.0	1-7	250	5.0			
200401020602	ダ	右	1700	晴	稍重	10:25	3歳未勝利		2004-9-26	2	札幌	6	3歳未勝利	(父)[指](馬齢)	13	1150	6	13	270	6	1	230	4	8.0	170	3.0	1-8	1190	7	13=>1	5340	30	1-8-13	3120	12	1,10-12(3,11)(5,13)4-(2,7,8)(9,6)	1-10,12(3,11,5)13,4(7,8,6)(2,9)	1(10,12)(11,5,13)3(4,7,6)8,9=2	1,10(11,12,13)(5,6)(4,7,8)9(3,2)	6.7 - 11.4 - 12.5 - 13.3 - 12.8 - 12.8 - 12.7 - 12.6 - 12.8	6.7 - 18.1 - 30.6 - 43.9 - 56.7 - 69.5 - 82.2 - 94.8 - 107.6 (30.6-38.1)	1-13	2220.0	14.0	1-13	830	14.0	8-13	650	7.0	1-8	480	4.0			
200401020603	ダ	右	1700	晴	稍重	10:55	3歳未勝利		2004-9-26	2	札幌	6	3歳未勝利	(混)[指](馬齢)	4	270	1	4	140	3	6	160	4	13.0	120	1.0	4-5	750	3	4=>6	1460	5	4-6-13	860	2	4,6(5,7,8,10)1(3,13,12)2-(9,11)	4(6,5,7,8)(1,10)(3,13,12)(9,2)11	4,6,5(3,8)1(13,7,12)(9,10)(2,11)	4,6=(3,13)(5,8)-(1,9)(12,2,11)-(7,10)	6.9 - 11.2 - 12.3 - 12.7 - 12.8 - 12.6 - 12.5 - 12.3 - 13.3	6.9 - 18.1 - 30.4 - 43.1 - 55.9 - 68.5 - 81.0 - 93.3 - 106.6 (30.4-38.1)	4-6	1000.0	5.0	4-6	330	5.0	4-13	200	1.0	6-13	310	4.0			
200401020604	芝	右	1200	晴	良	11:25	3歳未勝利		2004-9-26	2	札幌	6	3歳未勝利	牝[指](馬齢)	9	1460	6	9	310	6	7	230	4	3.0	120	1.0	4-5	1710	6	9=>7	10610	42	3-7-9	4440	14			3,11,7(9,10,12)(1,15)14(5,16)(8,6)(2,4)13	3(9,11,7)(1,10,12)(14,6)(5,15)(16,4)-8(2,13)	12.1 - 11.2 - 11.6 - 11.9 - 11.6 - 12.3	12.1 - 23.3 - 34.9 - 46.8 - 58.4 - 70.7 (34.9-35.8)	7-9	4900.0	20.0	7-9	1,330	21.0	3-9	530	5.0	3-7	450	3.0			
200401020605	芝	右	2000	晴	良	11:55	3歳未勝利		2004-9-26	2	札幌	6	3歳未勝利	[指](馬齢)	13	2460	8	13	420	7	5	170	2	1.0	170	3.0	4-8	6820	25	13=>5	17780	56	1-5-13	11090	37	1-7,4(3,8)-9(5,14)-12,13(2,11,10)6	1-7,4,3-8(5,9)14,12(13,10)2,11,6	1,4-7,3(5,14)13-9,12,8(2,10)(6,11)	1-5(4,13)-3(14,2,9)12(7,6,10)8,11	12.5 - 10.8 - 11.6 - 12.3 - 12.5 - 12.5 - 12.3 - 12.7 - 12.6 - 13.4	12.5 - 23.3 - 34.9 - 47.2 - 59.7 - 72.2 - 84.5 - 97.2 - 109.8 - 123.2 (34.9-38.7)	5-13	6060.0	21.0	5-13	1,510	21.0	1-13	1,730	22.0	1-5	540	3.0			
200401020606	ダ	右	1700	晴	稍重	12:45	3歳以上500万下		2004-9-26	2	札幌	6	3歳以上500万下	牝[指](別定)	8	1180	5	8	210	5	5	120	2	1.0	100	1.0	5-7	1830	8	8=>5	4540	17	1-5-8	1040	3	(*1,2,5)(4,8)(3,10)-(6,7,9)	(*1,5)(3,2,8,10)4(6,7,9)	(*1,5)(8,10)(3,9)(2,4,7)6	(1,*5,8)10,3,9(4,7,6)-2	6.8 - 10.8 - 11.9 - 12.9 - 12.8 - 12.8 - 12.7 - 12.3 - 13.2	6.8 - 17.6 - 29.5 - 42.4 - 55.2 - 68.0 - 80.7 - 93.0 - 106.2 (29.5-38.2)	5-8	1750.0	8.0	5-8	440	7.0	1-8	420	6.0	1-5	150	1.0			
200401020607	ダ	右	1000	晴	稍重	13:15	3歳以上500万下		2004-9-26	2	札幌	6	3歳以上500万下	(混)[指](別定)	2	210	1	2	110	1	4	130	3	3.0	130	2.0	2-4	360	1	2=>4	780	2	2-3-4	530	1			3(5,11)2,7,4(1,6,12)8-10,9	3,11,2(5,4)-(1,7,6)(8,12)10-9	12.3 - 10.7 - 11.3 - 12.1 - 12.5	12.3 - 23.0 - 34.3 - 46.4 - 58.9 (34.3-35.9)	2-4	470.0	2.0	2-4	190	2.0	2-3	170	1.0	3-4	360	4.0			
200401020608	芝	右	1500	晴	良	13:45	3歳以上500万下		2004-9-26	2	札幌	6	3歳以上500万下	(混)[指](別定)	4	820	3	4	250	5	11	100	1	2.0	320	7.0	4-8	560	2	4=>11	2150	8	2-4-11	2540	7		4,10(3,5)2(6,9)7(1,8)11	4,10(3,5,9)11(2,6,7)8,1	(*4,10)3(5,11)(2,9)(6,7)8,1	6.9 - 11.9 - 11.9 - 12.4 - 12.1 - 11.7 - 11.5 - 12.2	6.9 - 18.8 - 30.7 - 43.1 - 55.2 - 66.9 - 78.4 - 90.6 (30.7-35.4)	4-11	660.0	1.0	4-11	310	2.0	2-4	1,370	18.0	2-11	560	6.0			
200401020609	ダ	右	1700	晴	良	14:20	3歳以上500万下		2004-9-26	2	札幌	6	3歳以上500万下	(特指)(別定)	2	150	1	2	100	1	4	110	2	5.0	140	3.0	2-4	220	1	2=>4	400	1	2-4-5	360	1	4,2,7(3,5,10)8,1,6-9	4,2,7(3,5)10,8(1,6)-9	(*4,2,5)7(3,9)-10,8-(1,6)	(4,*2)5,9,7,3-8,10(1,6)	7.1 - 11.5 - 12.2 - 12.6 - 12.7 - 12.3 - 12.4 - 11.8 - 12.6	7.1 - 18.6 - 30.8 - 43.4 - 56.1 - 68.4 - 80.8 - 92.6 - 105.2 (30.8-36.8)	2-4	240.0	1.0	2-4	130	1.0	2-5	220	2.0	4-5	240	4.0	2=>4=>5	1220.0	1.0
200401020610	芝	右	1200	晴	良	14:55	ニセコ特別 		2004-9-26	2	札幌	6	3歳以上500万下	(特指)(別定)	3	460	2	3	230	3	4	560	6	9.0	580	7.0	3-4	7160	13	3=>4	12230	29	3-4-9	44130	66			(*4,10)(2,5,8)(3,9)7,6,1	(*4,10)(2,5)3(7,9,8,6)-1	12.3 - 11.1 - 11.5 - 11.7 - 11.5 - 12.2	12.3 - 23.4 - 34.9 - 46.6 - 58.1 - 70.3 (34.9-35.4)	3-4	6250.0	16.0	3-4	1,600	14.0	3-9	1,650	15.0	4-9	6,040	34.0	3=>4=>9	301590.0	349.0
200401020611	芝	右	1800	晴	良	15:30	HTB賞 		2004-9-26	2	札幌	6	3歳以上1000万下	(混)[指](別定)	5	530	3	5	170	2	4	360	7	1.0	130	1.0	4-4	4260	13	5=>4	8260	32	1-4-5	3370	11	2-4(5,6)8(1,7,12)(10,9,11)13-3	2=4(5,6)(1,8,12)(7,11)9(10,13)-3	2=4,5,1,7(6,8,12)(10,9,13,11)-3	2-4(5,7,1)-(10,13,8,12)11-(9,6,3)	12.4 - 11.6 - 12.0 - 12.0 - 12.2 - 11.9 - 12.2 - 12.7 - 12.4	12.4 - 24.0 - 36.0 - 48.0 - 60.2 - 72.1 - 84.3 - 97.0 - 109.4 (36.0-37.3)	4-5	4290.0	18.0	4-5	1,330	19.0	1-5	280	2.0	1-4	880	10.0	5=>4=>1	33160.0	100.0
200401020612	ダ	右	1700	晴	良	16:10	オホーツクハンデ 		2004-9-26	2	札幌	6	3歳以上1000万下	(混)[指](ハンデ)	1	170	1	1	120	1	10	530	8	12.0	180	3.0	1-7	1230	4	1=>10	3230	10	1-10-12	7470	23	2,12(5,10,13)-(1,7,9,11)8,4(3,6)	2,12(5,10)13(1,7,11)(3,4,8,9)6	2,12,10(5,1,13)-11,7(3,8)(4,9)6	2,12(1,10)-(5,13)7(11,8)(3,4,6)-9	6.7 - 10.9 - 12.0 - 12.4 - 12.1 - 12.1 - 12.4 - 12.4 - 12.9	6.7 - 17.6 - 29.6 - 42.0 - 54.1 - 66.2 - 78.6 - 91.0 - 103.9 (29.6-37.7)	1-10	2670.0	9.0	1-10	920	9.0	1-12	390	2.0	10-12	2,500	27.0	1=>10=>12	31340.0	85.0
200401020701	ダ	右	1000	曇	良	09:55	2歳未勝利		2004-10-2	2	札幌	7	2歳未勝利	(混)[指](馬齢)	1	400	2	1	140	2	4	150	3	12.0	170	4.0	1-4	860	4	1=>4	1670	5	1-4-12	1740	4			4(1,12)6,2,3-(8,10)(5,11)9,7	4(1,12)6-2-3(5,9,10)11,8-7	12.4 - 10.8 - 11.5 - 11.9 - 13.2	12.4 - 23.2 - 34.7 - 46.6 - 59.8 (34.7-36.6)	1-4	940.0	2.0	1-4	330	4.0	1-12	320	3.0	4-12	440	6.0			
200401020702	芝	右	1200	曇	良	10:25	2歳未勝利		2004-10-2	2	札幌	7	2歳未勝利	[指](馬齢)	1	3230	9	1	790	9	2	390	4	3.0	930	10.0	1-1	13300	30	1=>2	25930	63	1-2-3	34970	87			1,3(2,7,10,16)(5,11,14)4(6,9,13)(12,15)=8	1(2,3)7(4,5,16)(9,10)(6,11)(12,14)13-15=8	12.4 - 11.0 - 11.4 - 11.8 - 11.7 - 12.5	12.4 - 23.4 - 34.8 - 46.6 - 58.3 - 70.8 (34.8-36.0)	1-2	12370.0	31.0	1-2	4,300	35.0	1-3	5,860	45.0	2-3	4,480	38.0			
200401020703	ダ	右	1700	曇	良	10:55	3歳未勝利		2004-10-2	2	札幌	7	3歳未勝利	[指](馬齢)	9	560	3	9	220	3	1	460	7	13.0	260	4.0	1-6	2320	9	9=>1	7140	29	1-9-13	8910	27	13(1,9)10(5,12)(2,8)6(11,7)-4-3	(*13,9)1(5,8,10)(2,12)6,11,7,4-3	(*13,9)(1,5,8,10,12)(2,11,6,3)7,4	(*13,9)-1-8(5,2,11,12)-7(10,6)4,3	6.6 - 11.6 - 12.4 - 13.1 - 13.1 - 12.7 - 12.9 - 12.6 - 12.8	6.6 - 18.2 - 30.6 - 43.7 - 56.8 - 69.5 - 82.4 - 95.0 - 107.8 (30.6-38.3)	1-9	5110.0	20.0	1-9	1,560	20.0	9-13	770	8.0	1-13	1,340	15.0			
200401020704	ダ	右	1000	曇	良	11:25	3歳未勝利		2004-10-2	2	札幌	7	3歳未勝利	[指](馬齢)	10	1680	7	10	520	7	5	640	8	3.0	180	2.0	5-7	1480	6	10=>5	22980	60	3-5-10	29400	71			10(6,7)(3,9)12,2(4,5)(1,11)-8	10,7(6,3,9)12(2,5)4,11,1-8	12.5 - 11.1 - 12.2 - 12.0 - 13.1	12.5 - 23.6 - 35.8 - 47.8 - 60.9 (35.8-37.3)	5-10	10350.0	29.0	5-10	4,090	32.0	3-10	1,620	15.0	3-5	2,440	25.0			
200401020705	ダ	右	1700	曇	良	11:55	3歳未勝利		2004-10-2	2	札幌	7	3歳未勝利	[指](馬齢)	1	650	4	1	140	3	3	130	1	10.0	210	5.0	1-3	860	4	1=>3	1640	9	1-3-10	2040	8	1(3,7,11)(2,5,12)8(4,6,10)(9,13)	1(3,7,11)(2,5,12)-(4,8)(6,10)13,9	1,3(2,7,11)5(8,10)(4,13)6,12-9	(*1,3)=2-13(11,10)4,5(6,7,8)=9=12	6.9 - 11.6 - 12.3 - 12.8 - 12.6 - 12.6 - 12.6 - 12.5 - 13.8	6.9 - 18.5 - 30.8 - 43.6 - 56.2 - 68.8 - 81.4 - 93.9 - 107.7 (30.8-38.9)	1-3	750.0	4.0	1-3	290	3.0	1-10	820	10.0	3-10	760	9.0			
200401020706	芝	右	1800	曇	良	12:45	3歳未勝利		2004-10-2	2	札幌	7	3歳未勝利	(混)[指](馬齢)	3	940	3	3	170	3	4	110	1	6.0	140	2.0	3-3	480	2	3=>4	2210	7	3-4-6	790	1	6,5,1,7(4,10)(3,8,9,12)(2,11)(14,13)	6,5-(1,7,12)(4,10,9)(3,8)(2,14,11)-13	(*6,5)7(1,4,12)(10,9)(3,8,11)(2,14,13)	6(4,5,7)3-(1,14,11)(10,13)(2,8,12)9	12.7 - 12.1 - 12.6 - 12.6 - 12.4 - 11.8 - 12.0 - 12.1 - 12.4	12.7 - 24.8 - 37.4 - 50.0 - 62.4 - 74.2 - 86.2 - 98.3 - 110.7 (37.4-36.5)	3-4	720.0	2.0	3-4	290	2.0	3-6	400	4.0	4-6	190	1.0			
200401020707	ダ	右	1700	曇	良	13:15	3歳以上500万下		2004-10-2	2	札幌	7	3歳以上500万下	牝[指](別定)	12	210	1	12	120	1	6	160	2	8.0	210	4.0	5-8	250	1	12=>6	1110	1	6-8-12	2390	5	2(1,4)6,5,7,12,13,8(3,10)9=11	2(1,4)6,5-(12,7)-13(8,3)10-9=11	2,6(1,4)(5,3)10(12,7)(8,13)9 11	(2,*6)(5,12)-(10,8)(1,4)7(9,3,13) 11	6.8 - 11.0 - 11.8 - 12.7 - 12.9 - 12.9 - 12.7 - 12.4 - 13.3	6.8 - 17.8 - 29.6 - 42.3 - 55.2 - 68.1 - 80.8 - 93.2 - 106.5 (29.6-38.4)	6-12	660.0	1.0	6-12	240	1.0	8-12	530	4.0	6-8	610	6.0			
200401020708	ダ	右	1000	曇	良	13:45	3歳以上500万下		2004-10-2	2	札幌	7	3歳以上500万下	(特指)(別定)	3	1190	5	3	290	6	8	260	5	4.0	210	2.0	3-6	4540	14	3=>8	10150	35	3-4-8	7720	25			3,8(4,11)1(2,12)6,7,5,9-10	3,8(4,11)12(1,2)(6,5)(9,7)=10	12.4 - 10.7 - 11.5 - 11.9 - 12.7	12.4 - 23.1 - 34.6 - 46.5 - 59.2 (34.6-36.1)	3-8	5660.0	22.0	3-8	1,680	19.0	3-4	940	10.0	4-8	880	9.0			
200401020709	芝	右	1800	曇	良	14:20	3歳以上500万下		2004-10-2	2	札幌	7	3歳以上500万下	(混)[指](別定)	2	670	4	2	240	3	10	270	5	14.0	1,330	11.0	2-6	1200	5	2=>10	5170	24	2-10-14	48320	98	7-(2,13)(1,3,4,9)-5(10,12)11(6,8)-14	7(1,13)(2,9)3,5,4-10(11,12)(6,8)14	(*7,13)(1,2,9)(5,3,4)(11,10,12)14(6,8)	13(7,2)(1,3,9)(5,14,10)(6,12)(11,4,8)	12.5 - 11.8 - 11.9 - 11.9 - 12.2 - 12.5 - 12.4 - 12.2 - 12.7	12.5 - 24.3 - 36.2 - 48.1 - 60.3 - 72.8 - 85.2 - 97.4 - 110.1 (36.2-37.3)	2-10	2410.0	11.0	2-10	990	11.0	2-14	6,140	40.0	10-14	7,030	45.0	2=>10=>14	226550.0	454.0
200401020710	芝	右	1200	曇	良	14:55	朝里川特別 		2004-10-2	2	札幌	7	3歳以上500万下	(混)(特指)(別定)	9	740	4	9	300	4	4	490	6	7.0	550	7.0	3-5	5050	17	9=>4	12270	44	4-7-9	21970	67			7,8(2,9)(3,13)4(1,5,11,14)15(6,12)10	7(2,8,9)13(1,3,4,14)(5,11,15)6-12,10	12.3 - 11.0 - 11.4 - 11.8 - 11.7 - 12.2	12.3 - 23.3 - 34.7 - 46.5 - 58.2 - 70.4 (34.7-35.7)	4-9	6530.0	23.0	4-9	1,930	20.0	7-9	2,160	25.0	4-7	2,270	26.0	9=>4=>7	125570.0	350.0
